,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
0,-0.987216591835022,0.1005106195807457,0.11004103720188141,-0.24262425303459167,0.16858422756195068,0.047471240162849426,-0.1219162568449974,-0.11016175895929337,-0.11151187121868134,-0.03364484757184982,0.1900104582309723,-0.22236205637454987,-0.018320316448807716,-0.010736852884292603,0.21377743780612946,-0.2732931673526764,0.22053229808807373,-0.08071539551019669,-0.02894282341003418,0.05044819414615631,0.03733835741877556,-0.11060553044080734,0.1371302455663681,-0.04929506778717041,0.10341786593198776,-0.05161799490451813,-0.33155325055122375,0.1830006241798401,0.6564509868621826,0.1800403594970703,0.16722677648067474,-0.2013741135597229
1,-0.781540036201477,-0.06921080499887466,0.21847008168697357,0.18662802875041962,0.15819621086120605,0.0637454092502594,0.04152422025799751,0.054011717438697815,0.09679562598466873,0.09379874169826508,0.05306011065840721,0.064559206366539,-0.21486222743988037,0.07428771257400513,0.1453811377286911,0.06857889890670776,-0.0034573061857372522,0.09477543085813522,0.09247900545597076,-0.03435559943318367,0.27248820662498474,0.019716329872608185,0.04377440735697746,0.03028617426753044,-0.05090012773871422,0.061713267117738724,0.012492378242313862,-0.05316135287284851,-0.07168328016996384,-0.08144039660692215,0.01835528202354908,0.04262380674481392
2,-0.9384394884109497,0.6862744092941284,0.4871988594532013,0.0958109200000763,0.0805702805519104,0.017989790067076683,0.23904351890087128,0.11107926815748215,0.16561461985111237,-0.003991660196334124,-0.022958455607295036,-0.13196097314357758,0.06104091554880142,-0.11325633525848389,-0.0732940062880516,-0.029200736433267593,-0.1495872437953949,-0.133258655667305,-0.06491526961326599,-0.2785775661468506,-0.1351613849401474,0.08979030698537827,-0.035509608685970306,-0.010805128142237663,-0.23423339426517487,0.06937576830387115,0.079926997423172,0.12129878997802734,-0.14816978573799133,-0.2788335978984833,-0.22931398451328278,-0.13704250752925873
3,0.9938433170318604,-0.15452730655670166,-0.006780353374779224,0.21726298332214355,0.21073123812675476,-0.09662625938653946,-0.011364667676389217,0.039031121879816055,0.08195771276950836,-0.24745380878448486,-0.06058640033006668,0.058572184294462204,0.15799552202224731,-0.014633958227932453,-0.02407471090555191,-0.17121022939682007,-0.10132394731044769,-0.017793741077184677,-0.03425723686814308,-0.04549315199255943,-0.07181916385889053,0.04734529182314873,0.15635938942432404,0.04497819021344185,0.12508992850780487,0.4285525381565094,0.2962228059768677,-0.06197819858789444,-0.050812944769859314,-0.037322573363780975,0.16166511178016663,0.18419426679611206
4,-0.8517792820930481,-0.15520885586738586,0.18927724659442902,-0.13495692610740662,0.10749448835849762,0.018413616344332695,0.1873195916414261,-0.05273459106683731,0.14227451384067535,0.1292625069618225,-0.2917802631855011,0.13186149299144745,0.0059340717270970345,-0.14112821221351624,0.04006592556834221,-0.10114189982414246,0.1123119443655014,0.31639206409454346,-0.010809654369950294,0.2930791974067688,0.03481893241405487,0.164219468832016,0.038956739008426666,0.05840030312538147,-0.13494578003883362,-0.2452899068593979,0.14893639087677002,-0.07279685884714127,0.017359504476189613,-0.007794858887791634,-0.2410457581281662,0.08261597156524658
5,0.995841383934021,0.1505139321088791,-0.3806845545768738,0.07613398879766464,-0.08614573627710342,-0.021680910140275955,0.020660044625401497,0.015937339514493942,0.0663260668516159,0.16436946392059326,0.06787379831075668,-0.15120095014572144,0.17581266164779663,0.0475337989628315,-0.12844626605510712,0.02453381009399891,0.22868849337100983,-0.027925973758101463,-0.051661208271980286,0.21298806369304657,0.06780088692903519,0.16921071708202362,-0.14998367428779602,-0.06300092488527298,0.0020227362401783466,0.16524961590766907,-0.05299735069274902,0.041855890303850174,0.14481009542942047,-0.06998016685247421,-0.1433345079421997,-0.13036639988422394
6,-0.9017997980117798,0.127384215593338,-0.5955660939216614,-0.4026605486869812,-0.2783041000366211,0.32395341992378235,-0.14878353476524353,-0.3195207715034485,0.15353189408779144,0.025045599788427353,-0.11685288697481155,-0.0160843413323164,-0.03177667036652565,-0.09444304555654526,-0.28832411766052246,0.016648760065436363,-0.1401127129793167,0.07167819887399673,0.31825587153434753,-0.0248318649828434,-0.36503830552101135,0.11478092521429062,0.08536140620708466,0.2507035732269287,-0.19580045342445374,0.19522246718406677,0.10532625764608383,-0.0036620711907744408,-0.3231450617313385,0.167484313249588,-0.14538253843784332,-0.18090710043907166
7,0.951383113861084,-0.10107815265655518,0.567441463470459,0.03448731079697609,-0.13308949768543243,0.21589972078800201,-0.04023974761366844,0.12181100249290466,-0.14119750261306763,0.187615767121315,0.30791157484054565,-0.13373757898807526,-0.07602093368768692,0.24668942391872406,0.24405230581760406,-0.20240522921085358,-0.26305723190307617,0.05994397774338722,-0.03314054012298584,-0.18157967925071716,0.11202070116996765,0.1024949699640274,-0.10906800627708435,-0.10458917915821075,0.049998242408037186,-0.06926911324262619,-0.07122889161109924,0.0024949214421212673,0.036599598824977875,-0.008644763380289078,-0.4889669418334961,-0.3079613745212555
8,-0.47107669711112976,0.229600727558136,0.09201900660991669,0.11492200940847397,0.07483963668346405,-0.02596263401210308,-0.1808883100748062,0.3035586476325989,0.1295616775751114,0.1757078766822815,0.3427647054195404,-0.08365476131439209,-0.215030238032341,-0.14201517403125763,0.19465680420398712,-0.03686608001589775,0.10368399322032928,-0.020536834374070168,0.05225662887096405,0.004533213097602129,0.09006044268608093,-0.047012194991111755,0.06488285958766937,-0.18306420743465424,-0.07550869137048721,0.08167403191328049,-0.2231631875038147,-0.15801182389259338,0.062031228095293045,0.13499513268470764,0.1518258899450302,0.10462260246276855
9,0.3087928593158722,0.12134964764118195,0.5392812490463257,-0.011688907630741596,0.12912844121456146,0.09205485880374908,-0.10727676004171371,0.10610262304544449,0.08933493494987488,0.22418570518493652,0.16804106533527374,0.09917043894529343,-0.18438147008419037,-0.219281867146492,-0.2435641586780548,0.15508665144443512,0.18025681376457214,-0.09600662440061569,0.07809381932020187,0.03509055823087692,-0.0020940133836120367,0.018626486882567406,-0.14677837491035461,0.04791591316461563,-0.227695032954216,-0.020438849925994873,0.030655141919851303,0.2134053260087967,0.16563771665096283,-0.0018371660262346268,0.06797410547733307,0.06780432909727097
