,r2_human,pear_human,r2_primates,pear_primates
0,0.8747443556785583,0.9634717106819153,0.2987557649612427,0.8541740775108337
1,0.7759602665901184,0.935023307800293,0.2732163369655609,0.8653306365013123
2,0.7856855392456055,0.939399003982544,-0.02915824018418789,0.7012797594070435
3,0.8874012231826782,0.9638585448265076,-0.5263376235961914,0.6169883608818054
4,0.8080512285232544,0.9438126683235168,0.37386760115623474,0.8187199831008911
5,0.835640013217926,0.9467325806617737,0.6565250158309937,0.8953598737716675
6,0.565675675868988,0.8767786622047424,0.5885664224624634,0.9054433703422546
7,0.850074827671051,0.9493826031684875,-0.24151431024074554,0.6200384497642517
8,0.7810264825820923,0.93714439868927,-0.7992443442344666,0.6674346923828125
9,0.8477450013160706,0.958179771900177,0.3974856436252594,0.8527136445045471
