,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
0,0.9939097166061401,0.9259891510009766,0.3407888114452362,0.9360146522521973,0.8263248801231384,0.5973790884017944,0.05172690376639366,0.13844558596611023,0.35107722878456116,0.17245914041996002,-0.23854804039001465,0.4417748749256134,-0.06396231800317764,-0.061138320714235306,-0.06835027784109116,0.15855816006660461,-0.08523618429899216,-0.1398066282272339,-0.3258666694164276,-0.1782458871603012,-0.024792833253741264,-0.013792512938380241,0.01366469357162714,0.20133915543556213
1,0.9970982074737549,0.5850592851638794,0.9465030431747437,0.8589790463447571,0.8306723237037659,0.775739312171936,0.5415800213813782,0.45983433723449707,-0.20855633914470673,0.20909439027309418,0.18916167318820953,0.1250966340303421,-0.31623226404190063,-0.10699271410703659,-0.1377534419298172,-0.2763013243675232,0.12955129146575928,0.052405137568712234,0.1502819061279297,0.0692279189825058,0.2057167887687683,-0.06750333309173584,-0.00475507415831089,0.12356031686067581
2,0.9985040426254272,0.9244870543479919,0.7953364253044128,0.9255027174949646,0.7481467723846436,0.7336220145225525,0.6815159916877747,0.18054935336112976,0.23007787764072418,0.10544996708631516,0.2239684760570526,0.03868890181183815,0.17298674583435059,0.13122469186782837,0.031500622630119324,0.09333314001560211,-0.0481986477971077,-0.058152440935373306,-0.10465314984321594,0.15904834866523743,0.016560666263103485,-0.045157719403505325,-0.027153583243489265,-0.05444828048348427
3,0.9986209869384766,0.9229224920272827,0.8828639388084412,0.9459158182144165,0.7524492144584656,0.2824479639530182,0.20359517633914948,-0.3042449951171875,0.034914951771497726,0.5261322259902954,0.2689515948295593,0.006789706647396088,-0.18897026777267456,0.12417200952768326,0.026500795036554337,0.08483260869979858,-0.06965282559394836,-0.05671757459640503,-0.21148395538330078,0.03585939481854439,-0.09883242100477219,-0.46947813034057617,0.2160479873418808,0.12675943970680237
4,0.9990253448486328,0.9303593635559082,0.9626225233078003,0.8742893934249878,0.8715196251869202,0.8193904757499695,0.5449389815330505,-0.06185601279139519,0.7057704329490662,0.2583796977996826,0.22047920525074005,0.19749760627746582,-0.020404206588864326,-0.013812816701829433,0.09050670266151428,0.1008274182677269,-0.25273019075393677,0.20585228502750397,0.023138515651226044,-0.320794016122818,0.1381947100162506,0.12186163663864136,-0.11091631650924683,-0.16613131761550903
5,0.9979616403579712,0.9486913084983826,0.8736535310745239,0.801162838935852,0.6314256191253662,0.6985891461372375,0.5770146250724792,0.02169247344136238,0.1834671050310135,0.15013787150382996,-0.10738356411457062,0.3459189832210541,-0.10258348286151886,-0.03650375083088875,0.1073356419801712,-0.09677649289369583,-0.06379737704992294,0.0751110166311264,0.04430316016077995,0.26877710223197937,-0.12207650393247604,0.20919786393642426,0.037326980382204056,-0.14788514375686646
6,0.988580584526062,0.9151536226272583,0.3381979167461395,0.5118970274925232,0.7821773886680603,0.7834348678588867,0.49124857783317566,0.09841837733983994,0.39245685935020447,0.07591552287340164,0.09720597416162491,-0.18281413614749908,0.3436633348464966,-0.26540860533714294,0.33639606833457947,0.19535836577415466,0.274665892124176,0.051490459591150284,-0.2407897263765335,0.026797674596309662,-0.270596981048584,0.017821500077843666,-0.07033292204141617,-0.04964954033493996
7,0.9979916214942932,0.7232306003570557,0.9208049774169922,0.8868045210838318,0.7589802145957947,0.8892090320587158,0.2230118364095688,0.0933220386505127,0.12138864398002625,-0.0256305243819952,0.3842889964580536,-0.17658574879169464,-0.25887665152549744,-0.14532418549060822,0.15870025753974915,0.445600688457489,0.1544465571641922,0.21993282437324524,0.01785222999751568,0.16561099886894226,0.053789760917425156,-0.21461603045463562,0.15119272470474243,-0.14073233306407928
8,0.9816393852233887,0.9205648899078369,0.9353871941566467,0.8757723569869995,0.7974604964256287,0.7193791270256042,-0.15452180802822113,0.1197575256228447,0.20347897708415985,-0.35280102491378784,0.3174665570259094,0.038777414709329605,0.26933595538139343,0.08668491244316101,0.069283127784729,0.07839007675647736,-0.043856505304574966,0.11336471885442734,-0.047941651195287704,-0.13205008208751678,-0.06138138100504875,0.1942758411169052,0.10792837291955948,-0.025640003383159637
9,0.9985914826393127,0.8882542848587036,0.9556515216827393,0.8197954297065735,0.29158443212509155,0.23565195500850677,0.5622266530990601,0.0015571400290355086,0.08258982002735138,-0.011581779457628727,0.32562699913978577,-0.21995268762111664,-0.1131666898727417,0.05364466831088066,-0.12223144620656967,0.12007425725460052,-0.20877619087696075,0.029717732220888138,0.017377685755491257,0.03481585532426834,-0.18885494768619537,0.031246885657310486,0.04121057689189911,0.27009180188179016
