,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
0,-6.6580633536997544e-06,-2.389396940122638e-06,2.0423134868132638e-06,-1.4380893597977571e-06,-1.6946366120806997e-06,2.97132307232523e-06,1.0410940595590407e-05,5.7943419264924425e-06,8.989553726926379e-07,-4.341258406029725e-07,-9.022089639369431e-06,-1.8472508151704724e-06,3.4318785348832864e-06,-2.9641878674281787e-07,4.038071562573091e-06,-6.441641779405725e-07,6.473193858761759e-06,-9.118681022070205e-07,-7.021441239735628e-07,-6.798440566500647e-07,6.277334896248763e-06,2.2971310621784442e-06,5.730845301480019e-06,-6.42862861406369e-07,-2.0288346320162514e-06,5.25325043593299e-06,-3.668975317257832e-07,6.222286869991226e-06,-8.428718581115861e-07,4.4717245817557796e-06,6.789784471921772e-06,8.498613152848171e-07
1,-5.475664336352693e-06,-2.080715440788478e-06,1.8491491802828172e-06,-1.2181000021574364e-06,-1.5463777857711955e-06,2.2385491621090234e-06,9.383706247013902e-06,4.505901183853177e-06,-2.3123377841151503e-07,-1.4459670030093083e-06,-6.765432036373988e-06,-1.453799942120679e-06,5.072746827996251e-06,-2.5211106891315367e-07,3.665879711682415e-06,-5.944270651112794e-07,5.8953748367673484e-06,-5.251365249254471e-07,-5.860065598918472e-07,1.447980287304011e-07,1.765106059079886e-06,-1.7556411563856952e-06,4.342823987204657e-06,-4.228482159474109e-07,-3.4509293401798153e-06,6.310590500735341e-06,8.209029357290394e-07,1.6222393302148636e-05,-6.416322623112074e-07,4.153916333022387e-06,6.0993716843042845e-06,8.688598599832214e-07
2,-0.0112880423590066,0.008965577789362867,-0.0007045112896279454,0.008880960040277518,0.006005416841698874,-0.010559743688209618,-0.09711578699431224,0.011127227106948186,-0.003330457930087077,0.003587327360272587,-0.023523214018687583,-0.004749690281392052,-0.03248475196798622,4.586213241455278e-05,0.015615739483851424,-0.0029179392409229604,-0.04263508718300579,-0.002049267538645978,-0.0042402020834690106,-0.0055037572452391785,-0.033378566873687024,-0.03197677406867366,0.014712633897127183,-0.005337852967776223,-0.007838429760570068,-0.003605670037079178,-0.01084260637128287,0.0008876553373899922,-0.0072328071816323515,-0.007491824296762369,-0.020585666326469017,-0.005519849137911963
3,-4.039396749208059e-06,-1.5619080009336934e-06,1.249954480582999e-06,-8.229938977969786e-07,-1.6256772776678658e-06,1.915905581339658e-06,1.3218546858665676e-05,2.9938700275915823e-06,1.2968678776253586e-07,-2.3460409462828706e-06,-4.822840942825822e-06,-9.375212896413537e-07,8.481604968451257e-06,-1.3619273934593838e-07,2.2393487474036965e-06,-8.189731824352218e-07,9.919951073068448e-06,-6.592352992383687e-07,-2.278081257713862e-07,-3.96478949666372e-06,1.8050061518150605e-06,-3.4869781790308256e-06,2.8619710173265457e-06,-5.887286109258789e-07,-1.9271872516171427e-06,1.0153115874523458e-05,3.2618403014532384e-07,1.3731632400655685e-05,-3.5923779082927486e-07,-1.3132164367871984e-06,5.689110982073764e-06,9.037761041291615e-07
4,-0.009301490341706341,0.006743184173093129,-0.000411257896059063,0.0068753039505276906,0.00393322216413781,-0.008623556799393436,-0.07302549342021585,0.011817251915076363,-0.003174189226463097,0.0030648433767945155,-0.01852813166788611,-0.004905821122889719,-0.028635582372593713,-4.855124241760649e-06,0.012735854804339745,-0.0029177715534248632,-0.03446098238032149,-0.0016742146918298877,-0.0025900480331733527,-0.0026884977944866928,-0.027779613362665816,-0.024562711264275287,0.013436695702873428,-0.004768948222028132,-0.0076327532191145485,-0.005554476502630347,-0.007334599793859349,0.0037062468330806286,-0.005137591335655518,-0.001759430796325057,-0.01933225932170814,-0.004151276604574079
5,-4.751856702773285e-06,-1.7581881364629028e-06,1.7766281369250077e-06,-1.1351978559378805e-06,-1.7719596828745293e-06,1.8033163402344474e-06,1.0260702088568823e-05,4.043667943449624e-06,4.655785703322601e-07,-1.7615623358445664e-06,-5.688615398668705e-06,-1.0547244329191169e-06,2.1158200567714925e-06,-1.886714264245173e-07,3.229645885600556e-06,-2.9482874360394027e-06,7.536078495086446e-06,-1.8271049573448339e-07,-2.818919896227823e-07,-2.2618245131174923e-06,3.212270267493072e-07,1.526996098394657e-07,3.1670585560557383e-06,6.885557544285969e-07,-2.43613940210888e-06,8.515274845137638e-06,5.611631346486042e-07,2.3315442431141087e-05,-4.867432465789863e-07,3.967394856839293e-06,-1.611567274484663e-06,1.4632309806937125e-06
6,-4.473831814374089e-06,-1.5689318885875831e-06,1.295539034412499e-06,-9.718480196201376e-07,-1.91445388378087e-06,2.3073818119391113e-06,8.654196670778945e-06,3.758330485772076e-06,4.007361620353062e-07,-2.2263755536039033e-06,-5.485730001803953e-06,-9.746462136616155e-07,9.745502075444888e-06,-2.884767670620304e-07,2.444263203987427e-06,-3.4008407941284506e-07,5.2958223532925155e-06,-8.181112414523239e-07,-6.275424279296631e-07,-5.833322087976988e-06,2.7847270129709233e-06,1.3024221044867304e-07,3.831746296929685e-06,-8.543136450281686e-07,1.5689930276370835e-06,1.2817654290889973e-05,4.021867920617902e-07,9.270287223845456e-06,-3.7050551640983174e-07,-1.2794217494019866e-06,7.721192921677502e-06,9.2616737820869e-07
7,-0.005946770967258191,0.003527386735171398,0.0005639549663593606,0.003958218159811629,0.0011168383033385674,-0.005149000111316223,-0.04317521659384033,0.011829447175831358,-0.0023393300062226207,0.0016275870467922743,-0.010787648214313654,-0.0037470825537005196,-0.017064719165076035,-1.8627406081386012e-05,0.008051881861473048,-0.001788288377181655,-0.02275968625962224,-0.001198992454780108,-0.0011571679104558257,-0.0017001573596895209,-0.016974425621914615,-0.018205709498704464,0.008575061753289936,-0.0034404646086762677,-0.003990773391874237,-0.004172719289807496,-0.003855411275396704,0.009320823097067712,-0.003092898733456528,-0.0014626371300922114,-0.012049484600997962,-0.0027612091482479032
8,-5.5360265002355954e-06,-1.920318525987378e-06,1.7693795202132867e-06,-1.136362130143109e-06,-1.6460963726214913e-06,2.417936645243229e-06,8.20325967273923e-06,4.364346002812961e-06,1.0109297877469087e-06,-2.857324929471756e-06,-6.7798893165336645e-06,-1.5399461034767886e-06,4.092485050966529e-06,-2.75266379001382e-07,3.845994769260915e-06,-2.3827632239489763e-06,9.339755106381983e-06,-4.1754549085302155e-07,-1.9307918663032562e-07,-4.402432228417633e-07,4.600247764793169e-06,-1.6825244707386843e-06,4.656830814422403e-06,-2.007762775289484e-07,-3.53886992440818e-06,7.96771781883363e-06,3.271432116256454e-07,8.35789721735634e-06,-5.507424426705671e-07,9.824016383323766e-06,4.32249101581463e-06,9.539904936266306e-07
9,-5.545574556214965e-06,-2.188366873490029e-06,1.7684710276145731e-06,-1.1158913265661584e-06,-1.514940247430464e-06,2.4753816817497736e-06,1.2328443783702945e-05,4.183644523307738e-06,-9.691442470967208e-08,-1.7612999965233407e-06,-7.376510489392422e-06,-1.6492233214205762e-06,4.888264515133169e-06,-4.7217769025293947e-07,3.844678443308542e-06,-1.5031635658842504e-06,1.1496309440266106e-05,-6.663488539564862e-07,-4.233585130829436e-07,-7.191394674923385e-07,3.1497231408803385e-06,-2.7632926203321824e-06,4.581921537518469e-06,-1.0032164297642776e-06,6.819726063696143e-08,1.9056484757016145e-06,1.1574139505661682e-08,9.743469837402394e-06,-6.702573828457464e-07,5.50464615726134e-06,7.290634850954703e-06,1.1687534230552992e-06
