,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,F1,Accuracy,model,set,cell,iteration
0,0.685276210308075,0.6934694051742554,0.7522740960121155,0.7570634484291077,1.0,1.0,model,validation,PC3,0
1,0.6885808706283569,0.7030020952224731,0.7555055022239685,0.7655081152915955,1.0,1.0,model,validation,PC3,0
2,0.6962541937828064,0.7055017948150635,0.759413480758667,0.7651046514511108,1.0,1.0,model,validation,PC3,0
3,0.6708716154098511,0.6855543255805969,0.7419925332069397,0.751990556716919,1.0,1.0,model,validation,PC3,0
4,0.6993767023086548,0.7048187255859375,0.7672659158706665,0.7720939517021179,1.0,1.0,model,validation,PC3,0
0,0.6937448978424072,0.6848154067993164,0.7596022486686707,0.7544018030166626,1.0,1.0,model,validation,PC3,1
1,0.6981449127197266,0.690719485282898,0.7628201246261597,0.7588111162185669,1.0,1.0,model,validation,PC3,1
2,0.7033949494361877,0.6955775022506714,0.7660631537437439,0.7588878870010376,1.0,1.0,model,validation,PC3,1
3,0.6733007431030273,0.6682983636856079,0.7461428046226501,0.743675172328949,1.0,1.0,model,validation,PC3,1
4,0.7071144580841064,0.7030062675476074,0.7689714431762695,0.7658061981201172,1.0,1.0,model,validation,PC3,1
0,0.698864758014679,0.6818328499794006,0.7618329524993896,0.7516118884086609,1.0,1.0,model,validation,PC3,2
1,0.7031854391098022,0.692924976348877,0.7631953358650208,0.7576298117637634,1.0,1.0,model,validation,PC3,2
2,0.7068300843238831,0.6938161849975586,0.7660242915153503,0.7584415078163147,1.0,1.0,model,validation,PC3,2
3,0.684435248374939,0.6687028408050537,0.7518050074577332,0.7380272150039673,1.0,1.0,model,validation,PC3,2
4,0.7075302600860596,0.6958755254745483,0.772506833076477,0.7618681192398071,1.0,1.0,model,validation,PC3,2
0,0.6895977854728699,0.6854201555252075,0.7580391764640808,0.7552521228790283,1.0,1.0,model,validation,PC3,3
1,0.6954385638237,0.6964075565338135,0.7623733282089233,0.7603747844696045,1.0,1.0,model,validation,PC3,3
2,0.6985680460929871,0.7006865739822388,0.7608165740966797,0.7616702914237976,1.0,1.0,model,validation,PC3,3
3,0.682884931564331,0.6791936755180359,0.7485621571540833,0.7461068034172058,1.0,1.0,model,validation,PC3,3
4,0.703364372253418,0.702089786529541,0.7719878554344177,0.7683919072151184,1.0,1.0,model,validation,PC3,3
0,0.69264155626297,0.6936357021331787,0.7544182538986206,0.7561064958572388,1.0,1.0,model,validation,PC3,4
1,0.6888031959533691,0.6970518827438354,0.7554811835289001,0.7625451683998108,1.0,1.0,model,validation,PC3,4
2,0.6966420412063599,0.7027244567871094,0.759231686592102,0.7645239233970642,1.0,1.0,model,validation,PC3,4
3,0.6761775016784668,0.6820731163024902,0.7429735660552979,0.7518631219863892,1.0,1.0,model,validation,PC3,4
4,0.7023522257804871,0.7086939215660095,0.764999508857727,0.7710021734237671,1.0,1.0,model,validation,PC3,4
