,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,F1,Accuracy,model,set,cell,iteration
0,0.6843772530555725,0.6832349300384521,0.7524275779724121,0.7484330534934998,1.0,1.0,model,validation,MCF7,0
1,0.6802792549133301,0.6777259111404419,0.7518343925476074,0.7457818388938904,1.0,1.0,model,validation,MCF7,0
2,0.680921196937561,0.6842067241668701,0.7479435205459595,0.746326744556427,1.0,1.0,model,validation,MCF7,0
3,0.6962426900863647,0.699944794178009,0.7593956589698792,0.7620310187339783,1.0,1.0,model,validation,MCF7,0
4,0.6887527704238892,0.6862032413482666,0.7563884258270264,0.7514203786849976,1.0,1.0,model,validation,MCF7,0
0,0.6878299713134766,0.677898645401001,0.7516043782234192,0.741966187953949,1.0,1.0,model,validation,MCF7,1
1,0.6872952580451965,0.6755366921424866,0.7526808977127075,0.7394859790802002,1.0,1.0,model,validation,MCF7,1
2,0.6888635754585266,0.6739480495452881,0.7525957822799683,0.7420079112052917,1.0,1.0,model,validation,MCF7,1
3,0.7036959528923035,0.6916220188140869,0.7690691351890564,0.7595749497413635,1.0,1.0,model,validation,MCF7,1
4,0.69449782371521,0.6880560517311096,0.757182240486145,0.7491686344146729,1.0,1.0,model,validation,MCF7,1
0,0.6794596910476685,0.6815589666366577,0.7477685213088989,0.7500898241996765,1.0,1.0,model,validation,MCF7,2
1,0.6798422336578369,0.6800513863563538,0.7452777028083801,0.7461593747138977,1.0,1.0,model,validation,MCF7,2
2,0.6776132583618164,0.685257613658905,0.7458940148353577,0.7516120672225952,1.0,1.0,model,validation,MCF7,2
3,0.6970329284667969,0.7004420757293701,0.7626860737800598,0.7642639875411987,1.0,1.0,model,validation,MCF7,2
4,0.6870850920677185,0.6892344355583191,0.7561237215995789,0.7571763396263123,1.0,1.0,model,validation,MCF7,2
0,0.6851651072502136,0.6749355792999268,0.7503769397735596,0.743464469909668,1.0,1.0,model,validation,MCF7,3
1,0.6832326650619507,0.6707642674446106,0.7506967186927795,0.7446318864822388,1.0,1.0,model,validation,MCF7,3
2,0.6894206404685974,0.6770980954170227,0.7533000707626343,0.7456264495849609,1.0,1.0,model,validation,MCF7,3
3,0.698466956615448,0.6852794885635376,0.7665980458259583,0.7617398500442505,1.0,1.0,model,validation,MCF7,3
4,0.6961803436279297,0.6859068274497986,0.7588400840759277,0.7526070475578308,1.0,1.0,model,validation,MCF7,3
0,0.6819835305213928,0.6798237562179565,0.7485623955726624,0.7470404505729675,1.0,1.0,model,validation,MCF7,4
1,0.6811568737030029,0.6771281361579895,0.7505289316177368,0.7478028535842896,1.0,1.0,model,validation,MCF7,4
2,0.6791848540306091,0.6787179112434387,0.747951865196228,0.7495046854019165,1.0,1.0,model,validation,MCF7,4
3,0.7002570629119873,0.694015383720398,0.7680964469909668,0.7624473571777344,1.0,1.0,model,validation,MCF7,4
4,0.6901094317436218,0.6895954608917236,0.7556596398353577,0.7564732432365417,1.0,1.0,model,validation,MCF7,4
