,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,F1,Accuracy,model,set,cell,iteration
0,0.5969200134277344,0.6025691032409668,0.6910112500190735,0.6958181262016296,1.0,1.0,model,validation,HELA,0
1,0.6460462212562561,0.6499726176261902,0.7181326746940613,0.7180450558662415,1.0,1.0,model,validation,HELA,0
2,0.620695173740387,0.620353102684021,0.6994115710258484,0.6978923082351685,1.0,1.0,model,validation,HELA,0
3,0.624887228012085,0.6387508511543274,0.7144913673400879,0.7183306217193604,1.0,1.0,model,validation,HELA,0
4,0.6037710309028625,0.6183575391769409,0.6916493773460388,0.6992777585983276,1.0,1.0,model,validation,HELA,0
0,0.59804368019104,0.602050244808197,0.6974095702171326,0.694621205329895,1.0,1.0,model,validation,HELA,1
1,0.6402366757392883,0.6480217576026917,0.7149884104728699,0.7228875160217285,1.0,1.0,model,validation,HELA,1
2,0.6159698367118835,0.6124919652938843,0.6955187320709229,0.7025949954986572,1.0,1.0,model,validation,HELA,1
3,0.6359639167785645,0.6397563815116882,0.7148603200912476,0.7198055386543274,1.0,1.0,model,validation,HELA,1
4,0.5998853445053101,0.6015248894691467,0.6966225504875183,0.6944511532783508,1.0,1.0,model,validation,HELA,1
0,0.6078400015830994,0.5971894264221191,0.6972211003303528,0.6954965591430664,1.0,1.0,model,validation,HELA,2
1,0.6388697028160095,0.6431859731674194,0.7183278799057007,0.7235774993896484,1.0,1.0,model,validation,HELA,2
2,0.6171783804893494,0.6120364665985107,0.6995397806167603,0.699064314365387,1.0,1.0,model,validation,HELA,2
3,0.6322802901268005,0.6301390528678894,0.7203401327133179,0.7118854522705078,1.0,1.0,model,validation,HELA,2
4,0.6214145421981812,0.5924651622772217,0.6996359825134277,0.6888137459754944,1.0,1.0,model,validation,HELA,2
0,0.5985537767410278,0.6196882128715515,0.6889620423316956,0.704998254776001,1.0,1.0,model,validation,HELA,3
1,0.6400591731071472,0.6489446759223938,0.7165050506591797,0.7229940891265869,1.0,1.0,model,validation,HELA,3
2,0.6190440058708191,0.6190131902694702,0.6929075121879578,0.7025262117385864,1.0,1.0,model,validation,HELA,3
3,0.625201404094696,0.6282014846801758,0.7134616374969482,0.7207640409469604,1.0,1.0,model,validation,HELA,3
4,0.5959694981575012,0.5991817116737366,0.6938307285308838,0.6973985433578491,1.0,1.0,model,validation,HELA,3
0,0.625602126121521,0.5976660847663879,0.7043517827987671,0.6885538697242737,1.0,1.0,model,validation,HELA,4
1,0.6392892003059387,0.616392195224762,0.7296173572540283,0.7070071697235107,1.0,1.0,model,validation,HELA,4
2,0.6046408414840698,0.584611713886261,0.7011147737503052,0.6907322406768799,1.0,1.0,model,validation,HELA,4
3,0.6483687162399292,0.6253063082695007,0.7295650839805603,0.7059969902038574,1.0,1.0,model,validation,HELA,4
4,0.6232854723930359,0.5868055820465088,0.7046340107917786,0.6829014420509338,1.0,1.0,model,validation,HELA,4
