,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,F1,Accuracy,model,set,cell,iteration
0,0.6952726244926453,0.6993706822395325,0.8128379583358765,0.8166628479957581,1.0,1.0,model,validation,U2OS,0
1,0.6808000802993774,0.6931025981903076,0.8231483101844788,0.8246929049491882,1.0,1.0,model,validation,U2OS,0
2,0.6973277926445007,0.7089938521385193,0.8063223958015442,0.8168503046035767,1.0,1.0,model,validation,U2OS,0
3,0.6686351299285889,0.6888948082923889,0.7945523858070374,0.8080885410308838,1.0,1.0,model,validation,U2OS,0
4,0.7135055661201477,0.7107743620872498,0.8040458559989929,0.8081778287887573,1.0,1.0,model,validation,U2OS,0
0,0.7051990628242493,0.7113866806030273,0.8151854872703552,0.818684995174408,1.0,1.0,model,validation,U2OS,4
1,0.6972748637199402,0.7072349786758423,0.8222392797470093,0.8257563710212708,1.0,1.0,model,validation,U2OS,4
2,0.7034589052200317,0.7108884453773499,0.8102297186851501,0.8125472068786621,1.0,1.0,model,validation,U2OS,4
3,0.7009364366531372,0.6946024298667908,0.80440753698349,0.8108018636703491,1.0,1.0,model,validation,U2OS,4
4,0.6920105814933777,0.6986342072486877,0.8078787326812744,0.8135156035423279,1.0,1.0,model,validation,U2OS,4
0,0.7090449929237366,0.7027724385261536,0.8114076852798462,0.8117440342903137,1.0,1.0,model,validation,U2OS,1
1,0.6964942812919617,0.700046956539154,0.8196824789047241,0.8257497549057007,1.0,1.0,model,validation,U2OS,1
2,0.7006435990333557,0.7011991143226624,0.8084137439727783,0.8086909055709839,1.0,1.0,model,validation,U2OS,1
3,0.6941577792167664,0.67597496509552,0.8022655844688416,0.8021759390830994,1.0,1.0,model,validation,U2OS,1
4,0.7034631371498108,0.690775454044342,0.8051853775978088,0.8019417524337769,1.0,1.0,model,validation,U2OS,1
0,0.7016016244888306,0.6885215044021606,0.8130118250846863,0.8124305605888367,1.0,1.0,model,validation,U2OS,2
1,0.7032696008682251,0.6866999268531799,0.8231436014175415,0.8239452242851257,1.0,1.0,model,validation,U2OS,2
2,0.702120304107666,0.6983912587165833,0.8091149926185608,0.8069539070129395,1.0,1.0,model,validation,U2OS,2
3,0.6980850100517273,0.7015392184257507,0.8029877543449402,0.8038803935050964,1.0,1.0,model,validation,U2OS,2
4,0.7042762637138367,0.7075081467628479,0.8097133040428162,0.8122077584266663,1.0,1.0,model,validation,U2OS,2
0,0.7074092626571655,0.705534040927887,0.8173909783363342,0.8186945915222168,1.0,1.0,model,validation,U2OS,3
1,0.6961225271224976,0.7014586925506592,0.8239667415618896,0.8253586292266846,1.0,1.0,model,validation,U2OS,3
2,0.7126327157020569,0.712588906288147,0.8099181652069092,0.8064014315605164,1.0,1.0,model,validation,U2OS,3
3,0.7063273191452026,0.7058914303779602,0.8002497553825378,0.8012284636497498,1.0,1.0,model,validation,U2OS,3
4,0.7132513523101807,0.7092957496643066,0.8096761107444763,0.8091477155685425,1.0,1.0,model,validation,U2OS,3
