,primary_v2_gp70_v1v2_zollapazner,toggle_v2_cyclic_peptide_42aa,secondary_gt_igg_244_gdneg,secondary_gt_igg_HxB2new8bcore_diff,secondary_gt_igg_YU2gp120oldcore_diff,IgG_C1086C_V1_V2Tags,IgG_gp70V1V2A,IgG_gp70V1V2C,IgG_gp70V1V2CaseA2,IgG_gp70_BCaseA2V1V2169K,IgG3_CC_C1086C_V1_V2Tags,IgG3_CC_gp70V1V2C,IgG3_CC_gp70V1V2CaseA2,IgG3_CC_gp70_BCaseA2V1V2169K
aRhIgG_gp120_ZM109F,-0.00038976618,-0.0024382113,-0.00048682242,0.0038758332,0.0044247936,0.00023101998,-0.00017056294,0.00072472973,0.0010957742,0.00058153993,-0.003123666,-0.00050542055,-0.0007470625,-0.0016932627
aRhIgG_Barouch_Boost,0.002268457,0.0006410135,0.0039212434,0.006730344,0.0070612463,0.0037001206,0.0035327524,0.0036723232,0.004354497,0.004395331,9.965557e-06,0.0004559532,0.0004177837,0.0011551701
aRhIgG_gp120_CN54,-0.0035583887,0.00093647826,0.0027819606,0.00025737274,0.0024427264,0.0013924659,0.001192359,-0.0014674496,-0.0015191418,-0.0005567964,0.0030361912,-0.0016590984,-0.0004330703,-0.00024945312
aRhIgG_HIV_p7,0.0012520712,-0.0020227882,0.0023569278,0.0035711715,0.0023523406,0.0016286644,0.0003062699,0.0020730018,0.0022285313,0.0016568754,0.0048062135,0.0057847947,0.0055684885,0.005024454
aRhIgG_Barouch_Prime,0.0029896677,-0.00029577228,-1.16459105e-05,0.0032233396,0.0012190426,0.0015718952,0.0003637746,0.0029595864,0.0027900103,0.0023636152,-0.0059851897,-0.0029238148,-0.0040297797,-0.0032923853
aRhIgG_Gag,0.0051934407,0.0057433844,0.0064493055,0.0086971065,0.005949431,0.0051177233,0.0034781902,0.005712887,0.0055647944,0.0051908833,0.0008818495,0.00019346233,-0.0006408371,-0.0005539412
aRhIgG_gp120_BAL,-0.0014243139,-0.0054961266,0.0010855055,0.004023913,0.005379247,0.0014181997,0.0006418572,0.00065518386,0.0013505587,0.0013820627,0.0019923751,0.0029966072,0.004338166,0.0035291964
aRhIgG_gp120_YU2,0.00012085666,0.0013269878,0.0011128742,-0.0010476809,-0.00019088946,0.0011717369,0.0003059464,-0.00029884826,-0.0001364694,0.00010995175,0.0032171782,0.00072928896,0.001462623,0.0008953399
aRhIgG_RSC3_gp120,0.0017815349,0.00082392176,0.0031486761,0.0049202107,0.003209414,0.0026417444,0.0023407652,0.0030057384,0.0034016354,0.0032298132,-0.00022759991,0.001723621,0.0011605897,0.0011773979
aRhIgG_1086_gp120,0.00026551547,8.4479965e-05,0.0021016907,0.0034065822,0.003238087,0.001860331,0.0008050379,0.0018492904,0.0017687044,0.0014389184,0.0011267663,0.0006692947,0.0003130405,2.557739e-05
aRhIgG_gp140_BR29,0.008090182,0.003163122,0.0038510237,0.0044899182,0.005669992,0.0031501106,0.0033260668,0.005015509,0.005643558,0.005053364,0.0031418048,0.0033118739,0.0029197433,0.0036509698
aRhIgG_gp41_HxBc2,0.009778934,-0.0007424586,0.0012617563,0.008001681,0.005948955,0.0027067051,0.0018714422,0.007177448,0.0072194505,0.005373933,-0.0043031806,0.00045466996,-0.0010946951,-0.0008154531
aRhIgG_p24_HxBc2,-0.0006058393,0.0008581553,-0.00034713474,-0.0017992081,-0.001181433,-0.00018554517,-0.001439269,-0.0014752897,-0.0014877999,-0.0011975747,-0.00078603916,-0.0014567188,-0.0007788077,-0.000777153
aRhIgG_Boost,0.0017369536,-0.0024575298,0.002078671,0.006810018,0.006928891,0.0028129697,0.0012301727,0.0031362919,0.003361099,0.003095448,0.00014356145,0.0011432203,0.0014419367,0.0012073674
aRhIgG_p17_Clade_C,0.0018514042,0.0018097655,0.0010392432,0.001430629,0.00065759214,0.00092787633,0.000923799,0.0011727217,0.0012729446,0.001160757,-0.00032876423,-0.00039709383,-0.00048430552,-0.00043467293
aRhIgG_gp120_CM235,-0.0002719008,-0.0011909258,0.0032651413,0.0030053572,0.005241709,0.0026150304,0.0018232112,0.0022441205,0.0022526535,0.0020726072,0.005350522,0.0038056585,0.0044832486,0.004045988
aRhIgG_gp120_Du151,-0.0015724795,-0.0016738119,0.00076551875,-0.0012530215,-0.0008450433,0.00048339128,0.00018558832,-0.00016919033,-9.52075e-06,8.365326e-05,0.0028612171,0.0021448657,0.0025629182,0.002083623
aRhIgG_gp120_96ZM651,0.009026375,0.005168304,0.0014150974,0.0038554166,0.0027748453,0.0019402854,0.0020154254,0.004445934,0.0044489084,0.0040618945,-0.004863665,-0.005553759,-0.0059151617,-0.0037162718
aRhIgG_gp70_V1V2_Clade_AE,0.002236827,0.004118207,0.0028185584,0.00039651123,0.0012199375,0.0027611677,0.00225279,0.0016748491,0.0019890643,0.002271096,0.0017599087,-9.066388e-05,0.0001700299,0.0002940441
aRhIgG_NL4_3_integrase,0.0029722622,0.005561146,0.0031316685,0.0038619386,0.0022159792,0.0025280665,0.0020629726,0.0017677124,0.002302699,0.0024426791,0.0009887485,0.00067286316,1.1873802e-05,0.00021979096
aRhIgG_gp120_JRCSF,-0.0047759544,-0.0036129444,0.0038118665,0.0045848885,0.006837127,0.0032344356,0.001358422,0.0010161747,0.0011207688,0.0014856955,0.0030594496,0.0020497362,0.0024343836,0.002446322
aRhIgG_gp120_TRO,0.0004417972,0.0024729539,0.0025168823,0.0016945244,0.0021195803,0.002494172,0.001594747,0.0011334653,0.0015394244,0.0018173448,0.0022508353,0.0015098602,0.0013143416,0.002023391
FcgR2AH_gp120_ZM109F,0.0014485072,-0.003734379,-0.0022680678,0.00012736872,6.0557923e-05,-0.0011975991,-0.0015070699,0.00048644538,0.00045035064,-0.00022379863,1.6087142e-05,0.0022193913,0.0027697557,0.0016016302
FcgR2AH_Barouch_Boost,0.0031115098,0.0008180611,0.0017303424,0.0033420953,0.0028779502,0.001203486,0.0013161494,0.002023017,0.0021337124,0.0019109751,0.0021640924,0.0020114551,0.002257358,0.002288521
FcgR2AH_gp120_CN54,0.0039834087,0.004909792,0.0011567007,0.00017223593,-0.0008482049,0.001724865,0.001932431,0.0014693199,0.0014530743,0.0017441118,0.00328724,0.00023497804,0.0015360678,0.0017481769
FcgR2AH_HIV_p7,0.002884883,0.0042788503,0.0017774648,0.00073606824,0.0006500231,0.002876356,0.0011338267,0.0021002775,0.0022895879,0.0021669513,0.0015066923,-0.00035680569,-0.00039261908,-0.00045882844
FcgR2AH_Barouch_Prime,0.0042401915,0.0040106936,0.0023499269,0.0008755198,3.371632e-05,0.0017798023,0.0016458429,0.0026495266,0.0023813369,0.0020837227,0.0028929904,0.0007709353,0.00024513976,0.00064924185
FcgR2AH_Gag,0.0006147361,-0.0004790256,0.0012295377,0.0029440382,0.0027157923,0.0021285254,0.0011598725,0.0020301486,0.0019713324,0.0018847674,0.000788362,-0.00032912975,0.0007690112,0.0001658027
FcgR2AH_gp120_BAL,-0.0019304806,-0.0010899575,0.00028599554,-0.0004388482,-0.0015119018,0.0003396035,-0.0020268243,-0.00022848656,-0.0008819783,-0.0012084778,0.0018899235,0.0026925914,0.002972861,0.002259921
FcgR2AH_gp120_YU2,-0.005175913,-0.0004300011,-0.00024394221,-0.0017276385,-0.0007011902,9.957696e-05,-0.0018679758,-0.0021303694,-0.0026860635,-0.0023503946,0.0031848445,0.0012884121,0.0017400931,0.0012056305
FcgR2AH_RSC3_gp120,0.001518355,-0.00019762234,0.0012194487,0.001141995,0.00045854028,0.00035407295,0.00012238619,0.0009623707,0.00084116176,0.00065378845,0.0009320527,0.0016010964,0.0018524799,0.0010686066
FcgR2AH_1086_gp120,0.0049358946,0.005090759,0.0014615391,0.002194247,0.00026459974,0.0022550141,0.0019169756,0.0026617849,0.0025760024,0.0025418166,0.0021371248,0.0003052538,0.00065501954,0.0006717393
FcgR2AH_gp140_BR29,0.0031458319,0.004172504,0.0015008923,-0.00080747594,-0.0013579553,0.0018625716,0.0016046243,0.00207342,0.001855016,0.0017076683,0.005171582,0.0023667356,0.0025938486,0.0018315492
FcgR2AH_gp41_HxBc2,0.0038041028,0.0022082143,0.0003892001,0.0019395304,0.002216955,0.0011658876,0.0014401753,0.001756436,0.0019471553,0.0017974227,-0.00036423793,0.0001783819,0.00019677043,0.00027513388
FcgR2AH_p24_HxBc2,0.0011112101,0.001324058,0.0026156888,0.00259738,0.00282828,0.0020638132,0.0008680742,0.0013539216,0.0013932778,0.0015206231,0.0019244419,0.0017029201,0.0023205103,0.0022164984
FcgR2AH_Boost,-0.0025178185,-9.034948e-05,0.0010627379,-0.000491128,0.0003869586,0.0017978691,-0.0002989045,0.00017671107,-0.00021574966,-0.00013781694,0.0022143237,0.0012090084,0.001492413,0.0013044939
FcgR2AH_p17_Clade_C,0.0013729932,0.0014134698,0.0010058441,0.0018456299,0.0016551776,0.0010900582,0.00013587344,0.00038779725,0.0008876203,0.00087874784,0.0012988672,0.0018239463,0.0018943321,0.0018412223
FcgR2AH_gp120_CM235,0.0022952647,0.0010488061,0.0018299512,0.0011337119,0.0016031037,0.0015533507,0.001137753,0.002221879,0.0017083535,0.0013258881,0.001397684,0.0002715466,0.0001628393,6.6037064e-05
FcgR2AH_gp120_Du151,0.0016300638,0.00033072638,-0.00077079097,1.2997558e-05,-0.0015967858,-2.2838047e-05,0.00047123147,0.00090971286,0.0009884712,0.0006803758,0.0010583056,0.0024402011,0.002441533,0.0019699396
FcgR2AH_gp120_96ZM651,0.0021689588,0.0064365054,0.0037483482,0.0011312664,0.002483728,0.0031789625,0.0025696317,0.0017393759,0.0016158009,0.0017415886,0.0029438632,-0.0024657426,-0.0024240154,-0.0013701685
FcgR2AH_gp70_V1V2_Clade_AE,0.0016004319,0.00014305302,-0.002983746,-0.0020343468,-0.002467996,-0.00029332816,0.00020238393,0.00033122397,0.00025133323,0.00017404635,-0.00014828965,-0.0015054714,-0.00011468298,-0.0012097654
FcgR2AH_NL4_3_integrase,0.0006855782,-0.0010101998,0.0010410729,0.0026811967,0.0020397108,0.0007302219,0.00023689962,0.0012478023,0.0010818728,0.00077577843,0.0012545699,0.0021927394,0.0023690253,0.0018129285
FcgR2AH_gp120_JRCSF,-0.0021601801,0.0021908737,0.0034934643,0.004562933,0.0037681072,0.0033167207,0.0017199264,0.0011259121,0.0013258252,0.0017890817,0.0006536274,0.00013588571,-8.438919e-05,0.00029824444
FcgR2AH_gp120_TRO,0.007813085,0.0016384721,0.00047218747,0.002297902,2.8040711e-05,0.0012985351,0.0009947192,0.004262794,0.0042898213,0.0035491574,-0.0005545527,0.0028569987,0.0023706728,0.002438783
FcgR2AR_gp120_ZM109F,-0.0015149999,0.0008467758,0.0007341743,0.0008055396,0.0010016548,0.00023663418,-0.00079029123,-0.0010435956,-0.0012318823,-0.0010484251,-0.00056737586,-0.0020088751,-0.0021624842,-0.0021546197
FcgR2AR_Barouch_Boost,0.012868402,0.0043706796,0.004120366,0.0062104533,0.0043157986,0.0033238493,0.0046884352,0.007666557,0.007965481,0.0069394475,0.00074970635,0.002672009,0.0019544805,0.0025501857
FcgR2AR_gp120_CN54,-0.00311474,0.0038156046,0.0006045612,-0.005029707,-0.0029278437,0.00029607266,-0.00062617974,-0.0017124804,-0.0026932645,-0.0022399824,-5.581446e-07,-0.005826917,-0.005879988,-0.004474714
FcgR2AR_HIV_p7,0.004659306,0.0029535918,-8.256537e-05,-4.8219223e-05,0.0013624151,0.00024479715,0.0016546358,0.0014310952,0.001761436,0.0015685908,0.0033982338,0.0030936834,0.0038094479,0.0032166243
FcgR2AR_Barouch_Prime,0.00023542889,0.00075135514,0.004726993,0.0039024707,0.0069124997,0.0031575214,0.0019726574,0.0017850585,0.0017618431,0.0020087145,0.0015644175,-0.00041326947,-0.00028773205,0.0005829162
FcgR2AR_Gag,0.002684851,0.0020840757,8.399356e-05,-0.00065499643,-0.00023616635,0.0003908592,-0.00021035085,0.001290292,0.0009878399,0.00051466713,0.0016960579,0.0012355355,0.0011786537,0.0010658215
FcgR2AR_gp120_BAL,0.014806639,0.010958866,0.0052171373,0.007981211,0.0030276484,0.0059252675,0.008277364,0.009869502,0.01036346,0.009749345,-0.0023267954,-0.0016100637,-0.0033909385,-0.0018572599
FcgR2AR_gp120_YU2,0.010394158,0.006118272,0.0030548326,6.455711e-05,0.00068682025,0.0023042457,0.0036600134,0.0045441785,0.0049379244,0.0043178517,0.0067956056,0.0072096176,0.007440558,0.0072296155
