,primary_v2_gp70_v1v2_zollapazner,toggle_v2_cyclic_peptide_42aa,secondary_gt_igg_244_gdneg,secondary_gt_igg_HxB2new8bcore_diff,secondary_gt_igg_YU2gp120oldcore_diff,IgG_C1086C_V1_V2Tags,IgG_gp70V1V2A,IgG_gp70V1V2C,IgG_gp70V1V2CaseA2,IgG_gp70_BCaseA2V1V2169K,IgG3_CC_C1086C_V1_V2Tags,IgG3_CC_gp70V1V2C,IgG3_CC_gp70V1V2CaseA2,IgG3_CC_gp70_BCaseA2V1V2169K
aRhIgG_gp120_ZM109F,-0.00011250866,-0.002669997,-0.00018517699,0.002955006,0.0008262384,-0.00048951764,-0.00074507773,0.00015905476,8.2722254e-05,1.9080144e-05,-0.001831542,-0.00081896596,-0.0008469208,-0.0008558342
aRhIgG_Barouch_Boost,-0.007052364,0.003666505,0.0009831978,-0.0021653895,-0.0019828754,0.0015809225,-0.000832295,-0.003042952,-0.0033986547,-0.0019441353,-0.0111155445,-0.013863966,-0.014450294,-0.012102718
aRhIgG_gp120_CN54,0.00042627286,-0.006492523,-0.007644968,-0.004376768,-0.0058298316,-0.0063669286,-0.0040138005,-0.0039840667,-0.0035570343,-0.004369655,-0.00013857521,0.0008453597,0.0018292816,-0.00055817387
aRhIgG_HIV_p7,0.0037521154,0.0010914563,0.0022257264,0.0011357776,-0.0012617948,0.0011035885,0.0007920045,0.002559275,0.0023757236,0.0020123955,-0.002640851,-0.0023261765,-0.003426717,-0.002617988
aRhIgG_Barouch_Prime,0.0074334415,0.012334168,0.009986298,0.006259615,0.0076452275,0.0071818433,0.007411393,0.0052651567,0.0058823815,0.006541043,0.005204782,-0.0006322602,-0.0012893789,-0.00048308593
aRhIgG_Gag,0.002709174,0.0028088994,0.0005289245,-0.0025341923,-0.0019380136,0.00084319443,0.00047634437,0.001477928,0.0011447475,0.00066099514,0.002017895,0.00012182338,0.0002549315,0.00026362087
aRhIgG_gp120_BAL,-0.0023449028,-0.008367016,-0.005310041,7.724751e-05,-0.005926201,-0.0037713856,-0.0056893425,-0.002344099,-0.002334251,-0.0030322878,-0.00582761,-0.003155265,-0.0025159782,-0.0032256988
aRhIgG_gp120_YU2,0.0037840528,0.0035644486,0.0017665703,-0.0010339585,-0.0029443835,0.0021046961,0.0031337996,0.0008465827,0.001695179,0.0023405643,0.0091562485,0.0066676256,0.0071879486,0.006473863
aRhIgG_RSC3_gp120,-0.0022278002,0.007720518,0.002507066,-0.0009220605,-0.00052553986,0.0010822542,0.0017836662,-0.0027432714,-0.0025856239,-0.0010703158,-0.0036283836,-0.007788894,-0.0073536043,-0.0061791465
aRhIgG_1086_gp120,-0.009521793,-0.0015130278,-0.0021786052,-0.002977364,-0.0012992625,-0.0021270474,-0.0037773019,-0.006566944,-0.006855392,-0.005769642,-0.0026295579,-0.005774515,-0.0061877947,-0.0059854547
aRhIgG_gp140_BR29,-0.0091913855,0.015257676,0.009830197,-0.0023662543,0.0036492455,0.006591507,0.001983755,-0.003113061,-0.004337276,-0.0018633491,-0.007092649,-0.020384729,-0.023318298,-0.018566478
aRhIgG_gp41_HxBc2,0.0028847835,0.0041277427,0.0031911796,0.0011902477,0.0026612615,0.003531453,0.0027138824,0.0036649378,0.003419955,0.0033601022,0.0003461715,0.00018517257,-0.000114962924,0.00031403836
aRhIgG_p24_HxBc2,-0.0047657425,-0.00010015356,-0.00025597215,-0.0023013959,-0.002267622,-0.0013093586,-0.0023000424,-0.0038361885,-0.004175211,-0.0034498903,-0.004259418,-0.008028584,-0.008642201,-0.008186021
aRhIgG_Boost,-0.0045911605,-0.003066966,-0.0017477159,-0.0008463897,-0.00052020303,-0.0015703274,-0.002952266,-0.0031023333,-0.003408901,-0.0033226258,0.00088433176,-0.00057404867,-0.0008867676,-0.0011200048
aRhIgG_p17_Clade_C,0.004633912,8.015594e-05,0.00063882343,0.0014037136,-0.0006709142,0.00062822254,0.0017942837,0.002729679,0.0027966357,0.0023382213,0.0007193498,0.0014099444,0.0012939541,0.0012791809
aRhIgG_gp120_CM235,-0.020793058,0.0053732744,-0.0024603829,-0.011632814,-0.007922046,-0.0033729107,-0.008163956,-0.014915454,-0.015641315,-0.012603945,-0.018855516,-0.028643785,-0.030227235,-0.027220765
aRhIgG_gp120_Du151,-0.0030077335,-0.004507699,-0.00600474,-0.006615159,-0.007077775,-0.0046059196,-0.004610978,-0.00388467,-0.004031341,-0.0046494566,-0.000105191844,-0.00028126515,-3.7342284e-05,-0.0009331217
aRhIgG_gp120_96ZM651,0.022029268,0.012392563,0.008603844,0.008806782,0.006421677,0.0061935433,0.007528213,0.012617075,0.012962743,0.010547553,0.0036712124,0.0010537237,-0.0011183548,-0.00051840494
aRhIgG_gp70_V1V2_Clade_AE,0.0077999528,0.0030861946,0.001956267,0.0031934048,0.0013818892,0.001942577,0.0039190743,0.0033643225,0.004349851,0.0042792293,0.0032095779,0.003668067,0.0042794487,0.004362537
aRhIgG_NL4_3_integrase,0.003527198,0.0031536333,-0.0018127026,-0.0046200375,-0.004965485,-0.0010329006,-0.0018363944,-0.00051672326,-0.0005552426,-0.0010797518,-0.0031731555,-0.0033978692,-0.003956488,-0.0039476207
aRhIgG_gp120_JRCSF,-0.010817008,0.00030061248,-0.0013842353,-0.004604863,-0.0029188744,-0.0008919793,-0.0046921656,-0.006040692,-0.0063801045,-0.0051575336,-0.008534422,-0.011606632,-0.011864711,-0.0105445925
aRhIgG_gp120_TRO,-0.01225332,0.0037861483,-0.0056805643,-0.013644685,-0.008894314,-0.0032783381,-0.0044908137,-0.009555342,-0.010061308,-0.008500439,-0.012064499,-0.018649388,-0.01990041,-0.018282585
FcgR2AH_gp120_ZM109F,-0.0027934578,0.0019519944,0.00056277175,0.0004452071,-0.00069559057,0.00024016497,-0.00037404883,-0.0022255266,-0.0018944272,-0.0008613418,-0.008471514,-0.00858849,-0.009378469,-0.007957204
