,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.6783329248428345,0.568118155002594,0.5812505044430646,0.49571561444988677,0.7070196311719215,0.6727518342256593,0.864089846611023,0.8604000806808472,0.8276307284319847,0.821643813711299,0.825213166765814,0.8228261947253619,0.49128735065460205,0.4151903849170672,0.642982847511402,0.642982847511402
1,0.6122786998748779,0.574152946472168,0.5014851886446585,0.4506884205013767,0.6761922466785644,0.659361986912552,0.8529096841812134,0.8514668345451355,0.8114711575242282,0.80599714826585,0.81462513294756,0.8123297970784585,0.44977280497550964,0.37370839163109537,0.63110499702558,0.63110499702558
2,0.6706350445747375,0.6436094045639038,0.5664585370413568,0.53617174051058,0.7004263335316281,0.6902364663890541,0.8417445421218872,0.8614134788513184,0.8131241663870887,0.8230467276332688,0.8172254970886738,0.8201756560248529,0.46752122044563293,0.3802003488555595,0.6262790005948841,0.6262790005948841
3,0.5967300534248352,0.5832479596138,0.49323822510925586,0.4645684797046125,0.6754164187983344,0.6672293277810827,0.8555188179016113,0.8355512619018555,0.823590163938245,0.8011615321067853,0.8245047140050114,0.810256791592306,0.4201890826225281,0.3381772386907121,0.6173755700971644,0.6173755700971644
4,0.662068784236908,0.6525571346282959,0.5463947892789586,0.5532761845557828,0.6983863771564545,0.7013508824112631,0.8594213724136353,0.8592280745506287,0.8326160930042414,0.8257545430984924,0.832689777008635,0.8276943287725561,0.5349923968315125,0.4173094370882918,0.6468768590124926,0.6468768590124926
5,0.5808914303779602,0.5585246086120605,0.4874649047884434,0.45433591185234556,0.6747546103509816,0.660640987507436,0.8625908493995667,0.8529307246208191,0.8457841025290078,0.8210692539777129,0.8374082887170334,0.8251057571551326,0.41423550248146057,0.3650708693443851,0.6263682331945271,0.6263682331945271
6,0.5192839503288269,0.4468388855457306,0.42251921592397157,0.3686521760585351,0.6461927424152292,0.6217975411461432,0.8594523668289185,0.8543024063110352,0.8335528680202504,0.8199896462444476,0.8313206424747174,0.8222114812611542,0.30587396025657654,0.2713862502081559,0.5905686099543923,0.5905686099543923
7,0.5903827548027039,0.5720805525779724,0.5072125730252823,0.44637115389023635,0.6833110251834226,0.658177176283958,0.8723934292793274,0.8520091772079468,0.8464070682803324,0.8248113613517857,0.8397869233681249,0.8272233789411065,0.45318472385406494,0.3691359767070405,0.6299672813801309,0.6299672813801309
8,0.48573800921440125,0.4278727173805237,0.36831509253702976,0.3440681664326758,0.6241423755700971,0.6139351576442593,0.8658915162086487,0.8517619371414185,0.8462615517812594,0.8208499004823289,0.8394236835938206,0.8237086059884988,0.301551878452301,0.254713234991698,0.5817345825897282,0.5817345825897282
9,0.5596858859062195,0.5065467953681946,0.44876066943550885,0.40480623232558416,0.6586134245488797,0.6459523101328575,0.8598926663398743,0.8499073386192322,0.8299337730985815,0.8218368052549467,0.8281578425540354,0.8237342190495076,0.3816031515598297,0.30740572171550024,0.6040080309339679,0.6040080309339679
