,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.9225293397903442,0.9173218011856079,0.8995354352276974,0.8943825085467932,0.8659861554269646,0.8674532355079648
1,0.9194074869155884,0.9178733229637146,0.9016609696083033,0.8931551946556467,0.8698024264056389,0.8654488069270936
2,0.9153397679328918,0.9251440763473511,0.8996463686286661,0.9053194362387963,0.8709309033223369,0.8736135897944346
3,0.9158750176429749,0.9093013405799866,0.8935323551715024,0.8883776803428638,0.8663890541344437,0.862564445766409
4,0.9321441650390625,0.9215417504310608,0.9188327306063073,0.8983434109178339,0.8863095560002161,0.8717496199352238
5,0.9284856915473938,0.9231505990028381,0.9140576707218458,0.9063079787826529,0.8828592288140176,0.8760683125123933
6,0.9285641312599182,0.9164645671844482,0.9165013521149054,0.8985143613211727,0.883807437852649,0.8700649415030735
7,0.93353670835495,0.918255090713501,0.9205867133625689,0.9019776212095479,0.8884592504461629,0.873142639962985
8,0.9244837164878845,0.9179577827453613,0.9095801927803225,0.8998306291975288,0.8791772574045029,0.8718198492960539
9,0.9230934977531433,0.9134535193443298,0.9053048592915856,0.8984847611498868,0.8740873938672865,0.8703260294798071
