"","pvalue","tvalue","logp"
"z0",0.753300003399596,0.312326165668465,0.28329171963755
"z1",1.53683867493813e-09,-6.17914968075416,20.2935383389019
"z2",0.0265919507880209,2.2119934747675,3.62714671094179
"z3",0.124284240879428,1.53015889184702,2.0851840714522
"z4",3.32250810443877e-05,-4.18054331522369,10.3122055141087
"z5",0.988964088472724,0.0137443624667246,0.0110972589663837
"z6",0.416075775206975,-0.808522676256151,0.87688788336868
"z7",0.832717017553434,-0.209888736997341,0.183061409353255
"z8",0.242576146548625,1.16242746232902,1.4164396115082
"z9",3.9329391607619e-18,-9.16470020061774,40.0771446494766
"z10",0.983743684247888,0.020246725487242,0.0163898993495181
"z11",0.0938390403805155,1.66857364283687,2.36617430081329
"z12",0.181778069293076,1.32871694838677,1.70496873546643
"z13",1.13275579631252e-06,4.92801792611324,13.6908571363851
"z14",0.238169923512939,1.1733950272341,1.43477089572187
"z15",0.183420291773238,1.3237247805143,1.6959750831142
"z16",0.00119316398549322,3.24685076532005,6.7311466889059
"z17",0.570953725119714,-0.563203656473874,0.560447114432059
"z18",0.383725686514878,-0.866057262962954,0.957827339703862
"z19",0.218636984648217,1.22383495372976,1.52034252885782
"z20",0.315428899180011,0.998335217528598,1.15382198157394
"z21",0.341364933104971,-0.946125167637474,1.07480318887985
"z22",0.00125573000658498,3.23198060130253,6.68003819695402
"z23",0.62127969312282,-0.491005161877897,0.475973906942341
"z24",0.637670115056195,0.468059948133015,0.449934190399951
"z25",0.927582062304554,-0.0903127456033163,0.07517401153617
"z26",0.173568616740451,1.35419054269998,1.75118227224328
"z27",1.92192917920641e-07,-5.28639277391342,15.4647661885363
"z28",0.105634081223725,-1.61121681807566,2.24777422091792
"z29",0.231018000805754,-1.19150771847682,1.46525964593035
"z30",2.49160733229003e-10,-6.49130618761241,22.1129229127431
"z31",0.00145404475172966,3.18900969659301,6.53340612198843
