"","pvalue","tvalue","logp"
"z0",0.0767353918133047,1.76312397501036,2.56739224531084
"z1",0.928996157244942,0.0885462544634876,0.0736506766193269
"z2",0.0138997090094262,2.45599891858189,4.27588737363828
"z3",0.730654863506594,-0.342114446649832,0.313814073672771
"z4",5.90143462882973e-05,-4.04254112071541,9.73772998618776
"z5",4.61325309680865e-10,6.38636285264924,21.4969176608806
"z6",0.246269319015419,1.15336203407387,1.40132954915271
"z7",3.14486488361481e-08,5.63329639827678,17.2749098170075
"z8",0.00121420933949253,3.24175026104653,6.71366216340778
"z9",0.553996311308722,0.588210656655062,0.590597250544525
"z10",0.038153952204388,2.06709760265249,3.26612593017212
"z11",5.85284327865744e-08,-5.51606439707046,16.6537531702435
"z12",3.10676320695323e-06,-4.71458781862688,12.6819291432182
"z13",0.844236289133985,-0.195244001197389,0.169322860139736
"z14",7.80743943692313e-05,3.97396244691285,9.45784841186356
"z15",0.440895291999113,-0.766177591867143,0.818947864835582
"z16",0.285870969637807,1.06144034513697,1.25221472507594
"z17",0.000367483213532964,-3.57553472974515,7.90883291781595
"z18",0.155750118046991,1.41279236966547,1.85950236338876
"z19",1.16205405484916e-07,5.38436043982774,15.9679064748075
"z20",0.150952268792853,1.42943211084866,1.89079159284716
"z21",0.951266829496029,0.0607305812294404,0.0499606779826854
"z22",1.79455976339509e-08,-5.73760017003941,17.8359210092541
"z23",0.00149603252442771,-3.18059733429247,6.50493865873857
"z24",0.0104135274605116,2.55881429520111,4.56464960067791
"z25",5.06467944787835e-05,4.0796132959987,9.89063461695677
"z26",0.112261824711114,-1.58122287755266,2.18692141526993
"z27",1.26305797242664e-06,4.90516533795901,13.581974815074
"z28",0.373810142577765,-0.884297721228407,0.9840072506269
"z29",2.76482815992378e-07,5.21425716864988,15.101117166225
"z30",0.000168786001633063,-3.77990186281255,8.68687890795528
"z31",0.0761452817913863,-1.7666809998696,2.57511216096452
