,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.86561119556427,0.8094536662101746,0.566967911708946,0.5533062447071503,0.6663760896637609,0.684931506849315
1,0.851367175579071,0.806756317615509,0.5309271295938496,0.554610235790983,0.6504358655043585,0.6833047945205479
2,0.8391303420066833,0.8195430040359497,0.5198311081693184,0.5819650488360029,0.6493773349937735,0.6959189497716894
3,0.8480900526046753,0.8148775100708008,0.5371867871892213,0.5566144615556154,0.6543586550435866,0.6824486301369863
4,0.880731463432312,0.822623610496521,0.5454944103870015,0.567240158131191,0.6596824408468241,0.6843892694063928
5,0.8793984651565552,0.8279582262039185,0.5650347341517724,0.5728857841788156,0.6623287671232877,0.6852454337899544
6,0.8732813000679016,0.8141359090805054,0.582879155140357,0.5572981238228406,0.6717621419676213,0.6815639269406392
7,0.8871047496795654,0.8119539022445679,0.5754655396403033,0.5588918469669752,0.6679327521793276,0.6815068493150686
8,0.8804123401641846,0.8246136903762817,0.6005978863523425,0.5635728709830775,0.6790473225404731,0.6851027397260274
9,0.8690712451934814,0.8249941468238831,0.5799029079886425,0.5571459998306609,0.6705790784557907,0.6823344748858449
