,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.8920847177505493,0.8377698659896851,0.8444852853649103,0.755765724457372,0.8267335936047591,0.7805385139740968
1,0.8819030523300171,0.8367326855659485,0.8251965709757569,0.7606749626857794,0.8149563115820786,0.7830606680299932
2,0.8734609484672546,0.8548896312713623,0.8237548038982726,0.7854493902573227,0.8153931957612941,0.796719495569189
3,0.8812717199325562,0.8392865657806396,0.8223666084277267,0.7577405447959643,0.8144450641383156,0.7849778459441036
4,0.8961520791053772,0.8499516844749451,0.8513650848759385,0.7666845605667276,0.8365774307492099,0.7867075664621678
5,0.8918012976646423,0.844115138053894,0.8479482355847497,0.775176190463359,0.836605316973415,0.7956373551465575
6,0.8897984027862549,0.8289327025413513,0.8348346115341518,0.757119575330999,0.8271332961517011,0.7842961826857533
7,0.898083508014679,0.8295375108718872,0.8552848214007811,0.7711726942578313,0.8425264919129949,0.7926976823449217
8,0.8827552199363708,0.836762547492981,0.8348359677969731,0.7783761873199765,0.8263060048336124,0.7951090661213361
9,0.88447505235672,0.825187623500824,0.8317632256633906,0.764362014046249,0.8206358059118796,0.7867757327880027
