,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.9261226654052734,0.915070116519928,0.9024469572094341,0.8904587881538348,0.8700665188470065,0.8633377949633155
1,0.9202485680580139,0.9147186875343323,0.8995338284234089,0.8867564746204141,0.8681728047879149,0.8618489325137154
2,0.9090604782104492,0.9252849817276001,0.8926371268384952,0.906252521055923,0.8659410884574477,0.8744480798466522
3,0.9190708994865417,0.9157384634017944,0.8981838615278156,0.8942943981195082,0.8703432300398393,0.8681299160552581
4,0.933693528175354,0.9225518703460693,0.920871831467727,0.8987949157623164,0.8880428316478286,0.8724444774935555
5,0.929997980594635,0.9240372180938721,0.9175465772359757,0.9070726679451071,0.885431651434031,0.8774456342124398
6,0.9266039133071899,0.9148956537246704,0.9139511828319529,0.8971386060946415,0.8815973536675501,0.8680935620331812
7,0.9347931146621704,0.9177319407463074,0.9229825124906827,0.9045117342537379,0.8899311376705786,0.8746356335514575
8,0.9271840453147888,0.9176169037818909,0.9139377747140366,0.9008663638331593,0.8827456600508355,0.8717859739573005
9,0.9246573448181152,0.9155096411705017,0.9085850028995816,0.8994777683829819,0.8780163322697528,0.8720561504395532
