,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.8837754130363464,0.9068527221679688,0.2994600699975941,0.7870273076507589,0.5044211647727272,0.7870930989583333
1,0.8801275491714478,0.9043012857437134,0.2805170027829977,0.78971473429199,0.5002574573863636,0.7895263671875
2,0.8740988373756409,0.9099161624908447,0.23566588707891034,0.8049105084765334,0.48453480113636366,0.7978841145833333
3,0.8807154893875122,0.9058579802513123,0.2757632122287714,0.7915499568424706,0.5005504261363637,0.7898681640625
4,0.9025470614433289,0.9093324542045593,0.2847027415764653,0.7862972703261393,0.5106889204545455,0.7875081380208333
5,0.9008066654205322,0.9133478403091431,0.32018311387288595,0.7932828046107361,0.5147283380681819,0.7913330078125
6,0.8966977000236511,0.8986626267433167,0.3297084509171538,0.7837179491549543,0.5172230113636364,0.7848551432291667
7,0.8996907472610474,0.9049392938613892,0.3214562523314031,0.7852379057927819,0.5188121448863636,0.7851481119791667
8,0.900948703289032,0.9113446474075317,0.3442225641294135,0.7872146758964791,0.5242897727272727,0.7862223307291667
9,0.889737606048584,0.9065030217170715,0.3014629163485813,0.7739783863107372,0.5081232244318182,0.778564453125
