z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
-0.09547982,0.052702364,-0.13338847,-0.040997416,0.0058490545,0.08529016,-0.0046371515,0.13514118,0.005300501,-0.07985868,-0.23695402,-0.29236594,-0.012235627,0.0627072,-0.013279158,-0.02474995,-0.03707784,0.11731126,0.055167545,-0.09458929,0.00463103,0.1374756,0.023608906,-0.16836242,0.00904799,0.005076199,-0.087659374,-0.11045011,0.11865016,-0.030842701,-0.0028539605,-0.011422649,1,1,human
-0.08995181,0.041133787,-0.12845983,-0.048990753,0.012073174,0.08764968,-0.010954225,0.134627,0.0014408597,-0.076203726,-0.23715405,-0.28202626,-0.014115915,0.06199479,0.0026796937,-0.0431045,-0.04752597,0.107543826,0.056259442,-0.096815705,-0.01074706,0.13953014,0.037179958,-0.15480249,0.010554743,-0.00366293,-0.07511887,-0.10145267,0.12744585,-0.01561279,-0.0060959747,0.005902696,1,1,human
-0.06921252,0.047376804,-0.10776746,-0.042939868,-0.021690965,0.06591406,0.010714191,0.15304005,0.015279993,-0.068650536,-0.24043491,-0.29166704,-0.05372352,0.07334586,-0.008389166,0.01642844,-0.050371554,0.15836686,0.074050784,-0.08803111,-0.01742412,0.11939404,0.02274905,-0.17508343,0.011704458,0.036161613,-0.07583346,-0.0905324,0.09802185,-0.04296102,0.023184389,-0.04244907,0,0,human
-0.09433257,0.042782918,-0.1256052,-0.05920136,0.0017322839,0.08754294,0.00072939176,0.14424686,-0.005565285,-0.07124488,-0.23222113,-0.28713742,-0.020081097,0.060485274,-0.0004940752,-0.026330808,-0.05253267,0.09884049,0.06114572,-0.09838918,0.0062325657,0.15043366,0.026889695,-0.16794841,0.0010074497,-0.00095436926,-0.07001973,-0.11379832,0.12216263,-0.03191062,0.0021597275,-0.009577212,1,1,human
-0.07570552,0.027527064,-0.123921685,-0.036899406,0.024800917,0.080801226,-0.022325352,0.1282904,0.004824604,-0.059541713,-0.22327988,-0.2721296,-0.014933608,0.062239863,0.022644049,-0.054220714,-0.034509663,0.09547677,0.058689542,-0.113632016,-0.014053392,0.1279875,0.051072717,-0.14356346,0.010461869,-0.021426681,-0.06326427,-0.085422926,0.1401125,-0.012320289,-0.028750975,0.02064989,1,1,human
-0.07441327,0.050537813,-0.10539048,-0.045597773,-0.023953175,0.06409339,0.009435131,0.15385264,0.018554425,-0.071276665,-0.24093452,-0.29341874,-0.05934244,0.07506626,-0.011390743,0.012209921,-0.054894257,0.15655911,0.07402915,-0.09005493,-0.0135220485,0.12082483,0.021841226,-0.17473555,0.009967401,0.036950465,-0.07659356,-0.096113026,0.097303495,-0.04265699,0.024621252,-0.040522575,1,0,human
-0.08500423,0.046224725,-0.14605068,-0.035779078,0.021092981,0.068697385,-0.030969327,0.1194227,0.02370364,-0.08285099,-0.23273043,-0.27866432,-0.022863625,0.051651265,0.0012057945,-0.06416001,-0.0451419,0.10434546,0.028049154,-0.11036064,-0.0076695844,0.13274528,0.03931636,-0.14890404,0.015681624,-0.006427129,-0.07069159,-0.0829825,0.13725817,0.003583482,-0.01365531,0.018821307,1,1,human
-0.07851059,0.022793336,-0.12749644,-0.032742973,0.02923624,0.08078896,-0.013288035,0.12429049,-0.008548598,-0.072641954,-0.2240104,-0.26203,-0.012242914,0.060216453,0.014153752,-0.046306152,-0.026938936,0.10712242,0.048852462,-0.11271339,-0.021547949,0.11606554,0.037861355,-0.14542682,0.011597624,-0.015331742,-0.071672276,-0.08812349,0.12632822,-0.013149555,-0.020754248,0.014978779,1,1,human
-0.07827802,0.049962502,-0.1086327,-0.04668468,-0.019860972,0.066220604,0.010750614,0.15303528,0.016403116,-0.068053745,-0.2404238,-0.29114252,-0.05724602,0.07575788,-0.008643388,0.0072685345,-0.056176316,0.1523652,0.07418521,-0.08802601,-0.014213241,0.12626396,0.024676953,-0.17107035,0.0068091773,0.033300895,-0.076532185,-0.09510301,0.0983318,-0.039192278,0.026734212,-0.032811545,1,0,human
-0.08777985,0.04161432,-0.122213654,-0.050855037,0.018683834,0.07936137,-0.009404996,0.13552657,0.0037995575,-0.07961681,-0.2328976,-0.2878337,-0.028813696,0.04872483,0.010078641,-0.05368448,-0.054104876,0.11223791,0.05046565,-0.116065,-0.0092166895,0.12823057,0.045877703,-0.15902145,0.019433806,-0.011850881,-0.06785687,-0.092527844,0.13495599,-0.013486444,-0.014797675,0.0114680305,1,1,human
