,model_pearsonHT29,model_pearsonA375,mean_pearsonHT29,mean_pearsonA375,uniform_pearsonHT29,uniform_pearsonA375,scrambled_pearsonHT29,scrampled_pearsonA375,recon_ht29,recon_a375,cross_corr_ht29,cross_corr_a375,Direct prediction
0,0.3998579978942871,0.39172646403312683,0.38509804010391235,0.37500473856925964,0.002562722424045205,0.005345990881323814,-0.013088966719806194,0.0008884461130946875,0.9959129691123962,0.9956260323524475,0.9947013854980469,0.9943129420280457,0.36718088388442993
1,0.5033930540084839,0.4995112121105194,0.410439133644104,0.36365360021591187,-0.0026459998916834593,-9.188037074636668e-05,0.008934872224926949,-0.0017051731701940298,0.9956198334693909,0.9957077503204346,0.9946773648262024,0.9948152303695679,0.4678528308868408
2,0.44792377948760986,0.445761114358902,0.3936328589916229,0.40072059631347656,-0.005225012078881264,0.0013195833889767528,0.002086824970319867,0.0017458671936765313,0.9959084987640381,0.9955968856811523,0.9947164058685303,0.9940769672393799,0.41080141067504883
3,0.5511776804924011,0.546256959438324,0.4392971396446228,0.42341241240501404,0.005080032162368298,-0.0023013371974229813,0.0023406643886119127,-0.0035961202811449766,0.9959065318107605,0.9959060549736023,0.9945016503334045,0.9950181245803833,0.5116041302680969
4,0.35683414340019226,0.3533754348754883,0.4138830602169037,0.41605427861213684,-0.00388701306656003,-0.0016963277012109756,0.015587536618113518,-0.006516431458294392,0.9959353804588318,0.9955968856811523,0.994877815246582,0.994591474533081,0.32711777091026306
5,0.370843768119812,0.36410781741142273,0.37845391035079956,0.4349604845046997,0.004988121334463358,-0.0008175436523742974,-0.0037883352488279343,-0.0015185305383056402,0.9960331320762634,0.9959675669670105,0.99503493309021,0.9951680302619934,0.34067079424858093
6,0.5416780114173889,0.5325189828872681,0.49616217613220215,0.4772185981273651,-0.0007678147521801293,0.0002721885684877634,0.0014711270341649652,0.009757461957633495,0.9958137273788452,0.9958299994468689,0.9946451783180237,0.9948839545249939,0.4982907772064209
7,0.3382122814655304,0.32908564805984497,0.46916455030441284,0.418411523103714,0.0018740599043667316,1.1341436220391188e-05,-0.0010544133838266134,0.00028744846349582076,0.9959070682525635,0.9957633018493652,0.9949650168418884,0.9951243996620178,0.30844369530677795
8,0.5436735153198242,0.537319004535675,0.39392390847206116,0.46640950441360474,-0.0012649275595322251,0.006715184077620506,-0.015669282525777817,0.0029456643387675285,0.9957975149154663,0.9958168864250183,0.9947398900985718,0.9950371384620667,0.5069277882575989
9,0.4232327342033386,0.4198395609855652,0.500770628452301,0.38299867510795593,-0.0006193686276674271,-0.0018969317898154259,0.0011344498489052057,0.0066270106472074986,0.9960673451423645,0.9960542917251587,0.9952943325042725,0.9954230785369873,0.3926098346710205
