,Acc,F1
0,1.0,1.0
1,1.0,1.0
2,0.9964028776978417,0.9961977186311787
3,0.991304347826087,0.9908256880733946
4,1.0,1.0
5,0.9956521739130435,0.9954337899543378
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
