,model_pearsonHT29,model_pearsonA375,mean_pearsonHT29,mean_pearsonA375,uniform_pearsonHT29,uniform_pearsonA375,scrambled_pearsonHT29,scrampled_pearsonA375,recon_ht29,recon_a375,cross_corr_ht29,cross_corr_a375,Direct prediction
0,0.5281050801277161,0.5001624822616577,0.3850980401039123,0.3750047385692597,-0.0012152951676398516,-0.002593661891296506,0.003516979515552521,0.003679890651255846,0.8306387662887573,0.8204883337020874,0.4927431046962738,0.5377657413482666,0.3671808838844299
1,0.6418755054473877,0.5732695460319519,0.410439133644104,0.36365360021591187,-0.0020115701481699944,0.002009765710681677,0.002152383327484131,0.0067050508223474034,0.8230764269828796,0.8106841444969177,0.5664964318275452,0.4757313728332519,0.4678528308868408
2,0.5159435868263245,0.4727212488651275,0.3936328589916229,0.40072059631347656,0.0010706105967983603,0.0013684164732694626,0.00044206070015206933,-0.005403588060289621,0.8311725854873657,0.8047888278961182,0.4724892973899842,0.5079824924468994,0.4108014106750488
3,0.630029022693634,0.5878164768218994,0.4392971396446228,0.4234124124050141,-5.0364451453788214e-06,0.003765065688639879,-0.0050412844866514215,0.005961761809885503,0.8328878879547119,0.8185840845108032,0.5116732120513916,0.5562017560005188,0.5116041302680969
4,0.4727868437767029,0.4071744680404663,0.4138830602169037,0.4160542786121368,-0.0015643625520169735,-0.0008570465724915267,-0.004108787048608065,0.005820860154926778,0.8166618943214417,0.8144879341125488,0.3982698917388916,0.4762824475765228,0.32711777091026306
5,0.5233391523361206,0.490473747253418,0.3784539103507995,0.4349604845046997,-0.005405649542808533,0.00014835465117357669,-0.0006438723648898304,0.0027896880637854338,0.8301722407341003,0.8091188073158264,0.44230371713638306,0.476314127445221,0.3406707942485809
6,0.6527528762817383,0.6276931762695312,0.4961621761322022,0.4772185981273651,-0.001360189518891275,-0.0031784020829945803,-0.012658708728849888,-0.002472593914717436,0.8266777992248535,0.8308570981025696,0.5470437407493591,0.6139966249465942,0.4982907772064209
7,0.5446873307228088,0.4884874820709229,0.4691645503044128,0.418411523103714,-0.0012102080509066582,-0.00022882997291162607,-0.0016685997834429145,-0.003382564289495349,0.8193175196647644,0.8238852024078369,0.44350665807724,0.459204226732254,0.30844369530677795
8,0.6251090168952942,0.6348975300788879,0.3939239084720611,0.4664095044136047,0.0016073674196377394,0.002911514835432172,0.0050339261069893846,-0.002061596605926752,0.8250340819358826,0.8231376409530641,0.5613359212875366,0.6071153879165649,0.5069277882575989
9,0.63083416223526,0.5374128222465515,0.500770628452301,0.3829986751079559,-0.0026524614077061415,0.0022715795785188675,0.005616183858364821,-0.0042444425635039815,0.828577995300293,0.8123965859413147,0.4830342531204224,0.5586243271827698,0.3926098346710205
