,model_pearsonHT29,model_pearsonA375,mean_pearsonHT29,mean_pearsonA375,uniform_pearsonHT29,uniform_pearsonA375,scrambled_pearsonHT29,scrampled_pearsonA375,recon_ht29,recon_a375,cross_corr_ht29,cross_corr_a375,Direct prediction
0,0.5039888024330139,0.4598185122013092,0.38509804010391235,0.37500473856925964,-0.0034491955302655697,0.0016632749466225505,0.0035710844676941633,-0.0014406153932213783,0.8495854139328003,0.8371649384498596,0.7336382269859314,0.7706004977226257,0.36718088388442993
1,0.5882763266563416,0.5811806321144104,0.410439133644104,0.36365360021591187,-5.397726272349246e-05,-0.0022633564658463,0.0037453805562108755,-0.004013475961983204,0.8403686285018921,0.8255771398544312,0.782253086566925,0.7759065628051758,0.4678528308868408
2,0.5663968324661255,0.5464333891868591,0.3936328589916229,0.40072059631347656,-0.0005386093980632722,-0.00031554195447824895,0.007043294608592987,-0.00210582185536623,0.8470987677574158,0.8225772976875305,0.7371474504470825,0.7505133748054504,0.41080141067504883
3,0.6611492037773132,0.6327599287033081,0.4392971396446228,0.42341241240501404,-0.004340535029768944,-0.005284272134304047,0.004398471675813198,-0.007318292278796434,0.8509168028831482,0.836500346660614,0.7405856251716614,0.7754823565483093,0.5116041302680969
4,0.44158801436424255,0.4150037169456482,0.4138830602169037,0.41605427861213684,0.004744357895106077,-0.002780495211482048,0.020883753895759583,0.00112829077988863,0.8405717611312866,0.831443190574646,0.7044928073883057,0.7496184706687927,0.32711777091026306
5,0.46677759289741516,0.4369458556175232,0.37845391035079956,0.4349604845046997,-0.0014535123482346535,0.001929137040860951,-0.0011598981218412519,0.005283244885504246,0.8449356555938721,0.8294505476951599,0.721089243888855,0.7500035762786865,0.34067079424858093
6,0.6545528769493103,0.6280436515808105,0.49616217613220215,0.4772185981273651,-0.002755054971203208,0.0031444630585610867,-0.0062193116173148155,-0.010833365842700005,0.8442374467849731,0.845398485660553,0.7668290138244629,0.7796278595924377,0.4982907772064209
7,0.44991210103034973,0.4006531238555908,0.46916455030441284,0.418411523103714,0.001696831313893199,0.002865891670808196,0.0004996556672267616,-0.003086194396018982,0.8395142555236816,0.8377342224121094,0.7041304707527161,0.7581841349601746,0.30844369530677795
8,0.6311121582984924,0.6062405109405518,0.39392390847206116,0.46640950441360474,0.002071092836558819,0.004539293237030506,0.0008240468450821936,-0.002290635835379362,0.8475850820541382,0.8390523195266724,0.7834593057632446,0.8111435174942017,0.5069277882575989
9,0.5174195170402527,0.5155900716781616,0.500770628452301,0.38299867510795593,-0.002361705293878913,-0.0006454017129726708,0.0011565363965928555,-0.005960345733910799,0.8463155627250671,0.8318139314651489,0.7978185415267944,0.781440794467926,0.3926098346710205
