bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b38,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.5868,243,0.381836,1.28432,"0.34,0.38,0.28",4.52837,1.19681,0.466255,0.721301,7.13,27.3615,1,1,CMAP-000,XPR030_U251MG.311_96H:I05,ctl_untrt,U251MG,I05,XPR030_U251MG.311_96H_X1_B38|XPR030_U251MG.311_96H_X2.A2_B38|XPR030_U251MG.311_96H_X3_B38,XPR030_U251MG.311_96H_X1_B38:I05|XPR030_U251MG.311_96H_X2.A2_B38:I05|XPR030_U251MG.311_96H_X3_B38:I05,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b38,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.52,197,0.162989,0.973451,"0.33,0.35,0.32",2.25429,1.85501,0.511917,0.572851,4.95,19.2937,1,1,CMAP-000,XPR028_U251MG.311_96H:F08,ctl_untrt,U251MG,F08,XPR028_U251MG.311_96H_X1_B38|XPR028_U251MG.311_96H_X2_B38|XPR028_U251MG.311_96H_X3_B38,XPR028_U251MG.311_96H_X1_B38:F08|XPR028_U251MG.311_96H_X2_B38:F08|XPR028_U251MG.311_96H_X3_B38:F08,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.4803,290,0.377393,0.0221043,"0.32,0.34,0.34",0.931245,0.26455,0.454128,0.700919,6.08,23.2845,1,1,CMAP-000,XPR011_U251MG.311_96H:P24,ctl_untrt,U251MG,P24,XPR011_U251MG.311_96H_X1_B35|XPR011_U251MG.311_96H_X2_B35|XPR011_U251MG.311_96H_X3_B35,XPR011_U251MG.311_96H_X1_B35:P24|XPR011_U251MG.311_96H_X2_B35:P24|XPR011_U251MG.311_96H_X3_B35:P24,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b38,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.36,99,0.138681,10.2993,"0.32,0.35,0.33",17.3208,12.0472,0.355619,0.421794,4.02,16.9107,0,1,CMAP-000,XPR029_U251MG.311_96H:O04,ctl_untrt,U251MG,O04,XPR029_U251MG.311_96H_X1_B38|XPR029_U251MG.311_96H_X2_B38|XPR029_U251MG.311_96H_X3_B38,XPR029_U251MG.311_96H_X1_B38:O04|XPR029_U251MG.311_96H_X2_B38:O04|XPR029_U251MG.311_96H_X3_B38:O04,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.4078,253,0.324804,1,"0.34,0.37,0.29",10.5,9.5,0.323099,0.545891,0,0,0,1,CMAP-000,XPR027_U251MG.311_96H:K22,ctl_untrt,U251MG,K22,XPR027_U251MG.311_96H_X1_B37|XPR027_U251MG.311_96H_X2_B37|XPR027_U251MG.311_96H_X3_B37,XPR027_U251MG.311_96H_X1_B37:K22|XPR027_U251MG.311_96H_X2_B37:K22|XPR027_U251MG.311_96H_X3_B37:K22,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.443,269,0.349051,3.19102,"0.35,0.40,0.25",7.13832,10.5856,0.304088,0.523016,7.54,29.4861,0,1,CMAP-000,XPR008_U251MG.311_96H:O17,ctl_untrt,U251MG,O17,XPR008_U251MG.311_96H_X1_B35|XPR008_U251MG.311_96H_X2_B35|XPR008_U251MG.311_96H_X3_B35,XPR008_U251MG.311_96H_X1_B35:O17|XPR008_U251MG.311_96H_X2_B35:O17|XPR008_U251MG.311_96H_X3_B35:O17,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.2102,238,0.226145,16.5333,"0.48,0.03,0.48",59.1712,85.411,-0.0323044,-0.132257,9.67,40.3388,0,1,CMAP-000,XPR018_U251MG.311_96H:C01,ctl_untrt,U251MG,C01,XPR018_U251MG.311_96H_X1_B37|XPR018_U251MG.311_96H_X2_B37|XPR018_U251MG.311_96H_X3_B37,XPR018_U251MG.311_96H_X1_B37:C01|XPR018_U251MG.311_96H_X2_B37:C01|XPR018_U251MG.311_96H_X3_B37:C01,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.2557,131,0.185064,8.79588,"0.41,0.17,0.41",37.4776,36.6567,0.0847362,0.283739,5.62,21.6193,0,1,CMAP-000,XPR015_U251MG.311_96H:H13,ctl_untrt,U251MG,H13,XPR015_U251MG.311_96H_X1_B35|XPR015_U251MG.311_96H_X2_B35|XPR015_U251MG.311_96H_X3_B35,XPR015_U251MG.311_96H_X1_B35:H13|XPR015_U251MG.311_96H_X2_B35:H13|XPR015_U251MG.311_96H_X3_B35:H13,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.2861,118,0.18578,8.08436,"0.42,0.43,0.15",30.38,29.2876,0.0776431,0.295018,8.68,35.257,0,1,CMAP-000,XPR026_U251MG.311_96H:I01,ctl_untrt,U251MG,I01,XPR026_U251MG.311_96H_X1_B37|XPR026_U251MG.311_96H_X2_B37|XPR026_U251MG.311_96H_X3_B37,XPR026_U251MG.311_96H_X1_B37:I01|XPR026_U251MG.311_96H_X2_B37:I01|XPR026_U251MG.311_96H_X3_B37:I01,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.3125,230,0.271097,2.53136,"0.42,0.25,0.33",6.09102,32.5506,0.231738,0.225142,9.12,37.6113,0,1,CMAP-000,XPR021_U251MG.311_96H:O01,ctl_untrt,U251MG,O01,XPR021_U251MG.311_96H_X1_B37|XPR021_U251MG.311_96H_X2_B37|XPR021_U251MG.311_96H_X3_B37,XPR021_U251MG.311_96H_X1_B37:O01|XPR021_U251MG.311_96H_X2_B37:O01|XPR021_U251MG.311_96H_X3_B37:O01,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.3789,108,0.204547,0.912734,"0.27,0.39,0.33",0.667385,4.53056,0.297974,0.463333,12.52,54.522,1,1,CMAP-000,XPR023_U251MG.311_96H:J11,ctl_untrt,U251MG,J11,XPR023_U251MG.311_96H_X1_B37|XPR023_U251MG.311_96H_X2_B37|XPR023_U251MG.311_96H_X3_B37,XPR023_U251MG.311_96H_X1_B37:J11|XPR023_U251MG.311_96H_X2_B37:J11|XPR023_U251MG.311_96H_X3_B37:J11,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b38,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.4578,176,0.287014,1.23894,"0.33,0.34,0.32",4.88127,3.87111,0.443242,0.618904,3.46,15.2455,1,1,CMAP-000,XPR031_U251MG.311_96H:F17,ctl_untrt,U251MG,F17,XPR031_U251MG.311_96H_X1_B38|XPR031_U251MG.311_96H_X2_B38|XPR031_U251MG.311_96H_X3_B38,XPR031_U251MG.311_96H_X1_B38:F17|XPR031_U251MG.311_96H_X2_B38:F17|XPR031_U251MG.311_96H_X3_B38:F17,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b41,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.4349,257,0.338054,0.615655,"0.35,0.34,0.31",5.68783,9.51264,0.382185,0.503789,5.94,22.739,0,1,CMAP-000,XPR036_U251MG.311_96H:J23,ctl_untrt,U251MG,J23,XPR036_U251MG.311_96H_X4_B41|XPR036_U251MG.311_96H_X5_B40|XPR036_U251MG.311_96H_X6_B40,XPR036_U251MG.311_96H_X4_B41:J23|XPR036_U251MG.311_96H_X5_B40:J23|XPR036_U251MG.311_96H_X6_B40:J23,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b41,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.5133,288,0.388772,2,"0.35,0.28,0.36",18,9.5,0.372639,0.660185,0,0,0,1,CMAP-000,XPR037_U251MG.311_96H:D18,ctl_untrt,U251MG,D18,XPR037_U251MG.311_96H_X4_B41|XPR037_U251MG.311_96H_X5_B41|XPR037_U251MG.311_96H_X6.A2_B41,XPR037_U251MG.311_96H_X4_B41:D18|XPR037_U251MG.311_96H_X5_B41:D18|XPR037_U251MG.311_96H_X6.A2_B41:D18,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.3573,145,0.230162,1.96729,"0.33,0.28,0.39",7.70733,6.62323,0.28271,0.453745,7.08,27.0744,0,1,CMAP-000,XPR024_U251MG.311_96H:J24,ctl_untrt,U251MG,J24,XPR024_U251MG.311_96H_X1_B37|XPR024_U251MG.311_96H_X2_B37|XPR024_U251MG.311_96H_X3_B37,XPR024_U251MG.311_96H_X1_B37:J24|XPR024_U251MG.311_96H_X2_B37:J24|XPR024_U251MG.311_96H_X3_B37:J24,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b41,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.5479,278,0.394631,1.12137,"0.34,0.32,0.34",1.58311,0.792257,0.517549,0.739626,26.4,89.3195,1,1,CMAP-000,XPR037_U251MG.311_96H:O09,ctl_untrt,U251MG,O09,XPR037_U251MG.311_96H_X4_B41|XPR037_U251MG.311_96H_X5_B41|XPR037_U251MG.311_96H_X6.A2_B41,XPR037_U251MG.311_96H_X4_B41:O09|XPR037_U251MG.311_96H_X5_B41:O09|XPR037_U251MG.311_96H_X6.A2_B41:O09,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b38,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.4082,306,0.357393,4,"0.25,0.35,0.40",82.5,122.5,0.275297,0.335926,0,0,0,1,CMAP-000,XPR032_U251MG.311_96H:K10,ctl_untrt,U251MG,K10,XPR032_U251MG.311_96H_X1_B38|XPR032_U251MG.311_96H_X2_B38|XPR032_U251MG.311_96H_X3_B38,XPR032_U251MG.311_96H_X1_B38:K10|XPR032_U251MG.311_96H_X2_B38:K10|XPR032_U251MG.311_96H_X3_B38:K10,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b38,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.4916,258,0.360134,3.54296,"0.36,0.32,0.32",3.06099,1.59787,0.475054,0.652502,7.13,27.3615,1,1,CMAP-000,XPR030_U251MG.311_96H:K20,ctl_untrt,U251MG,K20,XPR030_U251MG.311_96H_X1_B38|XPR030_U251MG.311_96H_X2.A2_B38|XPR030_U251MG.311_96H_X3_B38,XPR030_U251MG.311_96H_X1_B38:K20|XPR030_U251MG.311_96H_X2.A2_B38:K20|XPR030_U251MG.311_96H_X3_B38:K20,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,U251MG.311,CMAP-000,3,0.2168,89,0.140473,2.8,"0.28,0.42,0.29",7.57275,23.9383,0.209858,0.228617,7.63,29.9167,0,1,CMAP-000,XPR019_U251MG.311_96H:A16,ctl_untrt,U251MG,A16,XPR019_U251MG.311_96H_X1_B37|XPR019_U251MG.311_96H_X2_B37|XPR019_U251MG.311_96H_X3_B37,XPR019_U251MG.311_96H_X1_B37:A16|XPR019_U251MG.311_96H_X2_B37:A16|XPR019_U251MG.311_96H_X3_B37:A16,,XPR,UnTrt,0,0,0,1,328,UnTrt__96 h_U251MG,328,UnTrt__96 h
