"","pvalue","tvalue","logp"
"z0",5.79515109822337e-13,7.46216114622321,28.1765846585755
"z1",0.0180995859303961,-2.359015152525,4.01186621774573
"z2",0.0028805101196237,-2.98220568056442,5.8497878756497
"z3",0.0385308528705544,-2.06304770118443,3.25629598535535
"z4",0.21031104803022,-1.24634429662976,1.55916766303512
"z5",0.519746104853812,-0.639883807900985,0.654414846540858
"z6",0.850772474681396,0.186951127205215,0.161610548457967
"z7",1.50356590678296e-08,5.77019585732232,18.0128411858944
"z8",0.191150710854585,1.30068215178708,1.65469310001542
"z9",0.173752480936064,-1.35363122312474,1.75012351587046
"z10",0.00294338735655092,2.97548810819597,5.82819419876876
"z11",3.86442583845891e-10,6.41651155283226,21.674037813022
"z12",0.0396616014004083,-2.05109718023086,3.22737177848055
"z13",0.00107895704730983,-3.27594464901658,6.83176040136705
"z14",0.19011008808321,-1.3037460608545,1.66015196365111
"z15",0.0216460544434803,-2.2915273498735,3.83293208393724
"z16",0.0948932155250167,-1.66324090772304,2.35500306670143
"z17",0.279112693747494,1.07647739136676,1.27613965847268
"z18",0.00245059931849273,-3.03211179674679,6.01142266454709
"z19",0.0297395711334454,2.16787497654305,3.51527675858385
"z20",0.00212645198183726,3.07538457498757,6.15330042436859
"z21",0.958728966038201,-0.0514222725909888,0.0421468654845394
"z22",0.930723500270967,0.0863866201703141,0.0717930380061383
"z23",0.32704743231524,0.974630756250637,1.11765006565224
"z24",0.0804386301378688,-1.74129910443787,2.52026074383646
"z25",0.00519312914302836,2.79431162284984,5.26041884575435
"z26",0.700320922801696,-0.382503500861665,0.356216587854654
"z27",0.0528258357046181,1.92981076475067,2.94075489535682
"z28",0.294861656629717,-1.04180558383788,1.22124899321595
"z29",0.00686513464996141,2.70176798818787,4.9812996259762
"z30",0.0326753457782296,-2.13020967479584,3.42113443717958
"z31",0.752488142989923,0.313395079574152,0.284370039307269
