,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
0,0.9996790289878845,0.985910177230835,0.9868913888931274,0.9883138537406921,0.979356586933136,0.9787434935569763,0.9849269390106201,0.9721637964248657,0.9719347357749939,0.9775290489196777,0.9545520544052124,0.9715373516082764,0.9195602536201477,0.9578294157981873,0.974535346031189,0.8592219352722168,0.9527336359024048,0.92214035987854,0.904772937297821,0.9514837265014648,0.8890408277511597,0.9011970162391663,0.7243219614028931,0.8964641690254211
1,0.9992682933807373,0.9914140701293945,0.989989161491394,0.9853769540786743,0.9646223187446594,0.9754807949066162,0.968450665473938,0.9807489514350891,0.9863091707229614,0.971740186214447,0.9008740782737732,0.9374952912330627,0.9753711223602295,0.9740550518035889,0.9331187605857849,0.9063279032707214,0.8967486023902893,0.8631167411804199,0.8478996157646179,0.8325008749961853,0.7913947105407715,0.8184680342674255,0.9180575609207153,0.784525990486145
2,0.9994401931762695,0.9914875030517578,0.9917622804641724,0.9876441359519958,0.9685324430465698,0.9796790480613708,0.9681272506713867,0.9705134630203247,0.9777102470397949,0.9662041068077087,0.960612416267395,0.968575656414032,0.9447694420814514,0.8901452422142029,0.9702702760696411,0.8875855207443237,0.960364043712616,0.9336907267570496,0.9547284841537476,0.9085572361946106,0.826657772064209,0.9179621934890747,0.8523463010787964,0.845493495464325
3,0.9997307658195496,0.9925349950790405,0.9897599220275879,0.9945560097694397,0.9862465262413025,0.9801645278930664,0.9796965718269348,0.9588373899459839,0.9477272629737854,0.9733571410179138,0.9753773212432861,0.9392608404159546,0.9326974153518677,0.9622532725334167,0.9394059181213379,0.9543833136558533,0.8730213046073914,0.8921064138412476,0.9195873737335205,0.9400607347488403,0.9104353785514832,0.919687807559967,0.8585253357887268,0.7895336747169495
4,0.9990798830986023,0.9891914129257202,0.9889410734176636,0.990231990814209,0.9872625470161438,0.9568915367126465,0.9771203994750977,0.9731085300445557,0.970268726348877,0.9674961566925049,0.950520932674408,0.956252932548523,0.9166579842567444,0.9564746618270874,0.9272993803024292,0.908064067363739,0.9331443905830383,0.8684253096580505,0.8777764439582825,0.9404288530349731,0.927198052406311,0.8483498692512512,0.6323608756065369,0.8549320697784424
5,0.9995088577270508,0.9898912310600281,0.9944528341293335,0.9912468791007996,0.972476601600647,0.9951708316802979,0.9874354004859924,0.9720957279205322,0.9603475332260132,0.9673805832862854,0.914756178855896,0.9590543508529663,0.937519371509552,0.8741127848625183,0.9235062003135681,0.8708049058914185,0.9421719908714294,0.9324104189872742,0.8578099012374878,0.9039410352706909,0.8464681506156921,0.9503287672996521,0.9445321559906006,0.8814460635185242
6,0.9991892576217651,0.9940837025642395,0.9860936999320984,0.9922944903373718,0.9856793284416199,0.9824686646461487,0.9740801453590393,0.9770041108131409,0.953142523765564,0.9610507488250732,0.9561392664909363,0.9682925939559937,0.9468785524368286,0.9519955515861511,0.9521254301071167,0.9415819048881531,0.9273977279663086,0.9267216920852661,0.9089217185974121,0.9224399924278259,0.8505184054374695,0.9544079899787903,0.8943079113960266,0.8274024128913879
7,0.9995837807655334,0.9890927672386169,0.977252185344696,0.9896705150604248,0.9851977229118347,0.9812787771224976,0.9552674293518066,0.9608868360519409,0.9318773746490479,0.9561337232589722,0.9604242444038391,0.969424843788147,0.9308751821517944,0.9718818068504333,0.9501738548278809,0.9118335843086243,0.9335683584213257,0.8658332228660583,0.9326135516166687,0.9008629322052002,0.9027612805366516,0.9216358661651611,0.894383430480957,0.8833315372467041
8,0.9994437098503113,0.9943109750747681,0.9947230219841003,0.9931707978248596,0.9848512411117554,0.98136967420578,0.9823209047317505,0.9794636368751526,0.9773954749107361,0.8942404389381409,0.932061493396759,0.9435427188873291,0.9763975739479065,0.9232078790664673,0.952125608921051,0.9529821872711182,0.8763597011566162,0.8857598304748535,0.7391868233680725,0.8851742744445801,0.9648026823997498,0.6727590560913086,0.8599151372909546,0.8445253372192383
9,0.9996843338012695,0.9945012331008911,0.9918374419212341,0.9809545278549194,0.976809024810791,0.9822478294372559,0.9763584136962891,0.9722312092781067,0.9659396409988403,0.9347022175788879,0.9463225603103638,0.9177869558334351,0.9457945227622986,0.9692838788032532,0.9168403744697571,0.9642524123191833,0.9690306186676025,0.9816445112228394,0.9358212351799011,0.8900840282440186,0.9579306244850159,0.8130601644515991,0.8622736930847168,0.8755624294281006
