,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
0,0.9994661808013916,0.995272159576416,0.9975761771202087,0.9952771067619324,0.9982906579971313,0.9783548712730408,0.9526508450508118,0.9758139848709106,0.9646867513656616,0.9539914727210999,0.9835936427116394,0.9798846244812012,0.9878001809120178,0.9702502489089966,0.9472923874855042,0.8901928067207336,0.9802019000053406,0.8153276443481445,0.9020568132400513,0.6236025094985962,0.9066271781921387,0.855003833770752,0.9764941930770874,0.7050257921218872,0.881317675113678,0.6856803894042969
1,0.9979577660560608,0.998637855052948,0.9941729307174683,0.9975140690803528,0.9881819486618042,0.9987209439277649,0.9859699606895447,0.9654862880706787,0.9775224924087524,0.990399181842804,0.9355275630950928,0.9476007223129272,0.7686222791671753,0.9730693697929382,0.6325873732566833,0.9529662132263184,0.9050835371017456,0.9592738151550293,0.8879720568656921,0.8404012322425842,0.42584753036499023,0.41930249333381653,0.8274708986282349,0.712961733341217,0.923334538936615,0.7246056199073792
2,0.9994389414787292,0.9938110709190369,0.9873930215835571,0.9850218296051025,0.9937140345573425,0.9833120107650757,0.9762594103813171,0.9838340878486633,0.9100866913795471,0.9933646321296692,0.998677670955658,0.9666411876678467,0.9826297163963318,0.9852914214134216,0.9739725589752197,0.9465267062187195,0.9727930426597595,0.9486363530158997,0.9764052033424377,0.8770338296890259,0.9846863746643066,0.9789180159568787,0.5362844467163086,0.6281881928443909,0.8422582149505615,0.7689424753189087
3,0.9998944401741028,0.9757198691368103,0.9958177208900452,0.9866565465927124,0.9910984039306641,0.9624505639076233,0.9344409108161926,0.941249430179596,0.9607000350952148,0.9020594954490662,0.9775300621986389,0.9484320878982544,0.9639890193939209,0.9789612293243408,0.8327638506889343,0.9744693040847778,0.959611713886261,0.9506860971450806,0.8171652555465698,0.8941400051116943,0.9658831357955933,0.9295899868011475,0.9440745115280151,0.735948920249939,0.7714807987213135,0.6809538006782532
4,0.999230682849884,0.994792103767395,0.9918708801269531,0.9846742153167725,0.9895139336585999,0.9626322984695435,0.9852522611618042,0.9763907790184021,0.9868992567062378,0.9407506585121155,0.9424494504928589,0.9065722823143005,0.9911288619041443,0.9713298082351685,0.9726809859275818,0.9546156525611877,0.9321366548538208,0.9405876994132996,0.9737306237220764,0.9286617636680603,0.9212790131568909,0.8917258381843567,0.9150457978248596,0.7834252119064331,0.8069261908531189,0.7808472514152527
5,0.999727725982666,0.9877192974090576,0.9976896643638611,0.9931939840316772,0.9779113531112671,0.9856134653091431,0.9515695571899414,0.992141604423523,0.9692254662513733,0.9618455171585083,0.9876646399497986,0.9706608057022095,0.9648751020431519,0.987140953540802,0.8941386938095093,0.9712112545967102,0.8838819265365601,0.6899424195289612,0.8929175138473511,0.9836729168891907,0.9811941385269165,0.9475805163383484,0.9332495927810669,0.9422939419746399,0.8547434210777283,0.8710449934005737
6,0.9989718198776245,0.9951393008232117,0.9948678612709045,0.9876764416694641,0.9915676116943359,0.981484591960907,0.9900984168052673,0.9770330786705017,0.9824714064598083,0.9508220553398132,0.962894856929779,0.9744924306869507,0.8728007078170776,0.9348704814910889,0.7822049260139465,0.9705961346626282,0.9554033875465393,0.7597782611846924,0.8398132920265198,0.8495113253593445,0.9538148045539856,0.8437546491622925,0.7060360908508301,0.8890038728713989,0.8792683482170105,0.8647139668464661
7,0.9983176589012146,0.9950523972511292,0.9930710196495056,0.9989925026893616,0.8886682987213135,0.9640315771102905,0.901610255241394,0.9843555092811584,0.9622436761856079,0.93849778175354,0.9467926025390625,0.9762121438980103,0.9644255638122559,0.8464798927307129,0.9501975774765015,0.9731895923614502,0.9778611063957214,0.9715046286582947,0.9132444858551025,0.925696611404419,0.9325065612792969,0.9231135249137878,0.9439468383789062,0.814391016960144,0.924707293510437,0.4863121807575226
8,0.9985569715499878,0.9907545447349548,0.9956156611442566,0.9888445138931274,0.9770416021347046,0.9808537364006042,0.9771645665168762,0.948298454284668,0.9920912384986877,0.9301475286483765,0.9581787586212158,0.9730290770530701,0.974313497543335,0.9555695056915283,0.987143337726593,0.9688639640808105,0.8180994987487793,0.7210133671760559,0.9496665000915527,0.8913504481315613,0.9038383960723877,0.9744346141815186,0.7796186804771423,0.9454174041748047,0.8945174813270569,0.7552933692932129
9,0.9996597170829773,0.9917322993278503,0.9954661726951599,0.993931233882904,0.9681540131568909,0.9861473441123962,0.9732950925827026,0.9965426325798035,0.9701845049858093,0.984971284866333,0.9420173764228821,0.9960817098617554,0.9888738393783569,0.9679728746414185,0.9920161962509155,0.9704721570014954,0.9055091142654419,0.9892869591712952,0.950171172618866,0.9689925909042358,0.9448665380477905,0.9793580174446106,0.8011824488639832,0.9290263652801514,0.5301690101623535,0.9679164886474609
