,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
0,0.5520493388175964,-0.3032318651676178,-0.3367762565612793,0.23576140403747559,0.009417437948286533,0.10225674510002136,0.02163015678524971,-0.6215771436691284,0.10936886817216873,0.0681663528084755,0.4328403174877167,0.20512759685516357,-0.11991733312606812,-0.011888622306287289,0.2084261178970337,-0.3041149973869324,0.02105872891843319,-0.10890234261751175,-0.009057706221938133,-0.02452782727777958,-0.048901088535785675,-0.07422011345624924,0.09122100472450256,0.15760008990764618,0.08145865797996521,0.015363769605755806,0.1049150824546814,0.012981214560568333,0.5939383506774902,0.16743586957454681,-0.030397826805710793,-0.09476085007190704
1,0.9464011192321777,0.276797354221344,-0.03613397851586342,-0.040236569941043854,-0.4102618396282196,0.04458006098866463,0.12246185541152954,0.15253767371177673,-0.05652407556772232,0.2619364857673645,-0.1113450825214386,0.03308379650115967,0.06260960549116135,0.010918489657342434,0.026322931051254272,0.08202770352363586,-0.17706380784511566,0.14030948281288147,0.04356915131211281,-0.03806240111589432,-0.3432387113571167,0.08216146379709244,-0.004785649478435516,-0.0037563731893897057,-0.08347595483064651,-0.13346369564533234,0.08384136110544205,-0.04916844516992569,0.002880111336708069,0.015585030429065228,-0.08264574408531189,0.05481277406215668
2,0.9956152439117432,-0.1828850507736206,-0.28725677728652954,-0.03834756091237068,-0.08148397505283356,0.15531767904758453,0.31644612550735474,-0.2623376250267029,0.11056623607873917,-0.12352865934371948,-0.0034957614261657,0.12967972457408905,0.027744721621274948,0.3861478865146637,-0.1172657161951065,0.1368630975484848,0.10146671533584595,0.16268236935138702,0.028615286573767662,-0.1710553914308548,0.1528339385986328,0.04097971320152283,-0.06607919186353683,-0.028228040784597397,0.27579495310783386,-0.17480704188346863,0.038785502314567566,0.06249947100877762,0.026522621512413025,0.39878448843955994,-0.1845015585422516,0.07754270732402802
3,-0.9216178059577942,-0.2967125475406647,-0.06187675520777702,0.2435752898454666,0.15116731822490692,0.10443929582834244,-0.0015530828386545181,-0.2958533465862274,-0.00999594945460558,0.28344428539276123,-0.013845400884747505,0.06537029892206192,0.12738224864006042,0.07694587111473083,-0.007429273333400488,0.17663924396038055,0.1969461292028427,0.07269918918609619,-0.08646152913570404,-0.009075920097529888,0.03777674213051796,-0.003939735237509012,0.2761170566082001,-0.007381096947938204,-0.11393523216247559,0.31024062633514404,-0.21372267603874207,-0.13432592153549194,0.07645110040903091,-0.1574789434671402,-0.13023266196250916,0.12542863190174103
4,-0.9742966294288635,0.1075817197561264,0.10279158502817154,0.1420593559741974,0.5419591069221497,0.033613741397857666,-0.1235622689127922,-0.033795785158872604,-0.15344156324863434,-0.17405414581298828,0.2653881013393402,0.117563396692276,-0.03969859331846237,-0.11502586305141449,0.04174726828932762,0.05663004890084267,0.07526963204145432,0.13554948568344116,-0.34275418519973755,-0.1393529176712036,-0.2588319778442383,-0.08566781133413315,-0.044242143630981445,-0.1929640918970108,0.07639918476343155,0.19718170166015625,0.09516364336013794,0.21125026047229767,0.155660018324852,-0.17786039412021637,0.17376472055912018,0.11162152886390686
5,-0.9747164249420166,-0.37189698219299316,-0.29611092805862427,-0.08314135670661926,-0.17415452003479004,-0.037357307970523834,-0.26535090804100037,0.024218687787652016,0.20449887216091156,0.17516706883907318,-0.18937262892723083,0.11716777831315994,0.09410391002893448,-0.290475070476532,-0.12705907225608826,-0.029509935528039932,-0.5014147758483887,0.079908087849617,-0.08414240926504135,0.14040367305278778,0.02557087130844593,0.09952785819768906,0.17979279160499573,-0.04885711148381233,-0.04030487686395645,0.3041287064552307,-0.05719984322786331,0.17860132455825806,-0.12546777725219727,-0.031538791954517365,-0.2168312519788742,0.0056342752650380135
6,-0.5646010637283325,-0.9027776122093201,0.574099600315094,-0.1836591362953186,0.20389796793460846,-0.04204021766781807,0.010719504207372665,0.23856152594089508,-0.34207016229629517,-0.031139738857746124,0.07147466391324997,0.08828850835561752,-0.44838982820510864,0.38629207015037537,-0.44152745604515076,-0.16871526837348938,-0.27554091811180115,0.13075987994670868,-0.2029002457857132,0.013667942024767399,0.10625096410512924,0.11042435467243195,0.06140657886862755,0.015471442602574825,0.3061367869377136,0.07762294262647629,0.22282451391220093,0.03276113420724869,0.23713941872119904,0.0929286852478981,0.02257188782095909,-0.3880891799926758
7,-0.988282322883606,0.08650504797697067,0.008859153836965561,0.16737838089466095,-0.0938723012804985,-0.015086513012647629,-0.027068311348557472,-0.18385860323905945,-0.009866493754088879,-0.15392115712165833,0.208754763007164,-0.004126492887735367,0.1847471296787262,0.09502649307250977,0.18832801282405853,0.17291395366191864,0.26519790291786194,-0.06208731606602669,0.017795512452721596,0.0803084522485733,-0.03698223456740379,0.09589715301990509,0.19478382170200348,-0.1903712898492813,0.16833104193210602,-0.1447475701570511,-0.09063327312469482,-0.10367550700902939,-0.016453847289085388,0.09043188393115997,-0.246387779712677,-0.12229102849960327
8,0.9417099356651306,0.12591809034347534,0.10328814387321472,-0.1469028741121292,-0.1215214654803276,0.17778655886650085,0.1976860761642456,-0.049418650567531586,0.05356418713927269,0.16127149760723114,-0.21934421360492706,0.17131727933883667,-0.2024773806333542,-0.16236372292041779,0.14901509881019592,0.127573162317276,-0.08065174520015717,-0.11969806998968124,0.04296892508864403,-0.09608788788318634,-0.04354843497276306,-0.0226526390761137,-0.012530027888715267,0.1540810465812683,0.051652830094099045,0.13944485783576965,-0.26781925559043884,-0.18623164296150208,-0.13150963187217712,0.0197206512093544,0.10080483555793762,-0.3757844567298889
9,0.8824417591094971,-0.4060135781764984,0.12863771617412567,-0.26873698830604553,0.1749400794506073,0.12331367284059525,-0.0162656232714653,-0.08414946496486664,-0.0031736085657030344,0.046572182327508926,-0.057199541479349136,0.13633546233177185,-0.1501552164554596,0.09524286538362503,0.20092017948627472,-0.00939958170056343,0.24490366876125336,0.2909184694290161,0.1186833530664444,-0.10515992343425751,0.06161026656627655,-0.00396666768938303,0.14554372429847717,-0.02092858962714672,-0.20026950538158417,-0.2950434684753418,-0.1977199912071228,-0.06987442821264267,-0.09130511432886124,0.005405096337199211,0.10422270745038986,-0.10083208978176117
