,r2_human,pear_human,r2_primates,pear_primates
0,0.8319884538650513,0.9494399428367615,0.3679882884025574,0.8761428594589233
1,0.8314692974090576,0.9484128355979919,-0.20645958185195923,0.6949824690818787
2,0.8590198159217834,0.9534746408462524,0.37898939847946167,0.8802544474601746
3,0.7531598806381226,0.9277483820915222,0.4467408359050751,0.8761855363845825
4,0.8516611456871033,0.9513736963272095,0.45627278089523315,0.8694804906845093
5,0.7962091565132141,0.9443637728691101,0.4233674705028534,0.8572772741317749
6,0.8628427386283875,0.9586122035980225,0.37975314259529114,0.8678630590438843
7,0.8081793785095215,0.9516414999961853,0.3074374496936798,0.8429402709007263
8,0.8326883316040039,0.953528106212616,0.16965867578983307,0.8182430863380432
9,0.7967761754989624,0.9430023431777954,0.44045475125312805,0.8716299533843994
