,r2_human,pear_human,r2_primates,pear_primates
0,0.6971196532249451,0.9322389960289001,0.3508428931236267,0.9192973971366882
1,0.8199597001075745,0.9411920309066772,0.1866723597049713,0.8742765784263611
2,0.7443821430206299,0.9313637018203735,0.07775946706533432,0.9297739267349243
3,0.6625710725784302,0.9119946956634521,0.6102426052093506,0.9221448302268982
4,0.7642156481742859,0.9295197129249573,0.35976192355155945,0.9394288659095764
5,0.7347020506858826,0.9327499866485596,0.5192809700965881,0.9451096057891846
6,0.7236880660057068,0.9177678227424622,0.25438499450683594,0.9188112616539001
7,0.6899983882904053,0.9260979294776917,0.44056418538093567,0.9267469644546509
8,0.6797985434532166,0.9182145595550537,0.21032537519931793,0.9319122433662415
9,0.6966690421104431,0.9181640148162842,0.422650009393692,0.9493845701217651
