,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
0,0.9992385506629944,0.99009770154953,0.9819967746734619,0.994897186756134,0.9791356325149536,0.965923011302948,0.9698554873466492,0.9823898077011108,0.9588031768798828,0.9432691335678101,0.9456626176834106,0.9707971215248108,0.9310667514801025,0.962907612323761,0.9472286701202393,0.9102415442466736,0.9666076302528381,0.8560472130775452,0.8997034430503845,0.8589198589324951,0.8642480373382568,0.9232766628265381,0.8794254064559937,0.88255375623703,0.9025120139122009,0.7714089155197144
1,0.9995102882385254,0.9955346584320068,0.9920955896377563,0.9755758047103882,0.9782947301864624,0.9902576804161072,0.9876135587692261,0.972105085849762,0.9837841987609863,0.9723794460296631,0.9454261660575867,0.9639284610748291,0.9507539868354797,0.9691694974899292,0.9628084897994995,0.875788688659668,0.8469527363777161,0.9173538088798523,0.9248474836349487,0.8951991200447083,0.9105356931686401,0.9103245139122009,0.8966531753540039,0.9112367630004883,0.9528695940971375,0.7899919152259827
2,0.9995119571685791,0.9947375059127808,0.991368293762207,0.9820823669433594,0.9867864847183228,0.9710209965705872,0.9940027594566345,0.9731916189193726,0.975705623626709,0.972173810005188,0.9595902562141418,0.9526587724685669,0.9490415453910828,0.9191957712173462,0.9545544981956482,0.9664657711982727,0.9600345492362976,0.9125680923461914,0.8128488063812256,0.7696366310119629,0.869808554649353,0.8330891728401184,0.8904687762260437,0.867802619934082,0.9019771814346313,0.8551328182220459
3,0.9990508556365967,0.9939284324645996,0.990524172782898,0.9856768846511841,0.9819794297218323,0.9845350384712219,0.9752519726753235,0.9776764512062073,0.9256927967071533,0.9489503502845764,0.9658426642417908,0.969105064868927,0.9494940042495728,0.9264024496078491,0.9277814030647278,0.9331705570220947,0.955190122127533,0.9406272768974304,0.8290228247642517,0.9026951193809509,0.8977882266044617,0.8877296447753906,0.7752327919006348,0.5269861817359924,0.8187307119369507,0.7427964210510254
4,0.9996337294578552,0.9895523190498352,0.9925337433815002,0.9844658374786377,0.9862865805625916,0.973402738571167,0.9731138348579407,0.983626663684845,0.9633229374885559,0.9813475608825684,0.9722018241882324,0.9690351486206055,0.948327898979187,0.957668662071228,0.942107617855072,0.9370179176330566,0.8009223341941833,0.8151586055755615,0.9029567837715149,0.9349436163902283,0.9488118886947632,0.8377225995063782,0.9116979837417603,0.8771246075630188,0.8276653289794922,0.7568624019622803
5,0.9991406202316284,0.9861891865730286,0.9952221512794495,0.9852598905563354,0.9741358160972595,0.9774766564369202,0.9797065854072571,0.9754747152328491,0.9709123373031616,0.9717777371406555,0.9628618359565735,0.9270976781845093,0.9382355809211731,0.9417253732681274,0.9501069784164429,0.9309272170066833,0.9473373293876648,0.9390153288841248,0.9828137159347534,0.8229769468307495,0.870197594165802,0.7575564384460449,0.8997139930725098,0.9148434996604919,0.8933696746826172,0.757425844669342
6,0.9996874332427979,0.9901826977729797,0.9916063547134399,0.9785305857658386,0.9725971221923828,0.9819747805595398,0.9499059319496155,0.9842721819877625,0.9683330059051514,0.9580460786819458,0.9630624651908875,0.9645780920982361,0.8933367729187012,0.889485239982605,0.8508495688438416,0.9127100706100464,0.9407052993774414,0.9416897892951965,0.8762620091438293,0.9285380840301514,0.8932612538337708,0.9043329358100891,0.6929522156715393,0.7972618937492371,0.7909853458404541,0.8468151688575745
7,0.9994080662727356,0.9936866164207458,0.9961066842079163,0.9714789390563965,0.9782907962799072,0.9893530607223511,0.9869643449783325,0.953893780708313,0.8675369024276733,0.9374927878379822,0.9001535773277283,0.9746516346931458,0.9583196640014648,0.9665328860282898,0.9384164810180664,0.8766607642173767,0.925524890422821,0.9145987629890442,0.7819607257843018,0.9792829751968384,0.8679665923118591,0.8879847526550293,0.8129382133483887,0.8415136337280273,0.8881296515464783,0.8896961808204651
8,0.999701976776123,0.9879802465438843,0.9890307784080505,0.989433228969574,0.9847660660743713,0.9906370639801025,0.988709032535553,0.9561383724212646,0.9695407748222351,0.9728987216949463,0.9592576622962952,0.9701066017150879,0.9515659809112549,0.985249936580658,0.9251850247383118,0.7820841670036316,0.9289771318435669,0.8665933012962341,0.8643476963043213,0.923907995223999,0.8436399102210999,0.845613420009613,0.7943075299263,0.8015962839126587,0.9026688933372498,0.6996376514434814
9,0.9993495941162109,0.9923000335693359,0.9847795963287354,0.9824947118759155,0.9697487950325012,0.9673483371734619,0.9742206931114197,0.956777811050415,0.9771890640258789,0.9663317203521729,0.9134554266929626,0.8718783855438232,0.9555642604827881,0.8943242430686951,0.8915508389472961,0.8895961046218872,0.960931122303009,0.8923931121826172,0.9036692976951599,0.9137713313102722,0.857929527759552,0.8459634780883789,0.8880771398544312,0.7233332991600037,0.8554295301437378,0.8438556790351868
