,r2_human,pear_human,r2_primates,pear_primates
0,0.8572378158569336,0.9634585380554199,-0.03793080523610115,0.8607177138328552
1,0.884373128414154,0.9655892848968506,0.26222163438796997,0.8520961403846741
2,0.8677310943603516,0.9596976637840271,-0.07145752012729645,0.816271960735321
3,0.6833990812301636,0.9257475137710571,-0.08356140553951263,0.8149540424346924
4,0.8151044845581055,0.9508212208747864,0.43423837423324585,0.8561328053474426
5,0.8341398239135742,0.954839825630188,0.26604577898979187,0.8488980531692505
6,0.8570543527603149,0.9591115117073059,-0.9608206748962402,0.6383809447288513
7,0.8188163638114929,0.9558576941490173,0.505499005317688,0.8690400123596191
8,0.8850975632667542,0.9668760895729065,-2.173250198364258,0.5942931771278381
9,0.8358576893806458,0.9575852751731873,0.32188844680786133,0.8282474279403687
