,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
0,0.999530553817749,0.9955418109893799,0.9887303709983826,0.9701072573661804,0.9859779477119446,0.9571549892425537,0.958530604839325,0.9876754879951477,0.9984377026557922,0.4064134657382965,0.9871575236320496,0.9699004888534546,0.9262571930885315,0.9767151474952698,0.8568660020828247,0.9099668264389038,0.9491108059883118,0.8204205632209778,0.6828833818435669,0.9914055466651917,0.765684187412262,0.9443003535270691,0.7629480361938477,0.8959711790084839
1,0.9996493458747864,0.9979146718978882,0.9993736147880554,0.9893489480018616,0.9620108008384705,0.9905497431755066,0.989385724067688,0.9574184417724609,0.9683749079704285,0.9809386134147644,0.9774842858314514,0.9421986937522888,0.907345175743103,0.8562266826629639,0.8527200818061829,0.7524385452270508,0.9384099841117859,0.9512235522270203,0.9169154763221741,0.8509762287139893,0.9023780226707458,0.5142565965652466,0.6800761818885803,0.9166314601898193
2,0.9936160445213318,0.9971834421157837,0.995773196220398,0.9968727231025696,0.9992102384567261,0.9901810884475708,0.9804674386978149,0.9778376221656799,0.98405522108078,0.9958875179290771,0.9249284863471985,0.991143524646759,0.9179369211196899,0.9177114367485046,0.9515047669410706,0.9673037528991699,0.9875907897949219,0.8918495774269104,0.8793109655380249,0.9896240830421448,0.9715489149093628,0.9663684964179993,0.9082555174827576,0.8251178860664368
3,0.9956808090209961,0.9938580989837646,0.997559130191803,0.9866253137588501,0.9938609004020691,0.9907811284065247,0.9606731534004211,0.9876104593276978,0.9924788475036621,0.9907087683677673,0.9844728112220764,0.957819938659668,0.9204903841018677,0.9895498156547546,0.9594781398773193,0.99921053647995,0.9916824102401733,0.9731028079986572,0.9809805154800415,0.8156592845916748,0.8155701756477356,0.9601736664772034,0.8949472904205322,0.9116511344909668
4,0.9977951049804688,0.9962042570114136,0.9935126304626465,0.9836181998252869,0.9862860441207886,0.9675084948539734,0.9812918901443481,0.957604706287384,0.8527413606643677,0.9543159008026123,0.9450038075447083,0.9004496932029724,0.936043381690979,0.9870564341545105,0.964070200920105,0.9795771837234497,0.527222752571106,0.9857823848724365,0.6527526378631592,0.9490914344787598,0.9631319642066956,0.9502006769180298,0.9205358624458313,0.8402037620544434
5,0.9997841715812683,0.9828521013259888,0.9737616777420044,0.977139949798584,0.98736572265625,0.9645248651504517,0.9557716846466064,0.9886465072631836,0.9794213175773621,0.914702832698822,0.937569797039032,0.9551736116409302,0.9328432083129883,0.5511772036552429,0.810684859752655,0.9454166293144226,0.7678006887435913,0.8345022201538086,0.9650346636772156,0.841604471206665,0.9182121753692627,0.8857865929603577,0.7583907246589661,0.7729470133781433
6,0.9994457364082336,0.995690107345581,0.9926998615264893,0.92868572473526,0.9867016673088074,0.9820650815963745,0.9817565679550171,0.9711660742759705,0.8991542458534241,0.9546348452568054,0.8826798796653748,0.9397191405296326,0.9500143527984619,0.983427107334137,0.5857324004173279,0.9892637729644775,0.9758476614952087,0.9355134963989258,0.8106774091720581,0.8463429808616638,0.930600106716156,0.538235604763031,0.9401037096977234,0.9198023080825806
7,0.9958353638648987,0.994579553604126,0.9985238909721375,0.9406791925430298,0.9969821572303772,0.9879061579704285,0.9473357200622559,0.9680529832839966,0.9771004915237427,0.9869835376739502,0.9904400110244751,0.9790307283401489,0.9619981050491333,0.9553291201591492,0.9591624140739441,0.9134679436683655,0.9774908423423767,0.9878208041191101,0.9356149435043335,0.9617927670478821,0.9130698442459106,0.9799956679344177,0.7894077897071838,0.9840661883354187
8,0.9933635592460632,0.9985249638557434,0.9926501512527466,0.9985975027084351,0.9934865236282349,0.9864009022712708,0.9962027072906494,0.9697651267051697,0.9495648741722107,0.9820086359977722,0.9970274567604065,0.9848381280899048,0.9705686569213867,0.9754382371902466,0.9741525650024414,0.947049081325531,0.9689114689826965,0.9731971025466919,0.935204029083252,0.9655076861381531,0.9138185381889343,0.9572917819023132,0.9099501967430115,0.8555585145950317
9,0.9994849562644958,0.9964128136634827,0.9974023699760437,0.9977126121520996,0.9768285751342773,0.9687788486480713,0.990005373954773,0.9915803670883179,0.9406338930130005,0.9596691131591797,0.8689429759979248,0.9726373553276062,0.9740227460861206,0.9167689681053162,0.9192380905151367,0.8765351176261902,0.8875784277915955,0.8773639798164368,0.8847330212593079,0.8529758453369141,0.7600250244140625,0.9506056308746338,0.8460405468940735,0.890059232711792
