,F1,Accuracy,F1Species,AccuracySpecies,recon_pear_primates,recon_pear_human,recon_r2_primates,recon_r2_human,latent_human_pear,latent_mouse_pear,KNNTranslationF1,ClassifierTranslationF1
0,0.9411764705882353,0.918918918918919,1.0,1.0,0.7960099577903748,0.9149748682975769,-0.3222675323486328,0.7016419172286987,0.03446072340011597,0.0466703400015831,0.0,0.0
1,0.9841269841269841,0.9722222222222222,1.0,1.0,0.815700352191925,0.8349997997283936,-0.572967529296875,0.1382991522550583,0.02727106399834156,0.11698704957962036,0.0,0.05555555555555555
2,0.9473684210526315,0.9142857142857143,1.0,1.0,0.5934872627258301,0.8621063828468323,-1.3274823427200317,0.513209342956543,0.05948800593614578,0.024729996919631958,0.0,0.0
3,0.9615384615384616,0.9428571428571428,1.0,1.0,0.5557732582092285,0.9127708673477173,-2.0674991607666016,0.6623213291168213,-0.004400452598929405,-0.027371421456336975,0.0,0.0
4,1.0,1.0,1.0,1.0,0.7487285137176514,0.8594310879707336,-0.4020775854587555,0.0404319167137146,-0.006698558107018471,-0.03524742275476456,0.0,0.0
5,0.8709677419354839,0.7714285714285715,1.0,1.0,0.8400188684463501,0.8780322074890137,-0.5847938656806946,0.5358450412750244,-0.07238055765628815,-0.04497547820210457,0.0,0.0
6,0.9705882352941176,0.9428571428571428,1.0,1.0,0.8626265525817871,0.7546579241752625,0.05770019069314003,-0.6461775302886963,-0.03087969869375229,-0.07308825850486755,0.0,0.0
7,0.9836065573770492,0.9714285714285714,1.0,1.0,0.5254210233688354,0.8922796249389648,-2.1635653972625732,0.4287445843219757,-0.014514164999127388,0.020484238862991333,0.0,0.0
8,0.9705882352941176,0.9428571428571428,1.0,1.0,0.5934465527534485,0.8551588654518127,-1.6463931798934937,0.25964346528053284,0.014976907521486282,0.020759355276823044,0.0,0.0
9,1.0,1.0,1.0,1.0,0.8045801520347595,0.894035279750824,-0.7981740236282349,0.3768731951713562,0.021234309300780296,0.07647378742694855,0.0,0.0
