"","pvalue","tvalue","logp"
"z0",0,-47.0022028718851,Inf
"z1",3.37797208866272e-86,19.7367363382226,196.805042441818
"z2",0,-81.1544789462015,Inf
"z3",0,-171.969286081864,Inf
"z4",0,-171.712743423309,Inf
"z5",1.33810458855501e-223,-32.1799692331935,513.185221611192
"z6",2.49846178376202e-44,-13.9872278043378,100.398068835725
"z7",2.08703769115932e-44,-14.0000989144298,100.577998403835
"z8",3.84193216442367e-118,23.205043859405,270.359065565426
"z9",0,-93.0916402249006,Inf
"z10",0,67.133019511534,Inf
"z11",0,62.3092280574445,Inf
"z12",4.76733840034432e-205,30.7818622896863,470.468155901961
"z13",0,107.754658199333,Inf
"z14",0,147.543961060141,Inf
"z15",6.79085602460714e-282,-36.2458052936179,647.413419219326
"z16",1.05070541830064e-134,-24.8194509581872,308.496940695654
"z17",0,-182.157029149007,Inf
"z18",0,-49.1502753638594,Inf
"z19",0,-197.789503572034,Inf
"z20",0,-68.984909336452,Inf
"z21",0.0450700870585304,2.0039362636866,3.09953651065219
"z22",0,-83.1918323053607,Inf
"z23",2.51743454994956e-231,-32.7456935610264,530.973916134386
"z24",0,-198.053349093205,Inf
"z25",0,57.967180405712,Inf
"z26",0,-63.0355938906205,Inf
"z27",6.420942633524e-11,-6.53539750790483,23.468871088359
"z28",1.70320360410517e-310,38.0938574156459,713.268867877481
"z29",0,53.1680500851496,Inf
"z30",0,-105.554495170436,Inf
"z31",6.48709526414888e-237,-33.149340955833,543.842852180072
"z32",3.29656134568919e-98,21.1055119608986,224.460459204678
"z33",0,47.3677736654668,Inf
"z34",1.49511698367904e-213,31.429947593144,490.048420353998
"z35",0,82.041493662585,Inf
"z36",0,-83.1770565678761,Inf
"z37",4.58488573155098e-73,-18.1258916806521,166.565946605403
"z38",7.15362224552146e-67,17.3158066191583,152.305582394412
"z39",0.279735556419118,-1.08085486480656,1.27391056343893
"z40",0.923547227812953,-0.0959603415686948,0.0795333406255947
"z41",0,-116.516363571258,Inf
"z42",1.60421452775288e-122,23.6421932314675,280.442747099291
"z43",1.7168960012986e-74,-18.3075446578252,169.850778871485
"z44",0,185.936616402981,Inf
"z45",0,183.481926202488,Inf
"z46",0,-45.1352584920497,Inf
"z47",4.34166236285344e-256,34.5007551570553,587.993526498786
"z48",3.01284006952745e-23,-9.93944425970992,51.8565739602672
"z49",0,-232.750717454469,Inf
"z50",1.15856497807628e-16,-8.29129156974661,36.6941793364766
"z51",0,68.8620889725149,Inf
"z52",0,-100.012839448355,Inf
"z53",0.0146279398561297,2.44142210540365,4.22482189026145
"z54",0,44.1220338278462,Inf
"z55",0,-99.8251156845302,Inf
"z56",0,-52.445473623034,Inf
"z57",6.1716774077321e-120,-23.3850899152015,274.490240493206
"z58",4.1273095184442e-136,24.9518564661634,311.733946900821
"z59",0,-44.4973169828961,Inf
"z60",3.09184111569688e-34,12.2141075776562,77.1591264180017
"z61",9.53245995842824e-41,-13.3843275334563,92.1512860005472
"z62",3.36397785385296e-22,-9.69543787624901,49.4437478870579
"z63",2.3787469220385e-279,36.0772028124156,641.554667099652
"z64",0,45.8181054249518,Inf
"z65",0,138.511559760256,Inf
"z66",9.8587824196078e-20,9.09589411897376,43.7633391857467
"z67",1.54599992441952e-17,-8.52803548787583,38.7082756796213
"z68",0,-45.6535857596236,Inf
"z69",0,72.457542595783,Inf
"z70",0,48.5163917085802,Inf
"z71",2.29925962384602e-304,-37.7047165614124,699.153281101752
"z72",0,-170.354344713558,Inf
"z73",0,-66.8832369851621,Inf
"z74",0.733725287193387,-0.340152953233752,0.309620588552318
"z75",0,72.2311752388895,Inf
"z76",0,182.752860189455,Inf
"z77",0,130.219304986977,Inf
"z78",4.92652210214587e-297,-37.2344965358957,682.273139336082
"z79",0,58.2617565452032,Inf
"z80",0,-67.7056020511201,Inf
"z81",0,-51.5554092718526,Inf
"z82",5.29527733760006e-123,23.6897714935298,281.551151083324
"z83",0,-62.2069763102776,Inf
"z84",0,-66.002621991737,Inf
"z85",6.20614121736372e-70,-17.7207933021779,159.355417188843
"z86",1.37299588508195e-198,-30.2808766957717,455.594853283067
"z87",0,197.863299560244,Inf
"z88",2.33382659382193e-103,-21.6667631267646,236.318755342989
