"","pvalue","tvalue","logp"
"z0",0,-47.8826014617573,Inf
"z1",1.81076774485e-92,-20.462453678852,211.244077631683
"z2",0,-79.6387900019234,Inf
"z3",0,-62.2353677413589,Inf
"z4",0,-106.184634876266,Inf
"z5",1.83845034458348e-85,-19.6498793936447,195.110809891757
"z6",1.00937813994101e-49,-14.8500280352401,112.817335118507
"z7",9.74311235666281e-68,17.4312635928376,154.299225713179
"z8",3.64214786768675e-62,-16.6745392010473,141.467702184467
"z9",1.22362625534776e-285,-36.4926129359297,656.034932712779
"z10",1.14261506215911e-14,7.72545772736619,32.1028717523401
"z11",3.68777554315197e-26,-10.5887958359243,58.5621889754043
"z12",7.43435578011335e-18,-8.61253027612188,39.4404197446597
"z13",0,114.981078335853,Inf
"z14",0,217.766018794551,Inf
"z15",0,-58.1644259520561,Inf
"z16",2.01119597170021e-212,-31.344643568041,487.449310158819
"z17",0,-237.397720909623,Inf
"z18",0,-52.5182984820882,Inf
"z19",0,-158.478908443138,Inf
"z20",0,-44.0096121678185,Inf
"z21",3.66486004739236e-172,-28.14408743446,394.745845846617
"z22",7.1701291296062e-05,-3.97081382228957,9.5430018008129
"z23",3.35861126347967e-270,-35.46481990136,620.486447534296
"z24",4.85241252591798e-49,-14.7436723962399,111.247193547411
"z25",0,81.4267417618876,Inf
"z26",0,-47.2512063685916,Inf
"z27",2.95296036841286e-138,-25.1526329219063,316.673934651295
"z28",1.97610607774135e-17,8.49952562910085,38.4628182999465
"z29",0,39.4840887769411,Inf
"z30",0,-181.415706232996,Inf
"z31",1.34579474093297e-85,-19.6658992628922,195.422748180492
"z32",0,69.5029317524283,Inf
"z33",0,79.1387889669836,Inf
"z34",0,-51.2830979466088,Inf
"z35",7.96540134446431e-35,12.3244375736479,78.5153709241913
"z36",0,-51.9712183278623,Inf
"z37",1.07571557015688e-282,36.298682455108,649.256010137528
"z38",4.57214939881073e-216,-31.6192019324115,495.83839666441
"z39",0.0320156244723779,-2.14415747708005,3.44153123058305
"z40",9.86948435772661e-35,-12.3070654052645,78.3010306461024
"z41",0,-63.0161235982241,Inf
"z42",1.02271535056637e-16,8.30614154644996,36.8189002893446
"z43",1.82804288961261e-322,38.8430996721895,740.829154008737
"z44",0,73.3912911460982,Inf
"z45",0,113.330406820823,Inf
"z46",0.0481677597630649,-1.97582103083489,3.0330653663124
"z47",0,42.29574946089,Inf
"z48",2.02249184134035e-126,24.0249963999718,289.421391381255
"z49",0,-156.879474360607,Inf
"z50",0,84.7584625197154,Inf
"z51",0,125.225181265022,Inf
"z52",0,-95.205992932781,Inf
"z53",2.71058239260445e-27,10.831309533981,61.1726339940163
"z54",0,66.8328876329444,Inf
"z55",4.94676219260089e-274,-35.7224547371151,629.309582220311
"z56",6.01033196975734e-189,-29.5182427654022,433.395102592621
"z57",3.71056815230202e-139,-25.2364791773003,318.748142920496
"z58",7.77187728410741e-108,22.1435517790136,246.628678301453
"z59",0,-124.559451328204,Inf
"z60",9.0062010656994e-45,14.0600648989403,101.418415837352
"z61",0,-63.4667974141555,Inf
"z62",0,-48.7357550385035,Inf
"z63",5.72350350450584e-124,23.7849957319917,283.775970412584
"z64",1.65730849214719e-19,-9.03914347849634,43.243921870667
"z65",0,102.748708740334,Inf
"z66",2.72900036963367e-92,20.4421823133793,210.833893178279
"z67",5.66456954336253e-187,-29.3597726758943,428.849181483578
"z68",7.96712633614878e-06,-4.46648963850524,11.7401866902613
"z69",0,79.3179609030481,Inf
"z70",0,55.498489693911,Inf
"z71",0,-83.7803571700287,Inf
"z72",0,-76.1546531940856,Inf
"z73",0,-43.2310491161419,Inf
"z74",1.60284091262562e-162,27.3252783910785,372.54700743986
"z75",0,71.9032304834858,Inf
"z76",0,61.5878424212723,Inf
"z77",0,177.58508192641,Inf
"z78",6.32247237437083e-200,30.3851938622251,458.672908268672
"z79",0,56.3979650021914,Inf
"z80",0,-63.8464269922409,Inf
"z81",0,-94.1272195590365,Inf
"z82",3.81824970924166e-93,20.539201890958,212.800621522127
"z83",0,-43.1922950390826,Inf
"z84",3.69138214918074e-24,10.1471076016272,53.9560412777634
"z85",5.85755912809575e-41,-13.4206641150254,92.6382558269818
"z86",3.37810435564852e-53,-15.3809122565315,120.819695218044
"z87",0,114.504472563046,Inf
"z88",0,-41.9476145526479,Inf
"z89",1.41350046180066e-43,13.8626625233066,98.6650897738853
"z90",9.2674179568241e-121,23.4672790456197,276.38629144906
"z91",3.11405859282881e-43,-13.8055236193541,97.8752321095719
"z92",0,68.7381745966958,Inf
"z93",1.65107512386333e-12,-7.06352005009288,27.1295944499886
"z94",0.000376230294316775,3.55635052573902,7.88530911718165
"z95",0,-53.8560333190283,Inf
"z96",1.75295114476142e-31,11.6848374734048,70.8188371467676
"z97",0,57.122868442605,Inf
"z98",4.74436993857744e-13,-7.23497601458403,28.3766475699603
"z99",2.51801214067315e-210,31.1855428532629,482.619399771585
"z100",1.47897788433715e-191,29.7264329427952,439.402401531365
"z101",0,-50.4833465305497,Inf
"z102",0,-48.612561825443,Inf
"z103",1.99818285292769e-58,-16.1474128306646,132.857697199634
"z104",0,-157.585401614965,Inf
"z105",0,53.7936312652519,Inf
"z106",0,119.409731989258,Inf
"z107",0.0313322812249109,-2.15276933778698,3.46310636387237
"z108",0,98.3625347792413,Inf
"z109",2.25875478021468e-23,-9.96818745486964,52.1446434596312
"z110",0,-62.6628725170297,Inf
"z111",1.5375272108589e-125,-23.9390289715717,287.392961205594
"z112",0,101.251556825684,Inf
"z113",1.51671714348579e-32,-11.891863042883,73.2661747506493
"z114",2.17585144032463e-16,-8.21585448546913,36.0639414331513
"z115",1.25000216954754e-09,-6.07509025533463,20.5001205499957
"z116",0,-146.992306914345,Inf
"z117",2.21945057188792e-89,-20.1082103234568,204.132813601357
"z118",0,118.799699530561,Inf
"z119",0,52.1041269022263,Inf
"z120",0,71.695171633888,Inf
"z121",0,69.4190570696873,Inf
"z122",0,135.363128083285,Inf
"z123",9.77940058807136e-116,-22.9614887589573,264.819592594704
"z124",0,-134.873924461271,Inf
"z125",1.1352886184312e-39,13.1979587590566,89.6739317187938
"z126",0,40.5108145227512,Inf
"z127",1.40425712697268e-166,27.6726866702473,381.889617009306
"z128",0,253.367403843953,Inf
"z129",0,151.706421702432,Inf
"z130",1.13408795315423e-262,34.9535467500917,603.151465602041
"z131",2.33852020841942e-24,10.1917133622353,54.4125238920945
"z132",1.41557754431766e-67,17.4096864651326,153.925663624252
"z133",0,65.0783358738675,Inf
"z134",0,-46.1103708382602,Inf
"z135",0,-88.8454940896147,Inf
"z136",0,-41.7643531571967,Inf
"z137",0,215.26348166154,Inf
"z138",0,56.7772379693616,Inf
"z139",0,-126.038417738806,Inf
"z140",0,-85.4030551647686,Inf
"z141",0,-67.3810421843356,Inf
"z142",0,50.9309279638644,Inf
"z143",0,-57.4419605746191,Inf
"z144",0,-142.975053245352,Inf
"z145",0,75.6928494902955,Inf
"z146",0,-71.5150901077149,Inf
"z147",2.87383774936634e-26,10.6121967409913,58.8115640864214
"z148",1.27043020946934e-81,19.1904582854967,186.270036941796
"z149",0,-39.3856005479951,Inf
"z150",0,-174.597429738087,Inf
"z151",2.35109497541512e-305,37.767827443334,701.433572196562
"z152",0,-106.0574887227,Inf
"z153",4.74621651846228e-135,-24.8520196851699,309.291639775971
"z154",1.64514105500219e-210,31.1995944265643,483.045043400487
"z155",0,-207.354747856815,Inf
"z156",0.567055776895619,0.572358051295682,0.567297608142643
"z157",8.17320320916877e-217,31.6752743000783,497.56010427801
"z158",0,109.983763928191,Inf
"z159",0,53.7537281456321,Inf
"z160",2.33571542890357e-07,-5.17118777534666,15.2697774132317
"z161",0,45.4231083414965,Inf
"z162",0,-319.254337899712,Inf
"z163",1.1628872370242e-06,-4.8624631146025,13.6646046478352
"z164",1.3555979082531e-26,10.6824047888422,59.562969800137
"z165",3.77712487854805e-28,-11.0109429626214,63.1434194977562
"z166",0,44.9858935055285,Inf
"z167",2.28362151467754e-200,-30.4196321854166,459.691256032359
"z168",0,-82.2826595390675,Inf
"z169",0.198375677836926,-1.28612820285753,1.61759268319407
"z170",0,94.1336773156381,Inf
"z171",0,65.7968115854664,Inf
"z172",0,-223.407804866336,Inf
"z173",0,70.3682110676429,Inf
"z174",0,83.1454333106929,Inf
"z175",0,81.728056715195,Inf
"z176",2.75207196648214e-122,-23.6189923887437,279.903027274933
"z177",7.37281119274571e-142,25.4863742534514,324.969284134403
"z178",1.4230835724636e-308,37.9722459525134,708.843382595012
"z179",0,107.630407698241,Inf
"z180",0,101.62984707132,Inf
"z181",6.83481001993206e-78,18.7335717456478,177.679608578928
"z182",0,-85.2740688807162,Inf
"z183",0,58.3304385804102,Inf
"z184",2.73124896312061e-36,12.59472649995,81.8883043475594
"z185",0.852193515749188,-0.186308593195015,0.159941646782179
"z186",0,-86.4101018778887,Inf
"z187",2.503817860908e-211,31.2616725930677,484.927637910405
"z188",0,62.5761948119773,Inf
"z189",1.40757752353259e-156,-26.8086515517533,358.86140434867
"z190",1.1923532454321e-20,-9.32323383429708,45.8757729883008
"z191",0,-41.5998313706706,Inf
"z192",0,-44.5030324910243,Inf
"z193",0,-46.2217603904439,Inf
"z194",0,-52.5235308431949,Inf
"z195",9.55533905522302e-15,7.74824042651789,32.2816763332616
"z196",5.37051073377124e-05,4.0391553671155,9.83200245226227
"z197",3.99101912637581e-13,-7.25844204686971,28.5495595904907
"z198",0,-41.0409926665867,Inf
"z199",1.66088381234369e-314,-38.3465159370944,722.504369322371
"z200",0,230.693398258918,Inf
"z201",2.10817289491919e-39,-13.1509938112108,89.0549969809894
"z202",8.5528519873565e-303,-37.6044323707769,695.537018384095
"z203",1.97309088906476e-88,19.998148089885,201.947886891067
"z204",0,110.86923568231,Inf
"z205",0,-195.805003611901,Inf
"z206",9.69128283575952e-50,14.852774517018,112.858027844971
"z207",0,-174.891779127618,Inf
"z208",1.54321607704742e-43,-13.8563224305444,98.5772903981954
"z209",0.0701159885090562,1.81109266991461,2.65760442950661
"z210",6.74559355158937e-176,-28.455296005832,403.346086882411
"z211",7.33739912674913e-75,-18.3542716682694,170.700897537126
"z212",0,-93.8251385405193,Inf
"z213",0,-63.7297170317117,Inf
"z214",0,40.8455911553216,Inf
"z215",4.75916163500385e-97,-20.9771495560753,221.790682494791
"z216",0,-54.2229311920185,Inf
"z217",0,-63.9457868912755,Inf
"z218",8.97650951162906e-244,-33.6385488564273,559.636151579605
"z219",0,-71.8326193602886,Inf
"z220",0,73.9511533405186,Inf
"z221",1.21509275199146e-238,-33.2731791175206,547.820431719616
"z222",1.32247587546456e-57,16.0294482759244,130.967844657691
"z223",0,44.9714116276773,Inf
"z224",2.61341677822391e-75,-18.4108586113742,171.733223498926
"z225",2.97913053840744e-55,-15.6865041784698,125.550548622362
"z226",1.75952080541376e-281,36.2184563832512,646.461369629
"z227",0,277.422875842187,Inf
"z228",0,-40.5254444514381,Inf
"z229",0,-54.6690706445367,Inf
"z230",0,-53.9356043903327,Inf
"z231",1.18895797953765e-179,28.7648569434612,411.989654369861
"z232",1.37153196781563e-42,-13.6976430421005,96.3926455659745
"z233",0,-60.4638886542825,Inf
"z234",0,70.4180635512614,Inf
"z235",0,58.5525702856551,Inf
"z236",0,43.1800459966702,Inf
"z237",5.52387918659338e-194,29.9189344055878,444.992427676175
"z238",1.7237422941708e-80,19.0528905687498,183.662309759795
"z239",1.27480346135044e-49,14.8342616363943,112.58387753794
"z240",9.95097811432041e-10,6.11161999433937,20.7281800806546
"z241",1.81860742681799e-05,4.28642461795822,10.9148544068583
"z242",2.69133162186105e-150,26.252138638883,344.397727851264
"z243",0,82.2633660248356,Inf
"z244",0,238.916422312254,Inf
"z245",3.81270949669397e-79,-18.8882779229666,180.565882256153
"z246",3.55461817167364e-215,31.5522883627994,493.787547342232
"z247",0,-78.8190965041071,Inf
"z248",0,70.4474989539925,Inf
"z249",0,-64.5169858770752,Inf
"z250",0,-174.146426522754,Inf
"z251",5.48575046848426e-42,13.596017204714,95.0064199994159
"z252",2.89247748749464e-37,-12.7715460266723,84.1335350437858
"z253",0,-95.0218618539005,Inf
"z254",0,81.9103806686485,Inf
"z255",0,-61.4990355953725,Inf
"z256",1.13127655128106e-43,13.8787328682122,98.8878123122417
"z257",3.489374898426e-05,4.13922517395354,10.2632028569973
"z258",0,111.002380672972,Inf
"z259",0,104.815401437598,Inf
"z260",0.0403789321767594,2.0497895079947,3.2094471108067
