"","pvalue","tvalue","logp"
"z0",3.45907210248037e-268,-35.3287736714477,615.851804547775
"z1",0,-40.7061040028974,Inf
"z2",0,-94.3946164170214,Inf
"z3",0,-44.0513539617859,Inf
"z4",0,-56.357809536532,Inf
"z5",6.49227462642695e-97,-20.9621648397775,221.480141069381
"z6",3.88449853252449e-197,-30.1671964170798,452.252269422196
"z7",0.000256585919514583,3.65575113134118,8.26804698057523
"z8",7.46417216785396e-46,-14.2363086431358,103.908799748014
"z9",1.07243317353425e-241,-33.4910726731774,554.853077350745
"z10",7.93103028222488e-269,35.3720518436883,617.324607066094
"z11",6.65528949174373e-13,-7.18883093138279,28.0381942581352
"z12",5.06117883203845e-164,27.4542433572675,376.002355824099
"z13",0,76.5744361292028,Inf
"z14",0,165.232730161556,Inf
"z15",3.28823945081025e-102,-21.5427759254816,233.673327185178
"z16",0,-67.3356837219411,Inf
"z17",0,-201.859541319024,Inf
"z18",0,-58.4907229309254,Inf
"z19",0,-237.844887207374,Inf
"z20",0,-100.320337815353,Inf
"z21",2.80968803150141e-103,-21.6580837060337,236.133191122022
"z22",6.19866401201332e-247,-33.86175978946,566.914184182631
"z23",0,-54.7289169523371,Inf
"z24",4.71285218367791e-08,-5.46276539951109,16.8703874600337
"z25",0,62.288794178829,Inf
"z26",0,-74.6290986466506,Inf
"z27",3.03505894341853e-231,32.73977682772,530.786925636076
"z28",4.99267794651876e-243,33.5856982757006,557.920205169113
"z29",1.78460659714729e-18,-8.77493736474833,40.8673336767065
"z30",0,-99.1192618922232,Inf
"z31",0,43.0122654370883,Inf
"z32",0,94.8566664425878,Inf
"z33",0,43.5476612593325,Inf
"z34",0.0231653333907396,-2.27064554035172,3.76509836821451
"z35",0,95.1900864662093,Inf
"z36",0,-67.9028466843839,Inf
"z37",7.77035499829027e-50,14.8676742513467,113.078938798041
"z38",0,-48.9513351485602,Inf
"z39",6.20571241341035e-60,-16.3619652975675,136.329635354779
"z40",6.33645654149364e-141,-25.4002251032236,322.818178405084
