"","pvalue","tvalue","logp"
"z0",0,-43.6950613158687,Inf
"z1",0,-57.4276077033586,Inf
"z2",0,-49.3101186671934,Inf
"z3",2.32708368936052e-118,-23.2269627642273,270.860425125137
"z4",0,-162.267570901524,Inf
"z5",0,-40.6055497394262,Inf
"z6",4.68861740929859e-133,-24.6632159202322,304.698679624669
"z7",1.41501823454423e-75,-18.4444069279435,172.346739556938
"z8",1.92040311561488e-309,-38.0273148407846,710.846258615109
"z9",0,-44.779778885476,Inf
"z10",8.6746430942815e-130,24.3509408607703,297.175657906109
"z11",0,62.7593256753381,Inf
"z12",0,59.9593179195703,Inf
"z13",0,138.974192326731,Inf
"z14",0,277.043728028472,Inf
"z15",4.13440597758122e-157,-26.8552797580967,360.086515939084
"z16",0,-62.016065874073,Inf
"z17",0,-122.48049737999,Inf
"z18",0,-47.7232585304215,Inf
"z19",0,-149.764705369911,Inf
"z20",0,-49.6194385074563,Inf
"z21",4.09174697348391e-162,-27.2901914764018,371.609813053295
"z22",0,-55.830670955352,Inf
"z23",0,-73.387383172892,Inf
"z24",0,-49.4907731426525,Inf
"z25",5.902892573943e-85,19.5898572089539,193.944290406954
"z26",0,-54.7465920560524,Inf
"z27",5.72813697690608e-222,-32.0592965886673,509.42850030174
"z28",1.32054866018844e-144,-25.7380539110606,331.294206089246
"z29",9.17674927710983e-209,31.0665914503923,479.023611403082
"z30",0,-133.623343048651,Inf
"z31",1.54668167227247e-220,31.9530832029114,506.132608679267
"z32",5.92686673455747e-151,26.3108796188346,345.910853344016
"z33",7.49852976225478e-05,3.96012864148701,9.49821849534405
"z34",0,-39.1172748185671,Inf
"z35",0,65.422476465565,Inf
"z36",0,-49.1968183179795,Inf
"z37",3.1516712500725e-65,17.0944874979393,148.520098176892
"z38",0,-51.2606390874846,Inf
"z39",7.84705259101578e-86,19.6935705327145,195.962180002311
"z40",1.01787630528131e-204,-30.7564912602523,469.709640567622
"z41",0,-91.2303510570876,Inf
"z42",4.35726725196191e-26,10.5731131091494,58.3953673340641
"z43",1.25549455432631e-89,-20.1368116616867,204.702543714318
"z44",0,171.204056468211,Inf
"z45",0,141.030359912928,Inf
"z46",0,-47.8465497096155,Inf
"z47",8.24301488003391e-15,7.76701542288415,32.4294102344091
"z48",1.18338833595568e-13,-7.42140442729384,29.7652244140943
"z49",0,-126.439786886854,Inf
"z50",8.97826970024304e-106,-21.9251512716932,241.879212677335
"z51",0,67.510079123669,Inf
"z52",0,-62.925820936842,Inf
"z53",1.24198532705872e-102,-21.5884896741098,234.646968315914
