"","pvalue","tvalue","logp"
"z0",2.37137500483172e-173,-28.243502827781,397.483751130242
"z1",0,-60.1577273856315,Inf
"z2",0,-81.0051432370542,Inf
"z3",4.14312773898958e-132,-24.5731593758426,302.519781280108
"z4",0,-88.8255497273017,Inf
"z5",1.39614935110453e-108,22.221980881343,248.345472059707
"z6",3.5775634902834e-90,-20.1997000932689,205.957976390064
"z7",9.60335795119519e-73,-18.0847576577213,165.82659896467
"z8",3.88881225947242e-167,-27.7200982789826,383.173606750754
"z9",0,-109.78528667177,Inf
"z10",0,46.7381243649497,Inf
"z11",0,50.1761001498575,Inf
"z12",0,65.7926288869828,Inf
"z13",0,69.1687307459521,Inf
"z14",0,228.100032231339,Inf
"z15",7.06666877763898e-18,-8.61835400064674,39.4911424821605
"z16",0,-69.9764215194507,Inf
"z17",0,-193.3618816264,Inf
"z18",0.00118067382952319,-3.24357326006103,6.74166996151818
"z19",0,-117.699580148659,Inf
"z20",0,-47.068417575575,Inf
"z21",3.4926132321161e-41,13.4591414687656,93.1553385796246
"z22",0,-61.3154776041254,Inf
"z23",0.334182135124481,0.965670076507359,1.09606911989154
"z24",0,-55.1709450390111,Inf
"z25",5.83209720987386e-38,12.8962060200722,85.7348568708466
"z26",0,-65.5944944139786,Inf
"z27",0.824214831589658,-0.222113200357178,0.19332406510507
"z28",1.11354267692143e-48,14.6871009114323,110.416537929907
"z29",1.20983842339678e-91,20.3684205196918,209.344756646149
"z30",0,-137.582491664475,Inf
"z31",0,-39.3731667360499,Inf
"z32",2.32389713936553e-202,30.5743111719154,464.278943206957
"z33",1.44634916565971e-143,25.6430812198569,328.900625733534
"z34",8.54743976914612e-153,26.4747886650402,350.149887432187
"z35",5.72229965188035e-274,35.7181934264897,629.16394471873
"z36",3.27107055963511e-117,-23.1111650792133,268.217338560706
"z37",1.03237319962077e-99,-21.2709195514554,227.924063977183
"z38",0,-50.3902353854099,Inf
"z39",2.04705071414938e-30,-11.4732643678354,68.3611527085838
"z40",0.652784254346324,-0.449869739420493,0.426508595803399
"z41",0,-94.8519024405659,Inf
"z42",0,108.478516713934,Inf
"z43",2.72371988084279e-28,11.0404684957492,63.4703840545919
"z44",0,129.606038872267,Inf
"z45",0,234.313699831399,Inf
"z46",2.2358361286517e-61,16.5648023269884,139.653075407752
"z47",0,50.4849913271745,Inf
"z48",2.86954516598576e-148,26.0700534786544,339.728440224657
"z49",0,-145.626271533443,Inf
"z50",0,69.5283209829405,Inf
"z51",0,67.740452431723,Inf
"z52",0,-61.6357428537078,Inf
"z53",0,-39.4855147685844,Inf
"z54",0,67.3960529851027,Inf
"z55",0,-62.573370991843,Inf
"z56",5.08713562159017e-107,-22.0574024723895,244.749890024451
"z57",0,-49.8729460190041,Inf
"z58",1.39739518244957e-244,33.695710009213,561.496152770927
"z59",2.95135473723216e-230,-32.667936088051,528.512307090734
"z60",0,61.4480299626136,Inf
"z61",2.2903198004519e-290,-36.8020528852258,666.920985509605
"z62",0,-51.6377538134571,Inf
"z63",1.56311391231818e-158,26.9795678886448,363.361764763714
"z64",0.00276643316063739,-2.99258820395576,5.89019645617917
"z65",0,132.527138463097,Inf
"z66",4.79424613387754e-06,-4.57406544743447,12.2480940812013
"z67",9.63909671882728e-42,-13.5544793934034,94.4427465028842
"z68",0.251093238855253,1.14763706120165,1.38193093928524
"z69",0,74.7617514995546,Inf
"z70",0,50.0919619772245,Inf
"z71",0,-81.5117601644146,Inf
"z72",0,-121.011207310398,Inf
"z73",4.9326208476103e-170,-27.9652148354566,389.843595350097
"z74",2.33248909086157e-114,-22.8208996601886,261.647764624608
"z75",0,77.4104550646932,Inf
"z76",0,97.3077108896191,Inf
"z77",0,103.319497421886,Inf
"z78",0,-44.8821591208782,Inf
"z79",0,43.6439104916051,Inf
"z80",0,-142.245741253894,Inf
"z81",0,-115.122998509934,Inf
"z82",1.59661938484684e-174,28.3411626154475,400.181917671479
"z83",5.75483984855584e-38,-12.897239221915,85.7481923202137
"z84",9.83357423349081e-66,17.1628774665949,149.684813664908
"z85",2.08785854381697e-160,27.1425179206679,367.677475958536
"z86",2.81540758436718e-16,8.1848162439935,35.8062544466104
"z87",0,143.450936428261,Inf
"z88",2.42091350743118e-10,-6.33356008558129,22.1417059785908
"z89",6.29751107752279e-57,15.9313879630343,129.407195812383
"z90",1.12172657892085e-09,-6.09245939009599,20.6083967503447
"z91",4.2897178641423e-118,23.2002144977862,270.248820008454
"z92",0,64.0278799471612,Inf
"z93",1.46789229972009e-235,33.0519082330313,540.723669291413
"z94",0,40.4294045552275,Inf
"z95",0,-127.307365944461,Inf
"z96",3.11509026342891e-89,-20.091168133194,203.793815147627
"z97",0,53.3812760811719,Inf
"z98",1.11839670731651e-06,-4.87018139762048,13.703614409573
"z99",6.19548968947107e-223,32.1307784209226,511.652654179796
"z100",0.000329440811191471,3.5911166795238,8.01811385235335
"z101",0,-46.7540747468528,Inf
"z102",7.30604349157834e-98,21.0673235384659,223.664637232203
"z103",4.68151803589281e-131,24.4725718049375,300.095024758242
"z104",0,-149.286229024911,Inf
"z105",0.00815843204322792,2.64542072357235,4.8087032800348
"z106",0,152.679909120793,Inf
"z107",3.58835445942203e-277,35.9322441097239,636.538377029782
"z108",0,81.9987022760169,Inf
"z109",3.15211672817199e-166,-27.6427734028702,381.081051232652
"z110",0,-60.6264037212717,Inf
"z111",0,-62.8636553069195,Inf
"z112",0,76.7190540655848,Inf
"z113",1.1965732981286e-135,24.9083844603907,310.669525667256
"z114",0,-56.8734136065002,Inf
"z115",8.11382463066541e-14,7.47129885872146,30.142621950545
"z116",0,-73.8088611698918,Inf
"z117",7.97754220880969e-36,-12.5094504862339,80.8164329776473
"z118",0,45.0617242714236,Inf
