"","pvalue","tvalue","logp"
"z0",1.20930142253931e-227,-32.4772295819438,522.496773253507
"z1",0,-96.7228860061174,Inf
"z2",0,-265.427457336772,Inf
"z3",0,-113.866257084465,Inf
"z4",0,-159.306393786637,Inf
"z5",7.47013724440956e-195,-29.9875370012348,446.993179762117
"z6",2.59387619271881e-11,-6.66989116972831,24.3752826665066
"z7",1.78539645864996e-107,-22.1054516417834,245.796964454107
"z8",1.17400723089447e-07,-5.29834234945438,15.9576727703768
"z9",1.24561929953529e-186,-29.3322088495257,428.061194461307
"z10",0,69.7451241144797,Inf
"z11",2.65921145439762e-155,26.6964645939363,355.922659780947
"z12",5.88614873613731e-157,26.8418363553977,359.733257681097
"z13",0,112.07589885811,Inf
"z14",0,96.0663528933274,Inf
"z15",4.50906561573786e-29,11.2015203333985,65.2688777453235
"z16",0,-67.608510067289,Inf
"z17",0,-202.657964763865,Inf
"z18",0,-53.7361625701404,Inf
"z19",0,-265.480665795438,Inf
"z20",0,-64.0305652327984,Inf
"z21",3.45911393293001e-66,17.2240014823557,150.729603670082
"z22",0,-74.2434751022397,Inf
"z23",0.00024314620295992,3.66953230224792,8.32184763727622
"z24",6.40539373831101e-288,-36.6422018567497,661.287366375241
"z25",2.74959545921011e-42,-13.6467445149011,95.6971201106343
"z26",0,-93.9661527835951,Inf
"z27",1.98217495470586e-131,24.508269241836,300.954452478409
"z28",7.31531847042792e-18,8.61438376224476,39.4565611037412
"z29",0,61.1617547496413,Inf
"z30",0,-124.464433263022,Inf
"z31",0.000205776760365481,-3.71198748884534,8.48871866433481
"z32",0,104.490965197766,Inf
"z33",1.57460039885987e-89,20.1254443275584,204.476071751393
"z34",1.84232577040921e-164,27.4918554128094,377.012926471928
"z35",0,89.1861334183747,Inf
"z36",0,-71.0247704298567,Inf
"z37",3.16222149144035e-47,14.4570172703633,107.070224586492
"z38",1.51430318076978e-122,-23.6446648167589,280.500425958807
"z39",1.25878875558354e-31,11.7130586486465,71.1499879292945
"z40",6.52320076279594e-100,-21.2927506481301,228.383144129386
"z41",0,-124.843763900877,Inf
"z42",0,71.511367513704,Inf
"z43",0,43.8416972156163,Inf
"z44",0,192.766267468348,Inf
"z45",0,121.573945635346,Inf
"z46",0,-49.8852867203305,Inf
"z47",7.33601396352346e-200,-30.3801486509043,458.524222960432
"z48",3.02551591293606e-20,9.22369453140694,44.9446202332091
"z49",0,-237.543522482361,Inf
"z50",6.66359196908996e-198,30.2271956837147,454.015189738959
"z51",0,152.871924181197,Inf
"z52",0,-116.828774377198,Inf
"z53",5.75393005568699e-226,-32.354228882001,518.634347907371
"z54",0,77.525288064499,Inf
"z55",0.262573115306171,-1.12027002909095,1.33722570123429
"z56",0,-60.752009840503,Inf
"z57",1.35103475020286e-308,37.9736486015938,708.895337861681
"z58",9.16823197368013e-19,8.84975350753331,41.5333723046953
"z59",0,-93.1801161187353,Inf
"z60",9.59361165053127e-230,32.6306462276201,527.333473964739
"z61",0,-96.2571468483451,Inf
"z62",1.23641405349973e-59,16.3195859548563,135.640305188971
"z63",0,83.030120072693,Inf
"z64",3.20875496768661e-215,-31.5556157901639,493.889911992349
"z65",0,189.034821513847,Inf
"z66",1.50978173235049e-140,25.3653775845238,321.9499479269
"z67",7.6424685022419e-16,8.06344305902962,34.807640834525
"z68",3.78558296355137e-198,-30.2464167853526,454.580648518359
"z69",0,112.408758506582,Inf
"z70",4.43525289672377e-91,20.303863580825,208.045658825386
"z71",0,-104.4375058021,Inf
"z72",0,-126.445203838248,Inf
"z73",0,-44.4543353330043,Inf
"z74",2.7544570275008e-06,-4.68884961391842,12.80229022099
"z75",0,87.5731006008333,Inf
"z76",0,133.693141454439,Inf
"z77",0,141.217815168239,Inf
"z78",2.48277775170979e-88,19.9865353530463,201.718110188926
"z79",0,44.2643533617455,Inf
"z80",0,-58.3250979315052,Inf
"z81",0,-90.1382818103239,Inf
"z82",0,44.1364277807901,Inf
"z83",2.96203112527254e-36,-12.5882919193632,81.8071881238006
"z84",1.88122547850999e-195,30.0347435429316,448.372169719088
"z85",4.45641901198052e-42,13.6112979353937,95.2142283743365
"z86",1.46022029239946e-64,-17.0040468345765,146.986858642076
"z87",0,119.113496277386,Inf
"z88",8.21775478877382e-22,9.60358130309919,48.5505750141623
"z89",2.8587597926663e-314,-38.3316739033435,721.961331308275
"z90",7.56924476165882e-06,4.47744792934955,11.7914172627762
"z91",5.54634537231581e-292,36.9072786241621,670.641707934878
"z92",9.87320849028191e-303,37.6004198650146,695.393458301573
"z93",0,65.3796334632014,Inf
"z94",0,47.7861779863515,Inf
"z95",4.826096131878e-14,7.5394638743588,30.6621534153353
"z96",2.866415731225e-43,13.8115276784504,97.9580966236033
"z97",0,56.9783866081369,Inf
"z98",0.132088503739682,1.50584827876149,2.02428309819261
"z99",0,39.7514233904153,Inf
"z100",0,-50.0955942431394,Inf
"z101",9.71305767831642e-307,-37.8558337914194,704.62015241651
"z102",0,-55.9163277957835,Inf
"z103",4.26314898778665e-139,25.2308678570921,318.609319839953
"z104",0,-176.899586739543,Inf
"z105",0,88.2013491870676,Inf
"z106",0,116.002241783802,Inf
"z107",7.11003366337506e-71,-17.8434554032286,161.522034624121
"z108",0,94.7465428263941,Inf
"z109",2.33454457867495e-21,-9.49510655014252,47.5064701220298
"z110",0,-50.5941099187682,Inf
"z111",0,-52.6030880300584,Inf
"z112",0,50.3206833380755,Inf
"z113",7.84363006074295e-55,15.6244443878645,124.582478369518
"z114",0,-46.5228162741621,Inf
"z115",1.83066215618033e-22,-9.75752934419401,50.0521943104835
"z116",0,-72.4842599910233,Inf
"z117",0,49.9819919361385,Inf
"z118",0,41.1076199048996,Inf
"z119",4.65043162343076e-59,-16.2378389516658,134.315560449114
"z120",7.02564459850885e-210,31.1516293389782,481.593302559944
"z121",0,102.155236489898,Inf
"z122",0,80.4280090975031,Inf
"z123",2.49668632426216e-145,25.8039401146752,332.95987410177
"z124",0,-172.521678103211,Inf
"z125",0,-46.3030649833178,Inf
"z126",0,42.4294793454834,Inf
"z127",0,55.7952185610309,Inf
"z128",0,181.214437396347,Inf
"z129",0,268.438596134984,Inf
"z130",2.16369056809904e-51,-15.1072289680095,116.660024382648
"z131",0,85.3959784892212,Inf
"z132",1.02246465048838e-17,8.57585015545691,39.1217305442111
"z133",0,69.2245323564703,Inf
"z134",0,-44.7909743775319,Inf
"z135",0,-132.369634348388,Inf
"z136",1.9522519783735e-294,-37.0665242301432,676.291033773308
"z137",0,245.864386574489,Inf
"z138",0,54.6584144694607,Inf
"z139",0,-289.342801283887,Inf
"z140",3.88251553523371e-05,4.11465418161972,10.1564421875895
"z141",1.48404513776074e-152,-26.4535095881802,349.598162574532
"z142",0,45.4440410453275,Inf
"z143",5.82681824129071e-88,19.9433780038705,200.865017088304
"z144",0,-256.57673311807,Inf
"z145",0,39.2475289993748,Inf
"z146",2.49004274753483e-41,-13.4842615698729,93.493688934742
"z147",1.83927988652566e-245,33.757946673091,563.523973654543
"z148",4.95946259856359e-311,38.1276715345296,714.502666533345
"z149",4.42760729555902e-25,-10.3527490595207,56.0767680005774
"z150",0,-139.697492881077,Inf
"z151",0.179059703852871,1.34358965891499,1.72003598767635
"z152",0,-79.0034288127577,Inf
"z153",2.39230542776468e-186,-29.3093718964091,427.408569781763
"z154",1.47156196376596e-51,15.1327952450925,117.045515345638
"z155",0,-195.971800213487,Inf
"z156",6.71141218656892e-10,-6.17422338599402,21.1220415411051
"z157",3.33638793073563e-170,27.9795198391331,390.23457704506
"z158",2.07470294899053e-53,15.4126740275168,121.307191942363
"z159",3.44278337967771e-23,9.9261061459686,51.7231768726412
"z160",1.51961236617903e-202,30.5885975305984,464.703733504713
"z161",0,159.355687255983,Inf
"z162",0,-539.226047394336,Inf
"z163",2.78400207991252e-243,33.6036900682034,558.504288107986
"z164",0.000471897893236317,-3.49633828692933,7.65874792367013
"z165",5.32642094236733e-74,-18.2451313112777,168.718617361923
"z166",0,45.6812583836316,Inf
"z167",0,-54.1611575597698,Inf
"z168",0,-99.2344829150197,Inf
"z169",0,58.5056956080099,Inf
"z170",0,126.454564387834,Inf
"z171",0,74.4803933009694,Inf
"z172",0,-157.533206201472,Inf
"z173",0,81.711471686387,Inf
"z174",0,111.663460891681,Inf
"z175",1.39765294263364e-236,33.1253759397249,543.075287586369
"z176",1.61639963318025e-152,-26.4502132537201,349.512732907809
"z177",0.00031641078446233,3.60162231766923,8.05846923775175
"z178",0,-43.4464735458641,Inf
"z179",0,153.359940654702,Inf
"z180",0,239.980634898056,Inf
"z181",6.49162595361848e-272,35.5802382126551,624.432632262898
"z182",0,-40.8335888757949,Inf
"z183",0,49.9136414023784,Inf
"z184",9.80422327571271e-39,13.0336498211573,87.5180053874207
"z185",0,46.062443169907,Inf
"z186",0,-125.187280857553,Inf
"z187",7.22578896464461e-223,32.1258385597713,511.498819310377
"z188",0.0088715376504345,-2.61694126771571,4.72490714363349
"z189",1.34110349094368e-188,-29.4903100331516,432.592504707104
"z190",7.07520459020845e-21,-9.37857625418116,46.3976905924198
"z191",0,-57.8003362247368,Inf
"z192",1.60743431723792e-192,-29.8029851371511,441.621698538756
"z193",0,-63.8169607941861,Inf
"z194",0,-57.8269983789543,Inf
"z195",2.17321871284484e-06,4.73715456148566,13.0393012115732
"z196",1.51933571535025e-182,29.001322739096,418.652213714958
"z197",0,81.3688378372805,Inf
"z198",8.80526693488655e-22,-9.59644406879431,48.4815219880957
"z199",1.19677524874927e-28,-11.1143928531271,64.2927519570012
"z200",0,358.491443580099,Inf
"z201",0,43.5589795207926,Inf
"z202",5.7184116899185e-238,-33.2249893515943,546.271561042338
"z203",0,43.033596683249,Inf
"z204",0,143.604470418755,Inf
"z205",0,-146.82791060607,Inf
"z206",1.75597731065197e-09,6.02025899339021,20.160240262858
"z207",0,-216.578134196394,Inf
"z208",4.77114340316733e-86,-19.7190599131723,196.45973201415
"z209",1.03592959588973e-297,37.2781353389661,683.832473435339
"z210",7.45088584629501e-17,-8.34373590468814,37.1356136500331
"z211",0,-49.3446796569171,Inf
"z212",0,-155.134575861005,Inf
"z213",0,-79.2001429181433,Inf
"z214",2.45822031618386e-176,28.4916012911131,404.355538727529
"z215",1.54539645075527e-266,35.2169007518284,612.052354256553
"z216",0,-56.8421055211986,Inf
"z217",0,-70.6843429728278,Inf
"z218",1.44992031205048e-129,-24.3294742013156,296.661968398516
"z219",0,-78.5747222788682,Inf
