z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
0.5811243,0.011955663,-0.0005997199,0.021456162,-0.007907046,0.04006906,-0.025555648,-0.017711028,0.021729063,-1.3040429,0.014004517,0.71691096,-0.031179516,0.24439578,-0.015237034,0.04767012,0.015251433,-0.00383393,0.015548799,0.015785672,0.034936894,0.0449724,0.009929872,-0.011740187,0.07113704,-0.044586115,-0.051030707,-0.0291531,0.0042770524,-0.014674379,0.0007920619,-0.32109246,1,1,human
0.59182507,-0.04073477,0.010761298,0.037450634,0.028102916,0.03105308,-0.029624607,0.014122286,0.030787861,-1.3056113,0.02853152,0.7505917,-0.0071357368,0.25735512,-0.06620925,0.0054526627,-0.023077445,-0.010827445,0.031059839,0.017781554,0.008501279,0.01029163,0.047845524,0.020625297,0.06666703,-0.0020098875,-0.04057912,0.01812141,0.0136873135,0.0149014285,-0.028759694,-0.3155507,1,1,human
0.60769695,-0.08327396,-0.04530472,0.15615432,-0.09719616,-0.1211128,0.05502547,-0.07386512,-0.05866859,-1.3309034,-0.1192234,0.7269554,0.106756225,0.27844304,0.09639051,0.018547285,0.011789656,0.09156115,0.060626063,0.11707711,0.07410513,-0.06194813,-0.03596699,-0.09854518,0.088710636,-0.08975545,-0.15251482,-0.10021141,-0.07614866,-0.098440014,0.058072302,-0.34310034,0,0,human
0.60163033,-0.033661857,-0.052640337,-0.010359201,-0.033618975,0.025929475,-0.0106799295,0.027672859,0.018094186,-1.3010564,0.05142749,0.73938584,-0.0157837,0.24928498,-0.013424568,0.04374003,-0.012123773,0.000312933,-0.021603245,0.06804041,0.054769363,0.02841379,-0.0043258932,-0.025625791,0.083735034,0.014106641,-0.060337983,0.016933989,0.008585681,0.0170114,-0.03848986,-0.32616287,1,1,human
0.59961814,-0.075274475,-0.05075298,0.15248834,-0.11922839,-0.12582383,0.040923107,-0.06682392,-0.07111076,-1.3146359,-0.11420168,0.7283134,0.10115152,0.27863726,0.10118465,0.010049644,0.005136686,0.0901519,0.061364982,0.10470487,0.07103967,-0.07716723,-0.026308388,-0.090336435,0.082350165,-0.075231306,-0.14619777,-0.11462925,-0.0800041,-0.08505552,0.05275029,-0.33949676,1,0,human
0.56026334,-0.038990874,0.012322901,0.011433949,0.044641692,0.017141953,-0.0807222,0.02070756,0.060363874,-1.2545801,0.018448161,0.746502,-0.04114629,0.26660404,-0.07792126,-0.0076876795,-0.026598154,-0.04560417,0.08703339,-0.09652371,-0.04359992,0.01595615,0.07733802,0.06503561,0.12999357,-0.02519494,0.022643166,-0.016504437,0.04447904,0.011825229,0.0309681,-0.28992805,1,1,human
0.59652025,-0.08328568,-0.05299675,0.1544755,-0.11136488,-0.11786027,0.04373014,-0.053353842,-0.070111446,-1.304771,-0.097973146,0.7285372,0.08991583,0.2779481,0.08031968,-0.0039712233,0.0009633169,0.07494223,0.066186085,0.102123775,0.0645467,-0.075978555,-0.014956846,-0.08612503,0.07806138,-0.06253906,-0.15082878,-0.0896567,-0.07791417,-0.079931125,0.047686346,-0.3220968,1,0,human
0.5889308,-0.020234602,-0.016416006,-0.009017085,0.031166792,0.030161642,-0.01951006,0.043566793,0.04590816,-1.3067149,0.018318173,0.745849,-0.028685674,0.24187082,-0.0566575,-0.0064863376,-0.07427058,-0.017552355,0.034661267,-0.033355843,-0.020920077,0.003513197,0.058629777,0.02216743,0.10421939,-0.052526742,0.00764965,0.015252139,0.036951624,-0.009282925,-0.005465449,-0.3329752,1,1,human
0.5804216,0.0046510347,-0.010919379,0.018612927,0.029121414,0.05947737,-0.06587173,0.009892898,0.025819391,-1.2980286,0.029454192,0.7394831,-0.029284477,0.26928896,-0.04323387,0.025279645,0.030707065,-0.018192194,0.033813003,-0.016926205,0.020457441,0.045682423,0.047677048,0.00091695157,0.07602493,-0.04376524,-0.04441482,0.00084606826,-0.0034149836,0.012371312,0.0062811403,-0.31297913,1,1,human
0.5776943,-0.023897434,-0.05417094,-0.03902565,-0.09135707,-0.008105183,-0.011140321,0.043474857,-0.004478424,-1.2796385,0.034988977,0.7385172,-0.023878884,0.24125527,0.02202306,0.008821689,-0.016968718,0.036804255,-0.020581018,0.035245273,0.083308466,-0.0020957682,-0.02697804,0.021631058,0.09118165,0.054850794,-0.038908303,-0.052338075,-0.010980005,0.050593812,-0.045081064,-0.3102956,1,1,human
0.58292717,0.035865054,0.08708909,0.06004631,0.08498792,0.077744566,-0.08244348,-0.043423582,0.007000032,-1.2569246,0.004615924,0.7322873,0.014908762,0.27593622,-0.05945115,0.10693179,0.023534622,-0.03811363,0.03725727,-0.08847556,-0.035917517,0.04649578,0.04705162,0.0027730048,0.08505425,-0.06778051,-0.03328079,-0.0057028187,-0.018220814,-0.047057055,-0.006048277,-0.3339709,1,1,human
