z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
1.264888,-1.0761734,-0.38295704,-0.22070396,1.0320777,1.6729596,0.068811774,-0.10287406,1.0666548,-0.85110384,-1.129001,-1.2418059,-1.0883653,-1.8024654,0.0892818,-0.7518381,-0.4171422,1.4280683,1.3059214,0.49691388,-1.5124485,0.0674189,1.1291809,0.98465383,-1.1989032,-0.5233174,-1.1061163,0.168391,1.5132666,-0.9077451,-1.5305957,-1.4507174,1,1,human
0.7734551,-1.2211723,0.20720138,0.9971818,0.50503856,1.9369404,-0.64507556,0.22961937,1.7240473,-0.390951,-1.3685558,-0.41286808,-1.4653505,-1.0907298,-0.2847661,-0.41271,0.20689364,0.8848227,0.9585305,-0.89512473,-0.8087301,1.1677569,0.78455096,0.5967462,-0.9074104,0.7528386,-0.23012385,0.20079957,1.7300384,-1.0236638,-2.5064392,-2.143454,1,1,human
1.7748089,0.545362,-1.9151134,-1.3889751,1.5704876,1.8975409,1.7622496,-1.8214576,1.1712669,-1.9156346,-1.0516961,-2.7067063,-1.0443333,-2.5013433,1.3356268,-1.3675604,-1.0299299,1.8313947,2.6707282,2.733875,-2.8455014,-1.7926465,1.105631,0.65322757,-0.33703074,-0.6803073,-1.5702953,0.81468415,1.3738532,-0.4871601,-2.357838,0.26607034,1,1,human
-5.5854487,0.23233446,4.9633718,4.6756797,0.71112365,-8.123271,-5.2111006,1.7541927,-1.9780847,1.8679261,-0.97866786,8.259921,-2.2631443,3.6315532,2.9606805,9.240885,4.0933585,0.09580817,-5.9207816,-6.5807686,3.3602304,1.4234511,1.4783546,0.9637232,2.0006752,2.7276094,1.3614656,-4.5472803,-0.33950126,-1.2490535,0.025702517,-0.18512313,1,0,human
1.978374,0.15790182,-0.5028881,-1.41295,1.3773378,1.8080347,0.5758974,0.04320394,0.91398394,-2.6738226,0.34223986,-2.3408742,-0.26250485,-2.0242116,0.5967693,-1.0129708,-0.39683613,2.180884,0.9555459,1.6358241,-1.7618754,-0.46301785,1.484485,-0.11030289,-1.6018727,-1.059596,-1.7955753,1.0022446,1.0013069,-0.8942477,-0.7227877,-0.33312058,1,1,human
1.8547012,1.0618789,-1.4053262,-1.2606118,1.6269729,1.5123016,0.90074384,-1.2857779,1.5081277,-2.0075583,-0.8652028,-2.2444339,-1.2638518,-2.6921468,1.3237997,-1.8603977,-0.85686994,1.2511493,2.0281367,2.4570544,-2.018822,-1.627804,1.3329607,0.8234116,-0.69521785,-0.09323491,-1.7941644,1.1731412,0.93773615,-0.12623699,-1.976594,-0.08834416,1,1,human
-5.209692,0.12354539,4.72607,4.3449335,0.6483595,-7.481381,-5.0981917,1.6385385,-1.6744665,1.7795862,-0.991398,7.8036156,-2.2053478,3.236868,2.8219948,8.465071,3.8577363,0.17818919,-5.5832343,-6.2238545,3.2483702,1.3316509,1.3861314,1.1326865,1.8307345,2.5241482,1.1715114,-4.1428003,-0.25112447,-1.1752062,-0.02153991,-0.37415946,1,0,human
1.1129873,-0.21235062,-0.6404123,-0.84516555,1.3190933,1.5883616,0.5531555,-0.19967347,1.0719203,-1.6040419,-0.6241319,-1.7059538,-0.7146833,-1.8613361,0.49002498,-0.89012814,-0.17326757,1.6282928,0.9110804,1.1515167,-1.675697,-0.51782334,1.194522,0.5550523,-1.2819221,-0.7831161,-1.2754554,0.99601406,1.0487232,-0.7743864,-1.3745978,-0.5433084,1,1,human
2.3796206,-0.7382044,-0.39438376,0.3998928,1.2257702,1.6078916,0.5761315,-0.043518588,1.3797108,-0.9823888,-1.0968676,-1.6445537,-0.86463296,-1.850957,0.50633305,-0.60217017,-0.6532919,1.2577688,1.481981,0.63214666,-2.0018559,0.35979286,1.2932109,0.008300877,-1.0633612,-0.20502691,-1.2925849,-0.33418763,1.5309789,-0.5284801,-1.6792445,-1.0065051,1,1,human
0.33897957,-1.770165,1.3919585,1.3870661,0.33994415,1.6485296,-1.5174729,1.7499305,1.537092,-0.77749205,-0.8921023,0.22716269,-0.9203715,-0.24445689,-1.246194,0.3099724,1.1263114,1.2899868,-0.42964444,-2.2091947,-0.016389836,2.386179,1.2253803,-0.021537622,-2.0021892,0.69997793,0.10720978,0.45835125,1.6086972,-1.6357677,-1.691873,-2.5347514,1,1,human
-0.613895,-1.5665417,-1.4490451,-0.97856903,0.79298455,3.0280325,0.94985497,-1.0294485,1.1141958,-1.4994719,-1.573438,-2.1122983,-1.5694834,-2.5707245,-0.47092327,-0.45674002,0.02298784,1.467921,1.4259307,0.116743125,-2.2474124,-0.20990062,0.5240071,1.3133479,-0.9240269,-0.12308988,-0.7423636,1.3216468,1.606209,-1.9832141,-3.3645592,-1.3338528,1,1,human
2.265054,-0.2269825,-0.29744002,0.10092475,1.050888,1.4925905,-0.30818316,-0.13455334,1.7988884,-1.505652,-0.84442645,-1.3712357,-1.1785122,-2.0971785,-0.089104556,-1.507744,-0.7350172,0.8804699,1.8838333,0.7952878,-1.4657772,0.5008006,1.6231991,0.55219126,-1.4944277,0.36942032,-1.1953636,0.30523026,1.5158273,-0.8941449,-1.7197413,-1.5525799,1,1,human
0.73282635,-1.300923,0.22873396,-0.28695974,1.1646441,1.3889203,-0.1320534,0.8668589,0.790628,-1.2004997,-0.7134902,-1.1695459,-0.56785965,-1.317767,-0.5488471,-0.30378896,0.37150866,1.6231482,0.14570709,-0.06161999,-1.1906021,0.5445231,1.3934035,0.6647839,-2.133321,-0.8194289,-0.974694,0.6347048,1.2317102,-1.2478193,-0.81625926,-1.2815353,1,1,human
-5.5741367,0.18430379,4.8892417,4.6591716,0.6798805,-8.025159,-5.2102537,1.6883675,-1.9320883,1.8756812,-1.0108482,8.1908655,-2.261356,3.550523,2.9548376,9.161615,4.0395055,0.06322141,-5.8273706,-6.5550413,3.316134,1.4016411,1.4203298,1.0245683,2.033245,2.7073894,1.3382151,-4.503662,-0.28717446,-1.2482325,-0.04007304,-0.22729789,1,1,human
1.5305365,0.18021557,0.43369862,-0.28784272,1.0746306,1.8167229,-0.8202987,0.9700567,1.7110876,-1.7025541,-0.28851864,-0.9571518,-1.1800262,-2.050845,0.7897923,-1.0209099,0.25664902,1.1476672,-0.4812999,-0.1914441,-0.19688664,0.2537731,1.18942,0.07131956,-1.3868264,0.53739893,-1.6784047,0.95233595,0.5673056,-0.0381315,-1.1629982,-1.534496,1,1,human
-5.339507,-0.02510292,4.7223463,4.508676,0.5884335,-7.6742334,-5.14251,1.6437949,-1.8413036,1.8230355,-0.99933356,7.901781,-2.1682646,3.2925923,2.7857697,8.751677,3.7882543,0.12417441,-5.535619,-6.376864,3.181825,1.4420336,1.3611306,1.1231661,1.9370979,2.484735,1.2162876,-4.3268905,-0.20257865,-1.3274099,-0.02432895,-0.393862,0,0,human
-5.399958,0.4124637,4.830516,4.523225,0.6764993,-7.9030786,-4.958845,1.6845123,-1.9378653,1.8431232,-0.8490911,8.07048,-2.1193051,3.641682,2.9773571,8.904372,3.987877,0.040585477,-5.9022703,-6.351158,3.3452015,1.3291631,1.3703951,0.85375094,2.022551,2.6032128,1.4080358,-4.382337,-0.47130427,-1.0888304,0.12330161,-0.02287288,1,0,human
2.2911313,0.85047543,0.2801302,0.37440908,0.7365889,2.1095464,-0.97288084,0.2569942,2.663194,-1.47815,-0.60517335,-0.74785906,-1.9072361,-2.4987235,1.7681853,-1.2025242,-0.13506824,0.6520585,0.031280812,-0.30249164,-0.09730596,0.16386372,0.8101346,-0.18429387,-0.25233108,1.7642626,-1.9277636,0.35634616,0.7656316,0.7237722,-2.2318497,-1.8652638,1,1,human
1.9145135,-0.21287784,-0.33850068,-0.34939644,1.574824,1.7793416,0.6177163,0.15725912,1.2784506,-1.4238102,-0.85980296,-1.8511006,-0.9474585,-1.7853824,0.67270046,-0.9455036,-0.22308443,1.6576717,0.92071605,1.0376837,-1.6639539,-0.19668205,1.44389,0.23439132,-1.4548343,-0.3464524,-1.4209436,0.5068171,1.1504835,-0.3831227,-1.4239438,-0.8692155,0,1,human
1.6515027,0.28484762,-0.64950097,-0.539483,1.0190953,1.7734078,0.08160457,-0.5131845,1.5907745,-1.3465781,-0.72668886,-1.358295,-1.2284738,-2.320201,1.2921478,-1.2676697,-0.5430612,1.1585886,1.0199196,0.96898496,-1.166854,-0.68828815,0.81572396,0.5339681,-0.3771832,0.031394035,-1.6200076,0.68174016,0.92436725,-0.0015365017,-1.7606243,-0.92308396,1,1,human
1.9959819,0.037173185,-0.7595602,-0.55457544,1.0465916,1.757579,0.6670919,-0.3586312,1.4269067,-1.5849874,-0.52986133,-1.8280387,-0.70927995,-1.9313413,0.5808475,-1.0922911,-0.44951367,1.2680879,1.3654616,1.3001336,-1.7250745,-0.353938,0.99851316,-0.027217794,-0.8702459,-0.3275446,-1.3943459,0.59998614,1.1312712,-0.3574795,-1.5208417,-0.51125973,1,1,human
2.45084,-0.5463862,0.48865038,1.3705263,0.6587143,0.42642733,-0.94692826,0.4550856,1.9375768,-0.68289053,-0.9577677,-0.06275967,-0.68570185,-0.8281292,-0.8203639,-0.90984035,-0.19774933,0.45819142,1.6583433,0.040832546,-0.9487516,1.4345684,1.6326847,0.0748064,-1.6057949,0.49118972,-0.34262803,-0.29962492,1.7303922,-0.88823456,-1.2023462,-1.481883,0,1,human
1.0986419,-0.2591547,-1.6449835,-2.0184555,1.6715297,2.2474597,1.5409926,-1.6530966,0.7665261,-2.1862087,-0.87689704,-2.8151658,-0.89437234,-2.064206,0.67315775,-1.0933437,-0.64906913,2.9182224,2.7142718,2.6534972,-2.9457664,-1.7688812,1.212509,1.4230307,-1.0931655,-1.5882165,-1.3932387,0.9938207,1.9515011,-1.403581,-2.033671,-0.16128209,0,1,human
1.6367959,0.20288107,1.8672465,2.405923,-0.059831735,1.1564994,-2.7742896,0.69172,3.227348,-0.21136062,-1.0929428,1.5762466,-1.9918094,-1.0380025,1.5509036,-0.08309093,0.639941,0.46501005,-0.52315235,-2.5988944,1.0004456,1.6770633,0.6916577,-0.00071048905,0.11361748,2.665228,-0.65454805,-0.905803,1.5948312,0.43566516,-2.5763931,-2.7473152,1,1,human
1.393075,0.05805433,-0.39491695,-0.6180074,1.2166476,2.0136905,-0.27626336,-0.15137355,1.6367003,-1.5703607,-0.78764147,-1.4342699,-1.5181544,-2.4235263,0.77052665,-1.4716864,-0.3984534,1.2352012,0.890468,0.65130234,-1.0155237,-0.30639204,1.2150481,0.9179856,-1.1068945,0.28530777,-1.5512458,0.9278465,1.0221518,-0.4462482,-1.8460207,-1.546016,1,1,human
2.5214448,-0.74245036,-0.2445135,0.726487,0.8461067,1.7317798,0.680411,0.48912284,1.916574,-1.8729656,-0.51331896,-1.8788273,-0.13490461,-1.6236769,-0.5384838,-0.3361696,0.004314222,0.8900105,1.164872,0.14577208,-2.225411,1.3924778,1.2364293,-1.349478,-1.6328256,0.19521342,-1.0733459,0.37227604,1.5077778,-1.0609697,-1.8610656,-0.51877594,1,1,human
1.5479918,-0.12336317,0.4432377,-0.06471592,0.8295098,1.3450848,-1.1052601,0.79291385,1.6877853,-1.3179348,-0.4843172,-0.53133535,-1.0390716,-1.6022767,0.087374456,-1.2116989,0.16974865,0.99706364,0.24976327,0.005080349,-0.19085781,0.44310734,1.2589302,0.43048352,-1.5079398,0.3544684,-1.2349632,0.8253848,0.9199992,-0.3471374,-0.99089944,-1.6396765,1,1,human
2.9424703,0.41171294,-0.5680581,0.30001095,1.5732296,1.6430452,0.7690852,-0.23317944,1.6038032,-0.83245,-1.2585286,-1.7310549,-1.5066307,-2.1128085,1.5587537,-1.1168631,-0.8188521,0.8509803,1.3904699,1.3434858,-1.5466346,-0.49554157,1.2889581,-0.08754605,-0.54379195,0.6280928,-1.6141711,-0.38223228,1.0164545,0.68980443,-1.8389798,-0.8062488,1,1,human
3.3869805,-0.5263692,-0.5642458,0.75704503,1.628276,0.8146082,1.1055609,-0.35505855,1.330267,-0.9479987,-1.3205526,-2.0275729,-0.72589636,-1.5520245,0.0070086815,-0.79026294,-0.9252309,0.9748434,2.6345587,1.6809913,-2.7537649,0.40939358,1.931781,-0.013184205,-1.5339918,-0.124155864,-1.176801,-0.93808067,1.9361693,-0.54739845,-1.4576662,-0.46117494,0,1,human
0.53153116,0.3179753,3.0969336,2.6559792,-0.6209936,0.031546757,-4.671657,1.5369761,3.1912103,-0.5130284,-0.41786316,3.3586545,-1.6000189,0.15446691,0.96881926,0.5992675,1.8820573,0.78068185,-1.6793787,-3.958947,2.4138577,2.3839996,0.5448333,0.0029812625,0.0865334,2.7429032,-0.2194427,-0.44129112,1.3855381,-0.2199615,-1.8422446,-2.9159214,1,1,human
-5.659395,0.26641023,4.637957,3.1276703,1.2483855,-7.0163603,-5.0831084,1.2040358,-1.4494717,1.1318343,-0.837727,7.257098,-2.7858386,2.1625395,3.2977617,7.2939053,3.7650523,0.7989972,-5.6753383,-5.1687737,3.1293912,0.81341213,2.1202195,2.4412384,0.9514695,2.0665765,0.62333,-2.7845957,-0.45488343,-1.5664343,-0.17887266,-0.6470716,0,0,human
