z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
-1.6718234,0.53761613,-0.1552808,-0.77582735,1.5003614,0.44251168,-0.6246784,-0.44960624,1.1432976,0.14698523,0.33156067,1.00816,-0.77010185,0.28180355,0.13204704,0.22533576,0.069578506,-0.5271482,-0.059902556,-1.1334244,1.0908644,-0.5982657,0.52529144,0.54049873,0.08900078,1.3152046,-0.33934313,0.2442676,-0.3249606,-1.6614527,-0.7310484,-1.8232095,1,1,human
-1.1872321,0.552319,0.32885355,-1.1934048,2.1015332,0.6712443,-0.37648785,0.23427221,1.2663813,0.28139243,0.96011263,0.32700375,-0.99408555,0.41333163,0.84348786,-0.13948165,-0.37521762,-0.6953395,0.3119765,-1.0690397,0.9120531,-0.72483104,0.43740022,1.1922472,0.09858755,1.2664037,-0.112075455,0.40750697,0.12203503,-1.4907793,-0.30582365,-1.7350262,1,1,human
1.0276575,0.48666334,0.5318071,1.8136781,-6.8380446,-5.124424,-1.2909983,-2.37034,-2.9054127,-1.6967828,-3.9043255,-2.0326962,-0.011520623,0.64700884,-5.606186,1.5340637,0.7978932,1.1128184,-0.8592253,-1.0292765,-0.048532918,-0.82123655,-2.748432,-2.1374838,1.0958228,0.93471086,-2.1061256,1.9121617,-4.004778,0.06185157,0.9022852,2.8431244,0,0,human
-1.7354333,1.8708549,0.43699932,-3.8774035,4.410468,1.3446405,-0.9182151,1.2081635,2.322289,0.6346868,2.6142218,0.24194714,-0.5991517,0.4275452,1.4747673,0.070281774,-1.282648,-1.233523,2.0227544,-0.80573267,-0.039661206,-1.6017191,-0.54838973,1.5835129,0.3766693,1.3987954,1.2350374,-1.0177035,0.7958269,-1.5403135,0.6793862,-2.1171355,1,1,human
0.92308915,0.3337626,0.5871696,2.010821,-6.778777,-5.132051,-1.3534942,-2.4795067,-2.8353589,-1.6780157,-3.8945665,-1.9671323,-0.11440849,0.6641367,-5.498307,1.5007391,0.7671677,1.0765026,-0.9628448,-1.116405,0.052458715,-0.8539349,-2.6707447,-2.1178458,1.1174204,1.0034803,-2.1216054,2.0301452,-4.030567,-0.116264805,0.72536355,2.7113814,1,0,human
-0.9018616,0.3695579,0.40709412,-2.034005,3.1265051,0.9459344,-0.45949996,1.2047557,1.0709803,0.45351678,1.9255978,-0.0443949,-0.7926288,0.40922913,1.6522981,0.3275442,-0.627127,-1.3291677,0.70132565,-1.3717362,1.1195056,-0.7707195,-0.40104848,2.1399217,0.16048524,1.1462477,0.68778217,0.8325085,0.35487133,-1.1980466,-0.30623356,-1.1046543,1,1,human
-1.5957016,1.607372,0.2968677,-2.9258285,3.946797,1.0631726,-0.6877894,1.2423784,1.8815733,0.7411374,2.0211616,0.63568664,-0.49485484,0.5449955,1.4015462,0.31237683,-1.310729,-1.2907611,1.1490465,-1.0813212,-0.00027841772,-1.4624195,-0.7723615,1.7456746,0.3585231,1.3883041,0.8604771,-0.64675915,0.62624454,-1.4383757,0.6134826,-1.5497444,1,1,human
0.9249237,0.27569738,0.5412082,1.9385793,-6.4344845,-4.875091,-1.2152991,-2.309303,-2.7595365,-1.5393243,-3.7570088,-1.9557052,-0.19557093,0.66855973,-5.1762733,1.3778285,0.6633683,1.0907509,-0.9357999,-0.9303753,0.054035015,-0.79375243,-2.5046096,-1.9536895,1.0840095,0.8876814,-2.1033432,1.9969673,-3.8386924,-0.14563197,0.7252541,2.6271636,1,0,human
-1.0639707,0.6901748,0.40934914,-1.7565056,2.824514,0.9138399,-0.6072727,0.9940417,1.6836357,0.38731232,1.6229331,0.2182709,-0.7974404,0.32424724,1.227456,0.21035236,-0.5026411,-1.0807738,1.021819,-1.01554,0.8539506,-1.045569,-0.065045126,1.2125403,0.36557975,1.3557953,0.4970463,0.3214255,0.2667767,-1.2898346,-0.64727163,-1.4345514,1,1,human
-1.6929331,0.85379225,-0.3964655,-1.7472184,2.3503954,0.91659755,-0.7541683,0.06427653,1.2824643,0.29490957,0.9636176,0.9487065,-0.53528005,0.249047,0.4806839,0.38389194,-0.22569834,-0.74483407,0.457334,-0.8381791,1.0297241,-0.64032996,0.15028657,0.85531896,0.08899782,1.0796256,0.09709432,0.089847356,-0.019190075,-1.6846741,-0.50131166,-1.7699672,1,1,human
