z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
0.023478389,0.005344112,-0.04012821,0.0032704975,0.028168082,0.014481205,0.019699415,0.0058241603,-0.0017209819,0.463973,0.031100523,-0.85657203,0.5544259,0.0006666944,0.0046013175,-0.37946585,0.004043434,-0.0046465658,-0.02787166,-0.5414469,0.93034744,0.0003429617,-0.01973519,-0.59103364,0.0013601761,-0.02909518,0.0155216465,0.0033180767,0.009006927,-0.018874338,-0.03057086,0.016058441,1,1,human
0.018670026,-0.0044475244,-0.049538918,-0.003793186,0.019283894,0.023391906,-0.0057693184,-0.017122885,0.014561472,0.45736802,0.007100757,-0.8667461,0.5397665,-0.0135800345,0.028733036,-0.35604256,-0.0007291885,-0.016793085,0.025061674,-0.5513451,0.92867655,-0.010333395,0.004276369,-0.58937186,0.0054603308,-0.03582999,0.009935059,-0.023894837,0.017752508,-0.0014328809,-0.0060107927,-0.0058575016,1,1,human
0.016020946,0.040609684,-0.0038284864,0.06661954,-0.10640895,-0.06871053,-0.015216423,-0.053253002,-0.054896135,0.44813454,-0.059018467,-0.79747826,0.54139394,0.110810734,-0.09168559,-0.32399455,0.061360788,0.06349979,-0.03723775,-0.5116581,0.9061884,0.043252993,0.0807322,-0.5496208,0.089459695,0.08749416,0.04454658,0.111548,0.06956813,-0.035335913,0.04551563,-0.09225937,0,0,human
0.061337892,-0.0053760665,-0.012296736,0.001205251,0.026149767,0.045384813,-0.005921372,0.03437916,-0.021149103,0.4556427,-0.015717672,-0.8619254,0.5568478,0.006551798,-0.0040575033,-0.36796537,0.030189423,0.00247165,-0.0002894968,-0.5247097,0.9091859,0.0007960072,-0.036076505,-0.5934312,0.031903833,-0.053686492,0.011431174,-0.016391518,0.017895889,0.0047287806,-0.037737187,0.02496418,1,1,human
0.022279447,-0.03626812,-0.042430498,-0.022001503,0.027085802,0.063854344,-0.07356183,-0.06324041,0.004128979,0.44713345,0.007599665,-0.8678275,0.5293233,-0.055521086,0.09108149,-0.35292375,-0.03304442,-0.030338418,0.05064912,-0.54330957,0.9053232,-0.03040033,0.042696558,-0.58920985,-0.055148877,-0.033614285,0.00062746595,-0.039477658,0.045801733,-0.022870058,-0.007938299,0.024181874,1,1,human
0.0144528765,0.044246487,0.0042176545,0.062501,-0.10829733,-0.074289784,0.0007333093,-0.044795603,-0.048711896,0.4480161,-0.054092254,-0.80675244,0.5505287,0.100934185,-0.09921919,-0.3291723,0.054250367,0.06575622,-0.032295633,-0.5223088,0.9252538,0.047473088,0.07213922,-0.55053717,0.101550356,0.07838238,0.055014636,0.10574232,0.06808492,-0.027791457,0.049675155,-0.090311535,1,0,human
-0.002556693,-0.034916922,-0.044866595,-0.001995605,0.025875598,0.047358632,-0.056208916,-0.053516243,-0.00674924,0.4533154,0.022701023,-0.8546502,0.5236432,-0.020936335,0.080631554,-0.35950467,-0.025235705,-0.031418193,0.051420238,-0.5397262,0.890655,-0.024710115,0.022439973,-0.5787133,-0.06036826,-0.02395667,-0.024426645,-0.03796223,0.009346871,-0.036532722,-0.005307441,0.029813748,1,1,human
0.014679099,0.044042055,0.004458109,0.06330816,-0.10068598,-0.06414243,-0.005107472,-0.056233622,-0.047516212,0.45085645,-0.051619172,-0.80547374,0.5503788,0.0966118,-0.08771879,-0.32320616,0.04401823,0.049633447,-0.018357169,-0.51919794,0.91997874,0.048948955,0.073619336,-0.54462785,0.09869167,0.07079756,0.057762988,0.095316075,0.061752323,-0.014983792,0.05071393,-0.086199075,1,0,human
0.019306514,-0.011109578,-0.042993944,-0.02253565,0.012938759,0.018451445,0.012014563,-0.020164471,0.013170073,0.4514622,0.014504303,-0.85941786,0.53994757,-0.002963846,-0.0011472566,-0.36617088,-0.016150745,-0.014762427,0.009231602,-0.55386925,0.9374475,-0.026573215,-0.02527491,-0.587515,0.009251855,-0.0340104,0.014584714,-0.022054682,0.02849521,-0.03399347,-0.01887799,0.021884743,1,1,human
0.040390264,0.024457166,0.0019557017,-0.002551679,0.016883835,0.0119870175,0.040854845,0.08048681,0.009548683,0.45799524,-0.013745899,-0.87256426,0.5595614,-0.015260715,-0.047364965,-0.36384326,0.02998836,0.031070374,-0.008427637,-0.5370636,0.9350343,0.029784964,-0.057393245,-0.58372027,0.06848029,-0.05096677,0.014840661,-0.0112189045,-0.03402368,0.0389842,-0.016537873,-0.019257631,1,1,human
