z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
1.5523067,-0.5191609,0.12602213,0.73046035,-0.61395645,-0.836163,0.93561155,0.65466505,0.5718767,-0.1262237,0.57634014,0.8400314,0.20811695,-1.3348157,-0.3549353,0.18269068,0.335944,0.8211937,0.9454614,-0.1384833,1.1915579,0.64945173,-0.96660036,1.079423,-1.3214421,1.3373265,-0.57605433,-0.45006093,0.9167383,-0.18879102,0.20098472,-0.35136166,1,1,human
1.6654369,-0.6837045,-0.27608997,0.98618037,-0.66063535,-0.9126294,1.2052071,0.5699744,1.2864536,0.8382338,0.32664266,0.5755331,-0.40967646,-1.4058961,-0.16390721,-0.22719623,0.8962575,0.7822649,0.6721346,-0.66680026,1.0737857,1.1389817,-0.9739987,1.0974,-1.4257505,0.91182995,-0.57247245,-0.73479545,0.2067557,0.0626283,0.26886395,-0.34796512,1,1,human
-1.1711164,-1.9714923,-1.416091,0.51533765,-1.7969522,-0.937196,-0.15401983,-1.1516608,-6.182531,-7.49716,-2.950065,0.31456643,5.9634395,2.850044,-2.910666,-0.5150151,-3.9192047,-3.9929838,0.8359092,5.9148903,0.09746299,-2.4894137,-1.0350653,1.112804,2.5474226,2.4262784,-0.8143021,-0.75102574,-0.5110111,-4.035972,-2.787041,-1.2392948,0,0,human
1.5187987,-0.704872,0.32958564,1.528601,-0.6979133,-0.58495116,0.4082718,0.80190814,1.2058975,-0.36183685,-0.0031558352,0.96081597,0.23730025,-1.5021961,-0.4574723,0.22879618,0.054390114,0.4099425,1.1143864,-0.23042092,1.8364556,0.8134096,-1.1904076,0.96800435,-1.1503698,1.7881429,-0.86484575,-0.47778833,0.7173567,0.30745435,-0.32454842,-0.25105533,1,1,human
2.0051966,-1.0957985,-1.3545425,1.1964643,-1.5489763,-0.91946757,1.418462,0.4588668,2.0781832,2.3462265,1.8805594,0.28787374,-1.7453244,-1.8815231,0.69509226,0.652595,2.3379924,1.32807,1.0221553,-1.0286149,0.20150775,1.0119693,-0.807212,0.65243393,-2.493942,0.065564856,-0.59794796,-1.7774162,-0.19831198,0.42694157,0.9993188,0.9861279,1,1,human
-1.1451414,-1.984624,-1.333626,0.52636236,-1.7624953,-0.89868855,-0.124773815,-1.0815675,-6.1342735,-7.4893684,-2.899745,0.36629444,5.981926,2.762521,-2.9589095,-0.48134863,-3.9124916,-3.9254754,0.8878711,5.8973904,0.19626422,-2.5044188,-0.9961626,1.1324513,2.5472984,2.4616945,-0.8823696,-0.74263114,-0.4096091,-4.00823,-2.7761638,-1.2761483,1,0,human
1.5856632,-0.9814594,-0.5270428,0.4531655,-0.49491626,-1.3298488,2.06874,0.72174776,1.657127,2.618888,0.7778645,-0.073322445,-1.2410685,-1.1857469,-0.009850072,-0.57538265,2.593568,1.0386797,0.11557468,-0.9373529,0.0029869785,1.380616,-0.31083372,1.2048422,-1.7195586,0.03456638,-1.0932097,-0.99420804,0.4042527,-0.12515303,0.36220774,-0.8279403,1,1,human
1.3373812,-1.1102403,-1.413939,0.6439013,-1.2751765,-0.85194564,1.2712848,0.8038058,1.4908957,2.1104357,1.7392759,0.73819834,-1.2548754,-1.5771521,1.0197396,0.4945618,2.2309978,0.7631359,0.70505625,-1.2459126,0.18495128,1.1192327,-0.94782966,1.01964,-2.1638002,0.3548899,-0.99727005,-1.705386,0.032667093,0.4277781,0.9133438,0.42221043,1,1,human
-1.106663,-1.9352123,-1.2344744,0.6032137,-1.6201787,-0.78471935,-0.15415739,-0.992876,-5.763938,-7.152408,-2.8681998,0.5017484,5.708822,2.587406,-2.7980232,-0.5667529,-3.783739,-3.7397275,0.8439056,5.454092,0.36727884,-2.2975237,-1.006868,1.1024404,2.4215238,2.2859478,-0.8739266,-0.7480834,-0.5758637,-3.7911956,-2.495907,-1.2279334,1,0,human
1.716353,-1.0540991,-0.4482909,1.0631835,-0.73924154,-0.95780295,1.4515103,0.55249465,1.6296331,1.6725038,0.6412429,0.122492194,-0.97702056,-1.5347894,-0.2434949,-0.23543288,1.7146266,0.90132236,0.59080124,-0.62404215,0.57057804,1.2309494,-0.55020607,0.9179344,-1.5395598,0.33371854,-0.7140944,-0.9794563,0.061515383,0.13969974,0.19677454,-0.10753441,1,1,human
