z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
-0.061759938,0.0049421666,-0.2759417,0.34340918,0.6669033,0.4284505,-0.01705395,0.7555818,0.73572135,0.6831558,0.6479826,-0.4240335,0.6660062,0.8540558,0.31555477,-0.42532966,-0.27862507,-0.1583843,0.5306838,1.4394294,-0.9838752,-0.3026359,-0.24149132,0.09817838,0.6114383,-0.66057897,1.0550067,-0.7544786,0.91230744,-0.4818667,0.28243425,0.34989747,1,1,human
3.5047228,-3.2026362,-2.8787732,-1.5650387,-2.112982,-3.2982476,1.1081433,-1.1538857,3.3220663,-3.7443647,2.0957,-0.71084493,-4.4364834,-2.6060908,-4.690308,3.8107038,-1.8338863,-4.242715,1.730563,2.6450627,-5.0374527,0.82128835,2.729331,3.5587227,-1.7840272,0.87248755,-5.042007,2.5119684,1.0816159,0.054338057,-1.7946365,1.4797972,0,0,human
0.36521474,0.15862775,0.07285025,0.27023274,0.026688067,0.23325089,-0.04408827,0.051434256,0.838279,0.6014743,0.6087344,-0.147695,1.0631365,1.3019375,0.7064527,-0.49542326,-0.17829542,0.07821958,0.6475817,1.5073199,-1.0522156,-0.33455145,0.08458358,-0.10938561,0.5646037,-0.5412926,1.1823328,-0.3262166,0.7086606,-0.728201,0.8734065,0.40669602,1,1,human
-0.37874514,0.47823218,0.24943721,1.009124,1.424433,0.18340313,0.08957623,2.2423606,0.26966083,2.3193047,0.15857352,0.82053787,2.0427823,1.0786602,1.2505499,-0.8785697,-1.3457918,0.8490963,0.18153208,-0.60632086,0.10517998,1.3992726,-1.8636279,-1.6161727,1.3690029,-0.887599,2.6441586,-1.3818526,0.53224295,-0.97742164,0.042537015,-0.406506,1,1,human
3.424486,-3.122293,-2.9374006,-1.6553855,-2.258951,-3.396451,1.1404943,-1.2776598,3.190405,-3.8725655,2.1758041,-0.6935667,-4.4066405,-2.5690646,-4.6505375,3.7008975,-1.9055971,-4.3002944,1.7339113,2.677763,-5.0609956,0.74046224,2.821774,3.6050348,-1.6958228,0.8427991,-5.063267,2.6103315,1.1583134,-0.030172478,-1.7237093,1.5332896,1,0,human
-0.7617089,-0.22124709,0.52935773,0.15571985,0.5061685,0.98251367,0.74477595,1.7116722,0.379037,1.214881,0.2827362,0.44673926,1.4212462,0.7605425,0.8894292,-0.90698594,-0.8938579,0.8024326,0.56262547,-0.7609153,0.7133775,0.5160132,-1.4908662,-0.84526604,1.09366,-0.8766299,1.8413737,-0.9546377,0.8836339,-1.24744,-0.022667741,-0.11729616,1,1,human
-0.32781944,0.8062647,0.18024535,0.76458645,0.7929497,0.06901515,0.33753315,2.3974152,0.60896504,1.7565314,0.13861625,0.65511537,2.221688,1.0244396,1.0171429,-0.8926525,-0.4772872,0.77424127,0.24883951,-0.49071097,0.33427978,1.0877864,-1.4967014,-1.1392748,1.3013624,-0.75521886,2.1702688,-1.1197402,0.79919726,-0.7566449,0.13320124,-0.47593668,1,1,human
3.2772665,-2.9972818,-2.7680655,-1.5368812,-2.250176,-3.0885656,1.0623813,-1.24814,3.207903,-3.6540413,1.980622,-0.5775292,-4.1242433,-2.2533484,-4.2700624,3.468977,-1.6880028,-3.9032233,1.7123883,2.585525,-4.75736,0.5695947,2.6273196,3.3442254,-1.5720762,0.69219935,-4.7337923,2.4820824,1.1423517,-0.088486664,-1.5397965,1.4137776,1,0,human
-0.3049534,0.103494406,0.44356647,0.34774104,0.4285279,0.73302394,0.42303178,0.9728429,0.36896473,1.0619888,0.22445574,0.4356109,1.3270513,0.8623525,0.70028466,-0.7652437,-0.7755538,0.5733912,0.560564,-0.36058086,0.058832463,0.5981565,-1.0893799,-0.8692134,0.9125507,-0.52113926,1.7461112,-0.89544225,0.5682918,-1.0271169,0.25726333,-0.049137246,1,1,human
-0.2481206,0.52786756,-0.27959308,0.43871,0.7664042,0.52591085,0.103400424,1.0094519,0.2590272,1.0228938,0.5375374,-0.07406709,1.4043707,0.7811962,0.46436706,-0.6647393,-0.4755547,0.049396127,0.56710523,0.7592304,-0.48689744,0.45683149,-0.73242795,-0.29215145,0.994362,-0.5361382,1.8149024,-1.3440889,0.97553813,-0.7276912,0.35918438,0.11076798,1,1,human
