z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
0.4452425,0.05113529,0.13739474,1.0067917,0.9814874,-0.105847694,0.77827585,0.3770581,-0.36567727,0.08790907,0.78137636,-0.63826036,0.23664606,-0.9221167,-0.21476686,0.07066798,0.2758642,-0.62167263,0.118327215,0.4911498,-1.2931149,0.54449034,-0.09113043,0.68114686,0.8172003,0.24401066,0.13302696,-0.4370151,0.8870023,-0.19722812,-0.11122883,0.118067905,1,1,human
1.1074102,0.43436632,-0.0052321344,0.8023402,0.7195294,-0.048516106,1.1234262,0.8873232,-0.40479663,0.7523238,0.10435965,-0.304414,0.7168079,-1.3093659,0.15734218,0.36291716,0.077018626,-0.42366898,0.9764585,-0.6130913,-0.78354836,1.0620878,0.0059197876,0.9531355,0.4409215,0.4687764,0.76067984,-0.04024638,0.8108008,-0.36575276,-0.64112693,0.19611838,1,1,human
-2.3394313,-2.1988835,-0.49387926,0.3056175,1.6333036,-1.1240125,-4.227488,-2.6038218,-0.33399156,-1.3138187,2.5628572,0.8055009,-2.3190773,3.3890605,-2.224107,2.4144704,-1.6830142,-1.4941783,-2.9517376,4.015152,-0.56569296,-0.5777375,-0.9057348,-3.312174,-1.1974285,1.091792,-2.506272,-1.8126321,-1.8332783,1.1210482,-0.9491451,-0.22970727,0,0,human
0.65638465,0.617641,-0.026544277,1.112529,0.2580887,-0.5335915,1.1421679,0.25984278,-0.38489357,0.050539687,0.29281482,-0.71398914,0.15882054,-1.150558,-0.07522352,0.0027260757,-0.08386321,-0.6205174,-0.21840194,0.67309624,-1.3071967,-0.086525425,0.08397983,0.917966,1.039344,0.29506105,-0.2518716,-0.49771926,0.6218928,-0.2657239,-0.27050954,0.013662469,1,1,human
-2.3213053,-2.159286,-0.67563456,0.2165844,1.714437,-1.2363933,-4.192007,-2.51042,-0.3016959,-1.4128404,2.3538182,0.6514907,-2.2946277,3.3774412,-2.1702752,2.4004848,-1.6400669,-1.6227673,-3.0095637,4.022935,-0.54027206,-0.8025567,-0.7840383,-3.2398734,-1.2651496,1.0869826,-2.495587,-1.8324606,-2.033997,1.1749815,-1.0043687,-0.17800486,1,0,human
2.0481224,0.55672383,-0.026068768,0.021853168,1.4771901,0.4434714,2.0844934,1.8598553,-0.15775175,1.6715838,-0.18346356,-0.53486854,0.8270229,-1.5955555,0.29672462,0.52740866,-0.19014262,-0.29693785,2.1622941,-1.9509455,-0.54683584,2.968747,-0.31720555,1.5838649,-0.58166957,1.4810442,2.195459,-0.25898856,0.10031818,-0.506492,-0.39172277,0.25715744,1,1,human
-2.1959474,-1.9071792,-0.63855547,0.30636534,1.5135903,-1.2615492,-3.9155612,-2.3908157,-0.37489107,-1.3607056,2.1449692,0.63016784,-1.9551113,3.077518,-1.9650187,2.2383127,-1.5083786,-1.5658343,-2.7507968,3.72056,-0.4250567,-0.897796,-0.6705199,-3.091274,-1.1546084,0.9389783,-2.4076223,-1.660225,-1.8357211,1.0354662,-1.1338248,-0.110504106,1,0,human
1.5941803,0.8416565,0.0027550706,0.36991698,0.6393669,0.22253384,1.6886541,0.9991021,-0.28159812,1.0533663,0.04942009,-0.50570905,0.56206214,-1.1733005,0.09679586,0.21955262,-0.3633838,0.08029492,1.7182105,-0.7545709,-0.78584176,2.0541217,-0.46003732,1.2209257,0.121153094,0.9155045,1.2628902,0.041908517,0.46114033,-0.35885817,-0.5472523,0.09813022,1,1,human
1.0761898,0.27230817,0.011032792,0.85119617,1.1843203,0.07886926,1.5394809,1.1758492,-0.18070646,0.69626176,0.3540027,-0.47310698,0.383738,-1.7479007,-0.24240051,0.30195835,0.20358811,-0.54823303,0.9363263,-0.4036655,-1.1177413,1.2700899,-0.22832146,0.9848174,0.32828107,0.5570474,1.1490451,-0.38985047,0.91905785,-0.2940771,-0.17331718,0.26916343,1,1,human
0.51063883,0.10293293,-0.5070188,0.6128213,0.7362383,-0.62669164,0.47336632,0.37836456,-0.4639163,-0.33270225,-0.15457757,-1.3240349,0.099386506,-0.52024734,0.3519852,0.011989947,-0.33829746,-1.073042,-1.4246649,0.7851356,-1.2007992,-0.8032839,0.5894579,1.5217081,0.926916,0.72461385,-0.5369256,-0.66281617,-0.8794883,0.20814304,-0.47417912,-0.3580739,1,1,human
