z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated,species
-0.022658091,-0.23220916,0.24120553,1.207956,1.1151388,1.5281069,1.0009098,-0.9820266,-1.9826814,-1.0134956,0.40603882,-1.8993244,-1.575494,0.88188916,-0.89655554,0.4844478,0.40065026,0.014199556,0.7270931,1.8272555,0.96629107,-0.18978979,-0.14854589,-0.5513857,-1.6518333,0.98551506,1.4380716,-0.6109138,-0.25911164,0.71033853,-0.25591162,-0.3040181,1,1,human
-0.46607092,0.74037004,0.4870347,0.75907964,1.2365576,1.2629906,1.0608523,-1.6407909,-1.6372058,-0.8068064,0.7332955,-1.5303718,-1.3107408,0.7191391,-1.1819069,0.16032687,-0.23062551,-0.091215216,0.59712577,1.7850134,1.5811557,-0.2589542,0.4334007,-0.5615342,-1.4420782,1.2077051,1.4146631,-0.5625661,-1.2174928,1.1731542,0.0645977,-1.4538193,1,1,human
0.67357534,-5.9067016,-0.05105126,2.6501293,-2.7950504,-3.1837895,-0.012026674,5.819391,-1.2656454,-1.0591885,-4.980509,2.2812526,-2.1664054,3.2693253,0.89980066,-2.8683763,3.94944,2.3513691,2.290484,-3.9661906,1.045447,0.17335683,-7.087448,-0.897962,0.4114688,0.6260139,1.5388455,-6.4716673,1.3586514,-0.48089135,-4.099436,5.3509603,0,0,human
0.74392384,-0.105805345,0.26768765,0.7861765,0.70826304,0.23321567,0.8505706,-0.96716917,-2.147302,-1.27514,-0.0061057825,-1.976552,-1.5033413,1.6126996,-0.60601014,0.9544959,0.3065159,0.25827911,1.4148936,2.4361608,0.43945852,-0.6336954,0.0004594849,-1.036279,-1.6429716,0.6057011,1.4646845,-0.7297975,0.070913084,1.3779404,-0.2513908,-0.5986361,1,1,human
-1.2572225,1.7404975,0.98394305,0.64621574,1.919554,1.5487936,1.022942,-2.4252326,-0.7564887,-0.42805088,1.6615736,-0.95605683,-1.3678712,-0.11420678,-1.1942022,-0.68383193,-1.5664345,1.0620874,-0.21945405,2.5906007,2.5168796,1.2160562,0.23242952,0.4411091,-1.7978696,0.5043314,1.7772667,1.3644801,-2.6062982,1.6950514,-0.26811358,-3.368889,1,1,human
0.69334114,-5.761041,-0.006622272,2.6496742,-2.84099,-3.1304219,0.05023068,5.6674066,-1.34406,-1.0471812,-4.9413023,2.1687758,-2.143661,3.305903,0.79655623,-2.7662375,3.8880608,2.2320974,2.372348,-3.9473038,1.107512,0.004169453,-6.846199,-0.97030705,0.37421724,0.69857967,1.5903759,-6.578177,1.2737185,-0.40014365,-3.9472325,5.2603827,1,0,human
-1.888003,1.5144993,0.25467497,0.9935478,1.5460205,1.9939759,1.6554477,-2.2931266,-1.0370347,-0.7088657,0.7017994,-1.3789511,-1.232166,-0.26403585,-2.0665417,-0.56730205,-0.7434924,-0.7175694,-0.43383744,0.9493952,2.7823875,-0.19276278,0.67152816,-0.3466138,-1.0944222,1.6442355,1.3164183,-0.18046214,-2.4389055,0.99944204,0.35002756,-2.109479,1,1,human
-1.1784589,1.8539057,0.84939164,1.1420113,1.821394,1.9696237,1.4262267,-2.0779922,-0.97675717,-0.9073844,0.7449516,-1.0240988,-1.65895,0.0724607,-1.2933109,-0.49585906,-1.2287935,0.56722534,-0.5314552,2.0165799,2.3052406,0.80500215,0.43088558,0.21505003,-1.6641856,0.667583,1.6667801,1.3941364,-2.1461256,1.2852275,-0.46085954,-2.7971618,1,1,human
-1.0264086,1.1734189,0.16361375,0.95690197,1.3122606,1.3064082,1.2242842,-1.9266559,-1.0528235,-0.8465923,0.4780869,-1.1211162,-1.1471403,0.19157718,-1.488245,-0.39275482,-0.6531589,-0.07297381,0.118382886,1.4595156,1.9805326,-0.13077043,0.63586444,-0.3679875,-1.1414195,1.2372513,1.4025654,-0.03875952,-1.7818907,1.1207215,0.049423452,-2.022046,1,1,human
-0.3200652,0.2818207,-0.26352626,1.3300107,1.266129,1.6789507,1.0004113,-1.7554718,-1.3028226,-0.9556195,0.70335037,-1.3521924,-1.6437691,0.5421833,-1.3153307,0.2030007,0.12593907,-0.07780492,0.33936843,1.836231,1.2854502,0.01568127,0.12813646,-0.48511282,-1.940748,1.0885524,1.6490108,-0.10495775,-1.0283248,0.92129904,0.2237032,-1.3214228,1,1,human
0.42200866,-0.38177606,0.23659854,0.6979381,-0.23967513,-0.4508647,1.2459244,-0.6155495,-2.4286616,-1.3229553,-1.159294,-2.334044,-0.88759744,2.1544955,-1.0422034,1.1364183,0.31650388,-0.7381752,1.7335905,1.2381222,0.5983192,-2.1869812,0.24227065,-1.6065831,-0.7668098,1.0500532,1.1907653,-2.2825882,0.072474755,1.4301909,-0.14178737,0.47632635,1,1,human
