,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375
0,0.5174090186746596,0.5107031955637786,0.6428997506688382,0.6440775993125785,0.4181792171884035,0.4120860824026522
1,0.5232662889164377,0.5118712686867296,0.6447486046231914,0.6450796375216851,0.4241874263706814,0.41548026222233386
2,0.5189512956540224,0.5080409428187328,0.6445828172795922,0.6436005543582026,0.4210376267975994,0.410975594088858
3,0.5236923238938597,0.5151611051222582,0.6450284384891031,0.6459112831832036,0.4247651774247046,0.41807281907963606
4,0.5142586143029635,0.4984820215842261,0.6429160043299753,0.6415222528874629,0.4189586418241433,0.40722433298021193
5,0.5246137213787367,0.5168039848716064,0.6439795355570509,0.646439798064514,0.42205156782911635,0.41793011346187964
6,0.5320972291958006,0.5242351331543689,0.6474391273300978,0.649575671086579,0.4306281328310205,0.42544109621062975
7,0.5209977583801125,0.5154434171609319,0.6436143699701691,0.6473662567493328,0.4208179294993532,0.4195191254177519
8,0.533730755401904,0.5244598062881045,0.6497647553444746,0.6504487635839974,0.4359690709652368,0.42753907922106255
9,0.5266342002785069,0.516733353680053,0.6463222299156218,0.6469723763611087,0.4268534645025706,0.41952143534695063
