bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b32,,,"","",24 h,24,h,A549,CMAP-000,3,0.38,233,0.300885,0.850492,"0.31,0.36,0.33",1.21148,1.35075,0.341874,0.555036,9.77,40.8843,1,1,CMAP-000,MOA001_A549_24H:N01,ctl_untrt,A549,N01,MOA001_A549_24H_X1_B32|MOA001_A549_24H_X2_B32|MOA001_A549_24H_X3_B32,MOA001_A549_24H_X1_B32:N01|MOA001_A549_24H_X2_B32:N01|MOA001_A549_24H_X3_B32:N01,,MOA,UnTrt,0,0,0,1,409,UnTrt__24 h_A549,33,UnTrt__24 h
b40,,,"","",96 h,96,h,A549,CMAP-000,3,0.1806,192,0.188296,9.71002,"0.43,0.10,0.46",40.6332,52.5576,0.0374164,0.126461,16.48,69.9684,0,1,CMAP-000,OFL001_A549_96H:F01,ctl_untrt,A549,F01,OFL001_A549_96H_X1.L2_B40|OFL001_A549_96H_X2.L2_B40|OFL001_A549_96H_X3.L2_B40,OFL001_A549_96H_X1.L2_B40:F01|OFL001_A549_96H_X2.L2_B40:F01|OFL001_A549_96H_X3.L2_B40:F01,,OFL,UnTrt,0,0,0,1,409,UnTrt__96 h_A549,375,UnTrt__96 h
b40,,,"","",96 h,96,h,A549,CMAP-000,3,0.2218,184,0.204277,4.59543,"0.33,0.30,0.37",11.9048,16.6667,0.192193,0.345853,13.26,58.5415,0,1,CMAP-000,OFL002_A549_96H:H16,ctl_untrt,A549,H16,OFL002_A549_96H_X1.L2_B40|OFL002_A549_96H_X2.L2_B40|OFL002_A549_96H_X3.L2_B40,OFL002_A549_96H_X1.L2_B40:H16|OFL002_A549_96H_X2.L2_B40:H16|OFL002_A549_96H_X3.L2_B40:H16,,OFL,UnTrt,0,0,0,1,409,UnTrt__96 h_A549,375,UnTrt__96 h
b40,,,"","",96 h,96,h,A549,CMAP-000,3,0.0919,107,0.100272,22.4736,"0.50,0.21,0.29",28.4039,75.4272,0.0719253,0,16.48,69.9684,0,1,CMAP-000,OFL001_A549_96H:N09,ctl_untrt,A549,N09,OFL001_A549_96H_X1.L2_B40|OFL001_A549_96H_X2.L2_B40|OFL001_A549_96H_X3.L2_B40,OFL001_A549_96H_X1.L2_B40:N09|OFL001_A549_96H_X2.L2_B40:N09|OFL001_A549_96H_X3.L2_B40:N09,,OFL,UnTrt,0,0,0,1,409,UnTrt__96 h_A549,375,UnTrt__96 h
b40,,,"","",96 h,96,h,A549,CMAP-000,3,0.3279,298,0.316089,4.33157,"0.45,0.14,0.41",18.5185,34.7884,0.101226,0.285777,13.26,58.5415,0,1,CMAP-000,OFL002_A549_96H:G15,ctl_untrt,A549,G15,OFL002_A549_96H_X1.L2_B40|OFL002_A549_96H_X2.L2_B40|OFL002_A549_96H_X3.L2_B40,OFL002_A549_96H_X1.L2_B40:G15|OFL002_A549_96H_X2.L2_B40:G15|OFL002_A549_96H_X3.L2_B40:G15,,OFL,UnTrt,0,0,0,1,409,UnTrt__96 h_A549,375,UnTrt__96 h
b32,,,"","",24 h,24,h,A549,CMAP-000,3,0.24,393,0.310551,1.76813,"0.37,0.31,0.31",3.68344,6.08539,0.23361,0.402309,9.77,40.8843,1,1,CMAP-000,MOA001_A549_24H:P01,ctl_untrt,A549,P01,MOA001_A549_24H_X1_B32|MOA001_A549_24H_X2_B32|MOA001_A549_24H_X3_B32,MOA001_A549_24H_X1_B32:P01|MOA001_A549_24H_X2_B32:P01|MOA001_A549_24H_X3_B32:P01,,MOA,UnTrt,0,0,0,1,409,UnTrt__24 h_A549,33,UnTrt__24 h
b42,,,"","",24 h,24,h,A549,CMAP-000,12,0.2735,194,0.232922,0.797872,"0.09,0.09,0.08,0.07,0.09,0.09,0.11,0.07,0.07,0.08,0.09,0.08",6.18351,10.9043,0.185167,0.442744,7.93,31.2661,0,1,CMAP-000,DPK.CP001_A549_24H:CMAP-000:-666,ctl_untrt,A549,C01|C02|D01|D02|E01|E02|F01|F02|G01|G02|H01|H02,DPK.CP001_A549_24H_X1_B42,DPK.CP001_A549_24H_X1_B42:C01|DPK.CP001_A549_24H_X1_B42:C02|DPK.CP001_A549_24H_X1_B42:D01|DPK.CP001_A549_24H_X1_B42:D02|DPK.CP001_A549_24H_X1_B42:E01|DPK.CP001_A549_24H_X1_B42:E02|DPK.CP001_A549_24H_X1_B42:F01|DPK.CP001_A549_24H_X1_B42:F02|DPK.CP001_A549_24H_X1_B42:G01|DPK.CP001_A549_24H_X1_B42:G02|DPK.CP001_A549_24H_X1_B42:H01|DPK.CP001_A549_24H_X1_B42:H02,,DPK,UnTrt,0,0,0,1,409,UnTrt__24 h_A549,33,UnTrt__24 h
b32,,,"","",24 h,24,h,A549,CMAP-000,3,0.16,98,0.12662,6.46822,"0.34,0.48,0.17",18.9581,35.6284,0.0875965,0.197869,9.77,40.8843,0,1,CMAP-000,MOA001_A549_24H:J23,ctl_untrt,A549,J23,MOA001_A549_24H_X1_B32|MOA001_A549_24H_X2_B32|MOA001_A549_24H_X3_B32,MOA001_A549_24H_X1_B32:J23|MOA001_A549_24H_X2_B32:J23|MOA001_A549_24H_X3_B32:J23,,MOA,UnTrt,0,0,0,1,409,UnTrt__24 h_A549,33,UnTrt__24 h
b40,,,"","",96 h,96,h,A549,CMAP-000,3,0.1508,60,0.0961849,20.0748,"0.14,0.50,0.36",26.3228,28.6758,0.0676985,0.221212,13.26,58.5415,0,1,CMAP-000,OFL002_A549_96H:O22,ctl_untrt,A549,O22,OFL002_A549_96H_X1.L2_B40|OFL002_A549_96H_X2.L2_B40|OFL002_A549_96H_X3.L2_B40,OFL002_A549_96H_X1.L2_B40:O22|OFL002_A549_96H_X2.L2_B40:O22|OFL002_A549_96H_X3.L2_B40:O22,,OFL,UnTrt,0,0,0,1,409,UnTrt__96 h_A549,375,UnTrt__96 h
b40,,,"","",96 h,96,h,A549,CMAP-000,3,0.2432,261,0.254761,14.5558,"0.49,0.48,0.03",51.5185,68.5576,0.00570192,0,13.26,58.5415,0,1,CMAP-000,OFL002_A549_96H:O05,ctl_untrt,A549,O05,OFL002_A549_96H_X1.L2_B40|OFL002_A549_96H_X2.L2_B40|OFL002_A549_96H_X3.L2_B40,OFL002_A549_96H_X1.L2_B40:O05|OFL002_A549_96H_X2.L2_B40:O05|OFL002_A549_96H_X3.L2_B40:O05,,OFL,UnTrt,0,0,0,1,409,UnTrt__96 h_A549,375,UnTrt__96 h
