,model_pearsonHT29,model_pearsonA375,mean_pearsonHT29,mean_pearsonA375,uniform_pearsonHT29,uniform_pearsonA375,scrambled_pearsonHT29,scrampled_pearsonA375,recon_ht29,recon_a375,cross_corr_ht29,cross_corr_a375,Direct prediction
0,0.584659218788147,0.5393444299697876,0.44275417923927307,0.4370657205581665,0.005232765339314938,-0.0035598324611783028,0.019265413284301758,-0.012357265688478947,0.8273593187332153,0.8082383871078491,0.6332231163978577,0.6860345602035522,0.4121619164943695
1,0.655671238899231,0.6523122191429138,0.4522992670536041,0.41702088713645935,-0.007226507179439068,-0.002187597332522273,-0.0030669427942484617,0.0018001801799982786,0.8131756782531738,0.8023586273193359,0.6998560428619385,0.6857216954231262,0.4992164671421051
2,0.6201671361923218,0.5877240896224976,0.44192150235176086,0.43195849657058716,0.012170842848718166,0.0153049910441041,0.0002832328900694847,0.008205271326005459,0.8278757929801941,0.7985360622406006,0.6396520137786865,0.6718766093254089,0.44474202394485474
3,0.7126772403717041,0.7073483467102051,0.4718613922595978,0.45801153779029846,-0.00489818025380373,0.0027981111779809,-0.002587640890851617,-0.0083629060536623,0.8250517845153809,0.8127883672714233,0.6688999533653259,0.7123859524726868,0.5604972839355469
4,0.5086840987205505,0.5009539723396301,0.47385212779045105,0.4727523624897003,0.005083749070763588,0.0032226634211838245,0.007984493859112263,0.010014473460614681,0.8164352774620056,0.7991139888763428,0.6176470518112183,0.6340188980102539,0.3814299404621124
5,0.5836281776428223,0.5513755083084106,0.43849560618400574,0.4685995578765869,-0.0025919494219124317,-0.0009763402049429715,0.005055335350334644,-0.0020501981489360332,0.8260422348976135,0.8034365773200989,0.6260058879852295,0.6652435660362244,0.4187585115432739
6,0.6987218856811523,0.6532555222511292,0.5293207764625549,0.49386799335479736,0.0042215571738779545,0.003340811701491475,0.008054947480559349,-0.0007176159997470677,0.820704460144043,0.8204911947250366,0.6649847626686096,0.6893249750137329,0.49480608105659485
7,0.5430418252944946,0.5027307868003845,0.5255188345909119,0.4861454665660858,-0.0058146589435637,0.008574368432164192,-0.0004148043808527291,0.004786890000104904,0.8171393275260925,0.8137317299842834,0.6240569949150085,0.6841226816177368,0.3762117624282837
8,0.6692671775817871,0.6561430096626282,0.4655851423740387,0.5101969838142395,-0.0030253613367676735,0.003995115868747234,-0.004162990488111973,0.011166161857545376,0.8244587182998657,0.8113316893577576,0.7062045931816101,0.7332968711853027,0.5279228687286377
9,0.5950204133987427,0.5601663589477539,0.5515896677970886,0.43590688705444336,-0.018641170114278793,0.007727624848484993,-0.00831739604473114,-0.005162637215107679,0.8196513056755066,0.8048889636993408,0.692050576210022,0.724129319190979,0.42511186003685
