,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.7515361905097961,0.6647219657897949,0.66325423395198,0.6038207551977515,0.7337423312883435,0.7137269938650307,0.8271392583847046,0.8048524260520935,0.7737937073488489,0.7435497399252794,0.794143892916899,0.7788769597818678,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,0.6937054395675659,0.6880488395690918,0.5794353563059738,0.5623355805727991,0.7030930470347648,0.7017126789366053,0.8097106218338013,0.7974462509155273,0.7480289436144253,0.7154630448892924,0.7816880461052241,0.7680640763462849,0.4794166088104248,0.4203036443370152,0.6498466257668711,0.6498466257668711
2,0.784949541091919,0.7555464506149292,0.6893068140244667,0.6722107790700986,0.74079754601227,0.7401073619631902,0.7949110269546509,0.8126727938652039,0.7471438331248167,0.754023312811497,0.7821714073247816,0.7843302658486706,0.5004222393035889,0.4326075525991417,0.644836400817996,0.644836400817996
3,0.6937078833580017,0.6741288900375366,0.5754302242340621,0.5827114282107164,0.7040132924335378,0.7096114519427402,0.8135185837745667,0.8077614307403564,0.7511892533490475,0.7349541282131999,0.7860104108570365,0.7774965916837082,0.44552382826805115,0.39339333969298995,0.6358895705521472,0.6358895705521472
4,0.7203336954116821,0.6902747750282288,0.6079313747079425,0.6152666656201464,0.7123977505112474,0.7110685071574642,0.8246100544929504,0.8113739490509033,0.7722129205261197,0.7296698388975132,0.7997397285740844,0.7728868438991138,0.5428716540336609,0.4425032396228197,0.6531441717791411,0.6531441717791411
5,0.6807791590690613,0.6487298011779785,0.6020280170053388,0.5724249440970064,0.7174079754601227,0.7041155419222904,0.8274934887886047,0.8127899169921875,0.7760435586653257,0.7494309317502685,0.8029001673173453,0.7867927743694615,0.45602622628211975,0.43316333543794877,0.6545245398773006,0.6545245398773006
6,0.6712125539779663,0.5812090635299683,0.5636434747500096,0.531946928776289,0.6970858895705522,0.6852505112474437,0.8293083906173706,0.7932913899421692,0.7761024083769138,0.7385319596837581,0.8025190555865401,0.7796523517382413,0.3912511467933655,0.353916296529292,0.6184049079754601,0.6184049079754601
7,0.7149245142936707,0.6349509954452515,0.6471052563869705,0.5826799436676738,0.7297290388548058,0.7057770961145196,0.8323158621788025,0.7936547994613647,0.7862534591414801,0.750327865626623,0.8084309351180518,0.7889911383776415,0.4556507468223572,0.4331820328146046,0.6524284253578732,0.6524284253578732
8,0.6114447712898254,0.5737473964691162,0.48792216985472,0.5023711687565051,0.6662832310838447,0.672034764826176,0.8095459342002869,0.7944855690002441,0.768480932205176,0.744311306899745,0.7968302658486708,0.7828732106339468,0.3736865222454071,0.33768846254481316,0.6101482617586912,0.6101482617586912
9,0.6335198283195496,0.5992143750190735,0.5302329707825819,0.5431209438751342,0.6831799591002046,0.6920501022494887,0.8011415004730225,0.7879683375358582,0.7369758819819608,0.7392936229131745,0.7767521844208961,0.778996250852079,0.4139716327190399,0.3723991421591427,0.6288087934560327,0.6288087934560327
