,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.7394172549247742,0.6711230278015137,0.6562396782194659,0.6048738694581497,0.7336912065439674,0.7154907975460123,0.8253594040870667,0.8045890927314758,0.7705025031837424,0.7446920651043716,0.7922104480386689,0.7794137695978187,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,0.695674479007721,0.6865676641464233,0.5684919859522026,0.5763748357714602,0.701661554192229,0.7084611451942741,0.8194652199745178,0.8004781007766724,0.7575720486237265,0.7336976315496284,0.7873861312511619,0.7765422631220177,0.4794166088104248,0.4203036443370152,0.6498466257668711,0.6498466257668711
2,0.7721895575523376,0.7453315258026123,0.6719402897000518,0.6603613848204352,0.7328732106339467,0.7325920245398774,0.8066207766532898,0.8110201358795166,0.7556199429202222,0.7457547752850504,0.7857780256553264,0.779464894342195,0.5004222393035889,0.4326075525991417,0.644836400817996,0.644836400817996
3,0.6848892569541931,0.6629555821418762,0.5794960612195534,0.5640243666786537,0.7098415132924336,0.7,0.8119359612464905,0.7890569567680359,0.7359244191625214,0.7142281262888452,0.7751161926008551,0.7675357873210634,0.44552382826805115,0.39339333969298995,0.6358895705521472,0.6358895705521472
4,0.7267621755599976,0.695708155632019,0.6041535128712763,0.6107581571557064,0.7122188139059304,0.7098670756646216,0.822176992893219,0.8088532090187073,0.7561645117389341,0.7304316380706343,0.7914110429447851,0.773585548738923,0.5428716540336609,0.4425032396228197,0.6531441717791411,0.6531441717791411
5,0.6963703632354736,0.6504290699958801,0.6057188473782875,0.5753030770103271,0.722239263803681,0.7019427402862985,0.8290892839431763,0.8066321015357971,0.7771128118459129,0.749015062628463,0.8051961331102435,0.7856680299931834,0.45602622628211975,0.43316333543794877,0.6545245398773006,0.6545245398773006
6,0.6662185788154602,0.5943652391433716,0.5616710522411925,0.5372888026481419,0.6950153374233129,0.6866564417177915,0.8288995623588562,0.799893856048584,0.7779528219179763,0.7445923378385582,0.8028629856850716,0.7826687116564417,0.3912511467933655,0.353916296529292,0.6184049079754601,0.6184049079754601
7,0.7143608331680298,0.6567448377609253,0.6454825723809815,0.6037524489602617,0.7304959100204499,0.7119631901840491,0.8347970843315125,0.7922515869140625,0.7927825486031049,0.7429334262888626,0.812186279977691,0.7843813905930471,0.4556507468223572,0.4331820328146046,0.6524284253578732,0.6524284253578732
8,0.6397135853767395,0.5681400895118713,0.5138951607716205,0.4867111583260315,0.6725971370143149,0.6679447852760736,0.8106241822242737,0.8016889095306396,0.7669310395819988,0.7536038150971287,0.7973786949247073,0.7863156100886163,0.3736865222454071,0.33768846254481316,0.6101482617586912,0.6101482617586912
9,0.6347339153289795,0.5792596936225891,0.5559660321931436,0.5292346648933599,0.6887525562372188,0.6863752556237218,0.7944057583808899,0.7785570025444031,0.7334841213122949,0.7298512750870962,0.7761293920803124,0.7748466257668712,0.4139716327190399,0.3723991421591427,0.6288087934560327,0.6288087934560327
