"","SKBR3","NCIH1975","HT29","MCF7","NCIH508","A549","HA1E","NCIH2073","PC3","NCIH596","U2OS","HEPG2","A375","HCC515","VCAP"
"LOXL1",0.84799690655495,2.24792751344359,2.60169651648096,2.91838623444635,0.31034012061215,0.485426827170242,8.35812369119778,3.40871186102943,5.84096670448742,2.54101915313356,6.68678063494856,0.27500704749987,0.0565835283663675,0.545968369105293,3.56193705962243
"LRPAP1",6.16812050459556,6.36194377373524,6.30359811699249,7.7679195858018,5.26491169307446,6.07253459972295,7.24107745817504,5.85673675611911,6.43479500355054,7.69027740102343,7.02314443974665,6.88215391728701,6.54689445988764,6.45401134285304,5.62702310555406
"LYN",0.321928094887362,3.76447355099267,0.565597175854225,0.263034405833794,2.24488705912353,3.55581615506164,3.24640808724638,1.4905701304462,1.4541758931858,4.61882595258744,1.85996954822103,1.13750352374994,2.08406426478847,2.01792190799726,3.12928301694497
"SMAD3",3.13257684267001,5.29902480738432,4.834407841807,3.95046841415012,3.13914201914569,6.10307794659757,5.72082566608984,5.02281165091563,4.82425869660337,6.4916927879745,5.27351588970212,3.6959938131099,4.78764141448333,5.18150015170461,1.96347412397489
"MAN2B1",4.57712666130705,5.25587835258279,3.58014548442338,5.22804904788446,5.04351949366274,3.9297909977186,5.18586654531133,3.60407132366886,5.61618123133188,5.57893871309339,4.53294028837287,5.0746766862945,5.4870360800319,4.52794609890826,4.24716800037477
"MAT2A",7.63633460244218,7.58263126686054,7.74752167254042,7.55166981487147,7.52418907844937,8.00641023912548,7.25936665465885,6.70818723602071,7.57757988767055,8.13283385637758,7.51404333596374,6.80348537559595,7.78620427191941,7.61860574423154,7.65520869700463
"MBNL1",4.08491465976794,5.81480674309309,6.01725383896894,4.83289001416474,5.43596189543763,5.71287086768991,5.38508585354768,5.32732808262995,4.93310047493137,6.14588121129242,5.04395687279021,3.72246602447109,5.8522485895654,4.48026512205446,5.1168637576909
"MCM3",5.94976835993135,6.32102612859297,6.88459792099006,6.37277801706204,5.26190685982807,6.1753249891849,7.60058197850091,6.93593113975227,6.15055967657538,7.16319679743071,7.58436125251871,7.29517199198853,6.62351574149055,6.45154083301783,5.91456452349394
"ME2",3.50969584193339,5.27984269352035,4.0036022366802,2.68929916053589,5.29535569289167,5.56955185108361,5.11894107272351,4.63110428236588,3.79805051476751,4.0686708106651,5.27426166125705,3.44625622988956,4.83137058796754,4.77557736093065,5.21800615028443
"MEF2C",0.111031312388744,2.18269229751619,0.31034012061215,0.0426443374084937,2.70265754339091,0.0565835283663675,0.839959587489532,0.150559676575381,2.3533232911629,2.99819550315325,0.485426827170242,0.070389327891398,2.97636363573276,0.16349873228288,1.10433665981474
"MAP3K4",4.0232553523003,3.64731450954714,3.98732086592925,2.88752527074159,2.83995958748953,2.85399564717639,3.83491342970104,3.71699089440494,3.37851162325373,3.31324585178756,4.61529857909211,3.72900887033786,3.26603689399532,3.1407786557828,3.29865831556452
"MEST",6.7679195858018,3.50969584193339,6.15562781584529,5.6167693662935,5.49409554494063,5.18070484019556,6.45335295377561,5.35543919724868,4.18269229751619,3.93922657772821,0.650764559116902,4.75808993420181,2.63459326844576,4.77768271707355,5.43295940727611
"MIF",10.113481728276,10.9728362271786,9.86159873923841,10.4363992366828,9.68767311567043,9.10779246928113,10.7528823662731,9.36568816347922,9.8234309337855,9.62636612396718,10.7971751421752,10.2100624832402,9.98967832731779,10.3656662946888,10.4758347402632
"FOXO4",1.08406426478847,2.40599235967584,3.37989816352469,2.08406426478847,2.80529245560071,0.807354922057604,2.79285535236249,0.722466024471091,1.78240856492737,3.01613970265525,2.40053792958373,2.93357263826102,3.07553263116736,1.40053792958373,3.19534759832222
"MMP1",0.137503523749935,1.33342373372519,0.238786859587116,0.333423733725192,0.765534746362977,0.0976107966264223,0.150559676575381,1,2.19534759832222,2.64616265715789,0.475084882948783,0.27500704749987,1.48026512205446,0.31034012061215,0.238786859587116
"MMP2",0.704871964456353,0.75702324650746,0.722466024471091,0.0565835283663675,0.31034012061215,2.65306001710456,8.1520312708074,0.111031312388744,0.475084882948783,0.124328135002202,7.70099449416827,1.33913738491959,5.9660150974041,0.22650852980868,0.124328135002202
"MNAT1",4.70542503904273,5.67779010121666,4.46336088581666,5.53169336086147,3.46336088581666,5.63255905211795,5.43329332581501,5.13093086982645,6.29020320512607,5.25927248703759,5.68313498512609,4.68985823631925,5.01881218574282,5.39094277280254,4.18665901720211
"MSRA",1.07724299893246,2.29572302453997,1.25096157353322,2.41953889151378,2.59454854955035,2.98732086592925,3.30888505741176,0.0426443374084937,2.01435529297707,2.43562859405209,3.15055967657538,1.59454854955035,2.55090066464752,1.59931779369823,1.43295940727611
"MUC1",4.38404980679516,5.05658352836637,1.58976348698498,5.19219416528334,4.62993940943954,1,4.39574832817903,6.76221591572778,3.27500704749987,8.72014163258364,3.38818953715608,0.16349873228288,1.99276843076892,4.39025495632187,1.04264433740849
"MYBL2",7.19829769486015,6.77912836925098,6.34163000932991,6.09402488708305,3.47248777146274,5.6659043549549,7.12298325408078,5.19613488076516,5.71232064074163,6.82756500665014,8.09048297263333,6.04351949366274,6.17871464117544,5.80632405739003,5.96301164759943
"MYC",6.5535141040851,8.18848994291435,7.04253490553975,5.41582625747291,6.86021792474585,6.30231905094883,6.36229453839559,4.86542397831313,5.57863686247174,6.2293956531274,4.75328361646088,6.93144668529867,3.35755200461808,6.27463440251759,7.64817779572482
"GADD45B",4.59693514238723,5.9136075118231,1.61823865559545,5.05484847699562,2.45154083301783,5.28835856219366,5.67157644813065,4.09423606984577,4.72410451986685,6.27034205268023,6.01256867350306,3.24488705912353,3.28688114778816,4.56376827845203,2.13093086982645
"MYLK",1.14404636961671,5.16912328147676,2.47508488294878,0.516015147003665,0.970853654340484,3.28095631383106,7.09782145517113,0.839959587489532,1.34482849699744,4.631686366312,3.8923910259134,3.38818953715608,2.22650852980868,3.87676249078156,1.94860084749336
"MYO10",2.58014548442338,5.64125699872677,4.66049513188851,2.59693514238723,3.88752527074159,5.60080495498947,5.08618931310448,1.26903314645524,3.07553263116736,4.834407841807,5.04919510562227,3.03386345186628,2.84197311892718,1.0703893278914,2.95419631038688
"NCK1",4.27798474729977,4.80219321694183,4.11103131238874,4.11935617703968,4.45154083301783,4.64961545906341,4.80374366850523,4.29645740737124,3.69488019279919,6.69724560931936,3.6564963705535,3.96439863220318,4.42827641439251,4.87332106291482,4.8444860877578
"NFATC3",2.16992500144231,3.55213110825378,3.1243281350022,2.98367769469807,2.21412480535285,3.04614178164472,3.97727992349992,2.32192809488736,1.54596836910529,2.91456452349394,3.54843662469604,4.60821785302146,3.6564963705535,2.53356334821451,1.99638874644762
"NFATC4",2.58496250072116,1.74416109557041,1.41683974191283,0.895302621333307,2.3305584000308,0.111031312388744,5.38612115681485,2.66448284036468,2.72900887033786,0.333423733725192,4.00629802390037,0.0976107966264223,2.22032995487956,2.67129337248158,1.66448284036468
"NFE2L2",4.98641093525204,5.82196526586905,5.64673869830785,5.03298241669943,5.63255905211795,6.14016513459945,6.32300971061281,6.04483123344781,4.57349571549561,7.2585189247113,5.12308675098106,6.41869594960205,5.39574832817903,6.51364865015139,4.32192809488736
"NFIL3",3.10601323762212,4.48220292629596,2.81966818349646,3.12928301694497,3.87578006306849,3.30012372456901,5.07510472220949,3.73984810269933,2.26303440583379,5.12887075946512,3.26453643099903,5.56163163037584,2.56315813040281,3.48928602262588,3.11270013274936
"NFKB2",4.63807383718072,3.87085786436376,3.17312743348066,3.69265037003553,4.02147972741045,5.24640808724638,5.57440430902258,4.12845838414693,3.73443866613717,5.32337006906127,4.48928602262588,3.0686708106651,4.31976242766925,5.19298316997399,3.52356195605701
"NFKBIA",6.50620838930675,4.8972404255748,4.28318097894557,5.34163000932991,5.20320115631661,5.76394266044725,5.67807190511264,5.57531233068744,5.24716800037477,9.72077437482538,4.95233356636969,6.41125674622079,3.82883464946806,5.83289001416474,5.70956635383999
"NFKBIB",4.81762325751143,3.57893871309339,5.37642931106992,4.5385381636298,4.68369645430652,5.06695024392463,4.25398926623079,3.68032435684402,3.70708299177171,4.80683958179819,4.58856473740135,3.79181407116183,4.47183776242229,3.62175885670973,3.26303440583379
"NFKBIE",3.28540221886225,1.78240856492737,2.56559717585422,2.4541758931858,2.9429835981871,2.98367769469807,4.06004738366994,2.26303440583379,2.46466826700344,4.54039930563062,2.790772037862,2.85199883711245,2.57046293102604,2.3305584000308,3.07553263116736
"NIT1",5.47281266619239,4.98913900736823,4.3547342399706,3.84297883178832,5.45877569908024,4.80219321694183,5.06134418828839,4.30158764660319,3.605257262939,5.41040894985104,5.31903981556254,4.11519974938544,5.17751920259781,5.65992455840238,4.05137210172103
"NMT1",4.81915722367497,5.87676249078156,5.5465858290081,5.16309613843601,5.30231905094883,5.89287670006069,6.1149916133336,5.20633064787105,5.58135124716878,5.23955079661364,5.89869207256049,5.85149920246126,5.73552217729654,5.32373033752135,5.3305584000308
"NOS3",3.5765221379205,5.17472598770613,2.64385618977472,0.150559676575381,2.93168305705981,0.454175893185802,0.214124805352847,0.111031312388744,0.27500704749987,0.0840642647884745,1.53605290024021,3.39231742277876,0.659924558402378,1.09085343045111,0.443606651475615
"CNOT4",3.43162295971329,3.5385381636298,3.0703893278914,3.22496636500027,3.0232553523003,3.23419472295381,3.77082904603249,3.15055967657538,2.60644222813161,3.13257684267001,2.86393845042397,2.48026512205446,3.28095631383106,3.33199177823206,3.27351588970212
"NOTCH1",3.07895134139482,3.70708299177171,3.90689059560852,3.08406426478847,4.63923216324928,1.98185265328974,2.38681094647222,2.40599235967584,1.70929063572336,4.22727899446832,4.06091204958787,0.722466024471091,3.39369076418745,3.92124588858559,1.4276061727819
"PNP",6.99163521647699,6.90833256978243,6.30542338930187,6.6055535954944,5.61412086878925,6.70321146739115,5.67016051412663,6.28688114778816,6.31070365722511,6.52763338729093,5.6331405495224,5.31288295528436,5.88801258540283,6.2585189247113,5.2460279805281
"NPC1",5.59424994765735,6.62570884306447,4.00090140274153,4.48091134604775,4.36106648879432,4.54411440220947,5.10810622368613,5.41818994794577,5.33521168170579,4.93026424523502,3.78868571061353,4.95837871156634,4.37364821133469,4.87479696589866,3.94953493301701
"SLC11A2",5.21256933885081,4.63981097771678,4.86987140617771,4.78083500173823,5.4032677223393,4.95233356636969,5.18229502502548,3.62175885670973,4.36106648879432,4.38543103719352,4.57833494868161,4.9986468390058,3.85598969730848,5.45121111183233,5.62964804418744
"NRAS",4.03210084316702,4.7279204545632,4.66845955691538,6.31560245663795,3.95233356636969,5.04614178164472,5.75782333620773,4.46205231879643,3.10097764772482,4.3037807481771,5.74038793246835,4.93969674069176,4.96670731415032,5.36737106564853,4.00629802390037
"NUCB2",6.10202817936731,5.93073733756289,3.69376571221778,7.07382023329167,3.76659516172927,5.36141746678921,6.47897180503294,5.48091134604775,5.38439523838807,7.04777829451452,6.49904859773388,5.13996056954546,4.4995270242151,5.6507645591169,5.35155766245043
"NUP88",5.06522762277562,6.19770815795585,4.85748342828667,5.50175758573866,5.37399614213124,6.21684284283726,5.93168305705981,4.45811948117451,4.67581593117227,4.92314918047231,5.41447383643093,4.4535175792155,5.92860719930895,4.3547342399706,4.96069703930431
"NVL",5.76844901518055,4.57046293102604,4.15299460549244,4.9429835981871,3.38266725274504,4.29204549249286,4.71424551766612,3.38818953715608,4.37086174008529,4.79805051476751,4.20006486151431,3.08406426478847,4.81506301719287,4.72955277045397,4.58616424593091
"ORC1",3.5933537709803,3.5837597536395,3.67355642399014,3.08915913191124,1.22650852980868,3.8923910259134,4.68201139080069,3.69041709553247,3.06004738366994,2.75488750216347,4.3327079336406,3.21567859660793,4.51916444980607,4.16027483140859,2.9429835981871
"OXA1L",7.18388345903223,6.8146785889699,5.62614706360372,7.13329636570058,6.11582397743624,6.76274744195315,6.38560359805024,6.01346225980656,6.07531869255335,6.77307325343888,6.3305584000308,7.91862475557459,6.13093086982645,6.5894638929561,6.14669594803066
"OXCT1",0.333423733725192,5.20554891117303,0.344828496997441,3.94766615679601,1.79493566280354,1.65535182861255,5.06436554026363,3.60880924267552,3.28243980500639,5.1197711619529,5.52450253744916,1.10433665981474,4.28909670241999,2.99276843076892,5.92694824794977
"PAFAH1B1",5.10601323762212,6.24031432933371,4.73063995591679,5.47864829453918,4.53169336086147,6.51080372035832,6.57727775258235,5.18507363787676,4.40531168259745,6.30997649237056,6.01435529297707,4.25776496857139,6.26509928751474,4.7311832415722,5.80967167790706
"PAFAH1B3",6.077029313819,4.90448409790142,6.72601374886015,6.38577613826941,4.87135084063403,6.3743439890385,6.18626283566979,5.3212065669699,0.214124805352847,5.7899900186681,7.29112464287911,4.85996954822103,5.24222139509837,5.26303440583379,5.96462966672059
"SERPINE1",3.87282875953488,7.86263735755879,0.84799690655495,0.748461233004036,0.495695162624069,8.89360490485829,10.3083390301394,3.41683974191283,4.93498820178348,4.13832300405648,6.79233480570669,5.79545527204412,0.584962500721156,0.807354922057604,0.16349873228288
"PAK1",2.57773093149008,5.674686619928,6.11811050560737,2.41413553298445,5.28762004411207,4.63401235640212,5.18507363787676,4.67185946824748,3.15380533607904,5.61765111942733,6.01301553583926,1.08406426478847,5.22458056608344,1.87970576628229,5.00450139223494
"PCBD1",7.47232529665646,5.83869970177424,7.48735771531155,6.4905701304462,6.98082505201421,7.86319511247319,7.22129710316334,6.96127603960943,7.55443536531749,5.27314285930808,6.99446658497396,6.98276546258365,4.63110428236588,7.3710360522997,7.11103131238874
"PCCB",5.04001567884788,5.80271021929134,5.40122086216022,5.85773223315767,5.40565206128037,4.50207595604579,5.51601514700366,5.48188013962029,4.70431867776083,5.83086375675176,4.74685018309805,5.72955277045397,5.2502036564993,4.81915722367497,6.45318830954823
"PCK2",4.86393845042397,3.56559717585422,4.75915583380027,7.41252750737129,6.81198471935167,4.01256867350306,5.69655030107857,4.0408924306469,3.09929520433778,5.9627803538048,5.39882918244463,7.45705249005595,4.268284666521,3.6564963705535,3.18269229751619
"PCM1",4.56864019541922,5.10601323762212,3.32337006906127,4.5478199565777,5.31034012061215,5.77320515698557,6.32282949762889,4.73009646559547,4.57531233068744,5.1906148602095,5.75968848842729,5.48058827023386,5.06781078378962,4.41751500288509,4.46727948045998
"PCMT1",6.70085582016029,6.18962691588486,5.67553368622549,6.67383905599044,4.64443315240625,6.21587270290367,6.91384682426304,5.73741636593706,6.19021976366016,5.65420637794429,6.12350066435096,6.16711703022744,6.52512925120397,5.25436728144083,6.45368218587218
"PCNA",8.46670868122765,8.40994244940016,8.12634310861729,7.4511286697602,6.36754580010534,8.67779010121666,8.82311243696523,6.81211311298331,7.39711840904258,7.77794567069515,8.58631439372112,8.6959938131099,8.3509833675479,7.46858331700683,8.38284014447524
"PDGFA",0.454175893185802,3.47767732756531,2.27202318906105,3.85199883711245,3.41953889151378,3.01970191444255,3.10768786931437,2.31324585178756,3.08915913191124,4.73009646559547,4.43095427138573,1,1.67807190511264,1.41683974191283,3.63110428236588
"PFKL",6.92267359284945,6.17552460108987,5.93475237096303,7.77393041100307,6.34323013955347,4.01346225980656,7.231701199029,5.94227990170576,6.1108225740478,7.25955497146383,6.15461561132689,6.7915536333886,5.27164977245721,5.52606881166759,6.4586116725846
"PGAM1",7.37033867703977,9.33980547457274,8.07248100678694,8.75975505643011,6.69668938953767,9.06139819652577,10.2045711442492,7.98891186495402,8.70487196445635,8.50016467949217,8.62322307589651,8.56799409059421,9.11574596369896,8.46630082917934,7.88276530647313
"PGM1",5.33735429849697,5.54720302475693,3.79805051476751,2.31034012061215,4.33199177823206,4.84197311892718,6.46303385531749,5.4369613378336,5.68622036502273,5.88410945135923,5.23112515787905,6.09740010731741,5.48735771531155,6.19927972133662,4.88459792099006
"PHKA1",2.94860084749336,3.67016051412663,1.94485844580754,3.06350294230616,1.4276061727819,4.4032677223393,1.23266075679027,2.57288966842058,3.64616265715789,2.06004738366994,2.18586654531133,2.06695024392463,2.84799690655495,3.51222688651396,4.00090140274153
"PHKB",5.89141918684608,5.34340782229781,4.92267359284945,3.83086375675176,5.24944534108584,5.40769264866568,5.1168637576909,4.20711196120771,3.94110631094643,5.06953032516231,4.61647532878288,5.14241343787374,3.8094144442359,4.99186193055632,4.77082904603249
"PHKG2",5.46074256378964,4.39369076418745,4.88166461932035,5.63691458035588,4.603477988254,4.31686980506433,4.80219321694183,4.68257329734758,4.17632277264046,5.22380865860602,4.84849775538515,4.72628628972067,4.75915583380027,4.23572705983806,3.92504996472736
"PIK3C2B",4.04526821513853,2.12763327972587,4.14241343787374,3.68032435684402,3.58135124716878,1.95233356636969,1.54101915313356,1.6959938131099,2.48284828306847,3.78972925137577,2.24792751344359,1.46988597627446,1.73552217729654,2.27798474729977,2.41683974191283
"PIK3C3",2.91647664443772,4.61941301059794,3.42492208821069,2.68257329734758,3.72574115650395,4.28540221886225,5.79389588254888,3.99457972421575,3.79805051476751,4.67976157351685,3.69710657447698,4.13010717865883,4.877744249949,3.97911075501579,3.37851162325373
"PIK3CA",3.11103131238874,3.71149490665009,2.82578562746479,2.65306001710456,3.1407786557828,2.6959938131099,3.68818035858693,2.43028527297778,3.02502879449152,3.69932952567316,2.92409988564074,2.41683974191283,3.00898878322725,2.51096191927738,2.37016428054021
"PIN1",5.68425770505893,7.01033228328482,5.68790052248075,5.81557542886257,5.02635744696384,5.7309116243181,6.58165253046128,5.52450253744916,6.4523648064487,6.52716419273721,6.3019533951261,5.69627208392586,6.50874555424447,5.86071454954969,5.33628338786443
"PLA2G4A",1.02856915219677,0.790772037862,3.81352468929781,0.0285691521967709,0.495695162624069,4.10097764772482,2.16027483140859,1.33913738491959,1.85199883711245,3.4369613378336,0.933572638261024,0.111031312388744,2.35614381022528,0.807354922057604,0.01435529297707
"PLCB3",5.34020617991171,4.13010717865883,5.20280949212501,3.71808758396052,4.56742375770728,3.59215800212536,4.6876206320849,2.57531233068744,4.18428029441938,5.35755200461808,4.96301164759943,2.77399632511117,3.97819562968165,2.98185265328974,5.6409679104499
"PLK1",5.57893871309339,6.94591197787334,6.16249203693753,5.80426011563474,4.43162295971329,6.52935246299125,6.22747154635928,6.46466826700344,5.74173662382664,6.44923120066949,6.62541662207078,6.87958324961278,6.96889714526993,5.34695688937888,6.12928301694497
"PLP2",6.8008998999203,8.27919268447989,6.03716255012738,7.14577933684116,7.10433665981474,7.86641348112345,8.69209237542757,7.65921102406819,8.37937836707126,7.97876765103679,7.46311561989236,1.16992500144231,7.02070220379105,8.54175487631335,1.01435529297707
"PLS1",1.83187724119167,4.14323013477689,5.33628338786443,3.54966917072649,6.15015345524625,4.69097573834328,3.71699089440494,3.93357263826102,3.43162295971329,3.76128527336162,2.57773093149008,2.90110824301451,3.12101540096137,5.08703845676695,4.00270252037982
"PLSCR1",3.88752527074159,5.94976835993135,5.70265754339091,4.24260250592898,6.5337190711399,5.42492208821069,6.56285295958392,4.58195375084882,4.67299099382775,8.44257033680689,4.36246988875021,4.4666271200415,4.877744249949,4.52230689287139,2.16349873228288
"PMAIP1",1.04264433740849,5.47508488294878,2.42492208821069,1.98550043030488,3.66334461936609,3.60762622084549,4.99457972421575,5.84423498775875,4.11852584893567,6.75902263940966,5.05441438791731,1.14404636961671,4.12763327972587,2.55090066464752,1.61353165291793
"PMM2",5.58736499093646,5.29094040240368,5.69655030107857,5.86220339905322,5.14934066928622,5.78319470337615,5.19927972133662,5.24944534108584,4.12680770314203,6.21761848535105,4.97773784924282,5.9217219470096,5.59931779369823,4.80580834870147,4.44228003525258
"POLB",3.82883464946806,4.19927972133662,3.36036427654347,3.74092756031863,4.36176835941915,4.69041709553247,4.5915597458278,3.91552090075196,4.57288966842058,4.29572302453997,5.00090140274153,4.56315813040281,4.44426950241348,4.31469652565629,5.30560578958543
"POLE2",3.19692173382033,4.26303440583379,3.77610398807316,3.83995958748953,1.49569516262407,4.44691786486603,4.74738739965272,3.99638874644762,4.53169336086147,4.01435529297707,5.21723071622067,3.33199177823206,3.53480866123175,4.18745105402733,3.61353165291793
"POLR2I",7.5413289770456,6.43312637620643,7.24631306995515,7.6191928918373,6.29204549249286,7.86300921812642,6.64702663265485,6.92564344659055,6.08363887925071,6.50700173276412,7.30751960154977,6.49601487343776,6.74617838097141,6.46613765607043,7.75228028166775
"POLR2K",5.75702324650746,6.33306587807636,6.71657942079634,7.93492924769235,5.81506301719287,6.50112063427539,6.50874555424447,6.73890291428176,7.29094040240368,6.7311832415722,6.17951105027151,5.96416756068177,7.3450947178269,6.75274859140713,7.11155302614733
"PPARD",4.42827641439251,4.85847839042327,3.55826763405574,3.39917109381982,3.64385618977472,1.95233356636969,4.456149034648,4.12928301694497,4.17712050284652,4.51159454153741,4,3.53231695933277,2.90496571868403,3.07724299893246,3.4032677223393
"PPARG",2.01792190799726,5.21023299009585,5.87700799321402,0.941106310946432,6.89542381038297,4.83390207666916,0.918386234446348,1.49569516262407,7.30213623462205,4.79545527204412,2.9126498648972,3.6915341649192,5.34589308568741,2.61353165291793,0.895302621333307
"PPIC",5.17512534965772,5.21723071622067,5.40224465525408,6.75194568161502,4.86591881455221,3.95977015521147,5.92718535782637,4.25927248703759,4.39025495632187,6.71342088486808,5.51853513898218,3.65764000520782,4.67355642399014,4.69097573834328,2.19219416528334
"PPOX",3.64731450954714,4.09339115325301,3.20789285164133,3.06004738366994,3.77505054148317,2.68257329734758,4.58496250072116,2.41413553298445,3.7771566660045,3.72900887033786,4.14649230697719,3.0496307677246,4.18903382439002,4.71314590249026,2.96162332828694
"PPP2R5A",5.26115467261557,3.95791459863299,4.28688114778816,4.02059109477325,3.76659516172927,4.10685079645022,3.49569516262407,2.17951105027151,3.83187724119167,4.53480866123175,3.22958792274065,3.46988597627446,3.07553263116736,4.55826763405574,2.67581593117227
"PPP2R5E",3.95140129167431,5.17871464117544,3.10433665981474,4.18824265626441,2.799087306074,4.34624777408278,4.78607355157855,3.91934008244201,4.37712374912949,4.59215800212536,5.44757919654888,2.92409988564074,3.22804904788446,3.92409988564074,3.89917563048051
"PRCP",5.66704055902299,6.41481206056585,4.06953032516231,5.09000652990382,5.38612115681485,6.43912442405066,7.04209709503919,4.63284983011771,6.5737986435893,6.60984359159946,7.14689956034359,6.20006486151431,5.46008724011683,5.66277517193778,5.8804406478879
"PRKACA",4.71369581484336,5.88337643667284,4.71094415457587,6.19869058566892,3.86294724802092,4.34056226902641,6.62453960378183,4.68537955195908,5.61559285651096,5.78345665436024,5.36141746678921,5.04395687279021,5.90785207184596,4.68144926531496,5.29278174922785
"PRKCD",7.51056638944875,4.82883464946806,4.877744249949,4.13175409098481,4.41074812818595,3.4369613378336,4.64270157183323,3.1243281350022,4.54596836910529,3.47638168756724,4.06781078378962,4.50716034911752,6.0496307677246,2.18586654531133,6.20300533751198
"PRKCH",3.92504996472736,2.80322703643493,3.02147972741045,4.02502879449152,0.176322772640463,2.81966818349646,1.13093086982645,2.52356195605701,3.5909612413426,3.61353165291793,4.02680005934372,0.713695814843359,3.50716034911752,2.62760683812965,5.59902017739168
"PRKCQ",0.01435529297707,0,0.0840642647884745,0,0.16349873228288,2.37573453858316,1.67355642399014,0.933572638261024,0,0.6959938131099,2.39231742277876,0.16349873228288,1.72246602447109,0,0
"MAPK9",4.89044669267991,4.47118746038699,4.33628338786443,5.3037807481771,4.20084957463721,4.87823487911234,4.55765515472542,4.47313748777226,4.02236781302845,4.85199883711245,5.43195718768673,4.31976242766925,4.37295209791183,5.01925711868108,6.58345891013077
"MAPK13",0.613531652917927,3.5933537709803,4.86641348112345,2.79493566280354,5.06220807756025,0.16349873228288,3.7235585614721,3.4276061727819,3.51601514700366,2.97819562968165,0.748461233004036,3.7771566660045,0.632268215499513,4.268284666521,4.47638168756724
"MAP2K5",2.92599941855622,2.8011586560937,3.07210580048042,3.1586601753465,3.68594014844598,3.05311133645956,3.69932952567316,2.36737106564853,2.03913839390696,3.83289001416474,3.41818994794577,2.88362081628567,3.40735275114004,3.65306001710456,4.0686708106651
"PRKX",1.54596836910529,3.34482849699744,3.44228003525258,2.63459326844576,2.28392177230762,4.14404636961671,3.4154882710497,2.0703893278914,2.85996954822103,3.28983446517751,3.76128527336162,0.176322772640463,3.00898878322725,2.88752527074159,2.84599177066457
"PROS1",0.111031312388744,5.56040926636212,3.57288966842058,0.773996325111173,4.93121027480393,3.22496636500027,2.799087306074,3.15380533607904,3.41006969175638,5.36737106564853,1.86789646399265,5.20515788392009,2.27202318906105,4.25776496857139,0.985500430304885
"LGMN",5.34269695998193,6.82756500665014,5.60050764534579,5.8814199080924,4.80787007829978,5.47800105583793,6.79272523330573,6.6839771069756,5.08193608171943,6.70071713282148,6.22419466397043,5.50842865253186,3.76128527336162,5.96901230751632,4.68706068833989
"HTRA1",0.27500704749987,6.02480723340057,0.189033824390017,1.95233356636969,0.321928094887362,4.88752527074159,5.63604452602804,5.80296865100558,5.68173035543585,6.31433399391901,2.40599235967584,0.286881147788161,5.29572302453997,2.70929063572336,1.48542682717024
"PSMB8",5.48607074373567,6.69891298314366,3.76553474636298,0.333423733725192,6.65248649491816,3.63807383718072,6.83010317592004,4.12515513132229,4.23802251782572,8.51743318407169,5.42122329922514,4.7273759385949,5.46368784220126,4.49825086752783,3.76553474636298
"PSMB10",5.57742882803575,5.53884852074424,5.43229133824778,4.99954908734095,5.84297883178833,4.46270675067016,5.674686619928,4.11186596386756,4.18745105402733,7.56124975286471,5.40973035386445,4.95373084981149,5.18745105402733,5.05831649559082,4.10265813136374
"PSMD2",8.39797404932678,8.83712329583833,7.64745842645492,8.14317910476288,6.90002146703778,8.073927317726,8.38024459047818,8.2511036386602,8.99489081138897,8.40433264631467,8.5003240492842,7.20241772157518,7.81941272620656,7.72458206403889,7.60784811134464
"PSMD4",7.82119997805645,8.16087986183931,7.1717272440763,8.68905449673663,6.83162393682075,7.41422011628356,7.88423158427282,7.88386515450979,7.65040556365859,7.76042056757804,7.69529790115733,6.98902544063138,8.55282277189031,7.8094144442359,6.92148393743373
"PSMD9",4.79493566280354,5.76447355099267,5.39951292418296,6.54024430213427,5.02547181462118,6.26734852020245,6.14526985665051,5.44062004767917,6.40224465525408,5.54287709935414,5.79129314859221,5.1906148602095,5.86245139132558,6.12515513132229,5.69655030107857
"PSMD10",5.01613970265525,6.23572705983806,5.44426950241348,6.44028782084042,4.66505161428921,6.71781348971805,6.06004738366994,5.29130885982897,6.11790278909403,6.31849761886055,4.91981677005279,5.23534412817267,5.79103261675567,6.19711838004716,4.90592847817314
"PSME1",7.92213836930746,7.82984955984469,7.16671544496642,8.09845324630927,6.80309784950483,6.77663042305105,8.57050088020708,7.38577613826941,6.70307300632852,9.01242900063301,7.4585296523429,8.1754747007028,6.58526303088387,6.25512301484779,6.67454539384587
"PSME2",8.09037711006791,7.95564990752837,7.13729858092114,8.32102612859297,6.96162332828694,7.43137223790976,8.24345963737763,7.72758015616773,7.21237478756727,9.44313003918122,7.64132926174569,8.40313987862205,7.34314128997432,7.41844297095788,7.02635744696384
"PTGS2",0.0565835283663675,0.526068811667588,1.86393845042397,0.01435529297707,0.01435529297707,2.77188557851537,1.6959938131099,0.963474123974886,1.65992455840238,5.19455988602261,0.55581615506164,0,0.565597175854225,0.604071323668861,0.01435529297707
"PTK2",4.12184429787638,5.122258567812,6.99706654539873,6.05484847699562,4.85798099512757,6.3743439890385,6.31885910596865,6.96670731415032,6.03254169727004,6.34766565630097,6.55028504908841,5.4905701304462,5.74604398299834,5.36492255850577,5.9429835981871
"PTPN1",5.53729606709084,5.48091134604775,4.67299099382775,6.4281088831793,3.790772037862,4.14323013477689,5.46923479366766,4.15380533607904,3.5668151540109,6.37277801706204,5.1122831085982,4.56254772419912,5.42256941086083,5.13709360897494,4.13093086982645
