,model_pearsonHA1E,model_pearsonPC3,model_spearHA1E,model_spearPC3,model_accHA1E,model_accPC3,recon_pear_ha1e,recon_pear_pc3,recon_spear_ha1e,recon_spear_pc3,recon_acc_ha1e,recon_acc_pc3
0,0.6216905117034912,0.5485078692436218,0.5263357976415917,0.47991204961427575,0.6845974618282769,0.6686744001586357,0.8198680281639099,0.8715426325798035,0.777967114548138,0.8463858200482305,0.8001340259482734,0.8360283381104323
1,0.555037260055542,0.5847646594047546,0.45614883771732667,0.4713592219584705,0.6593124132460837,0.668835514574658,0.8106911182403564,0.8770327568054199,0.7668198991645946,0.8397415757549329,0.7941524319424379,0.831797193486664
2,0.6672945022583008,0.634441614151001,0.5533153416243104,0.5291970031582635,0.6950599841364268,0.6882857426135237,0.833311140537262,0.8686437606811523,0.782939503093938,0.8350701373026468,0.8013910724908644,0.8275473782612391
3,0.5465970635414124,0.5766340494155884,0.43723425039910013,0.460258920895097,0.6537576839183026,0.6640268689272258,0.828739583492279,0.8816912174224854,0.7839465790970738,0.8642313749708993,0.8026498895215433,0.8507285397529301
4,0.6415442228317261,0.6485611200332642,0.5207170899950814,0.5395602080672203,0.6833680348998612,0.6956573468173707,0.8630436658859253,0.9018651247024536,0.8185395566487301,0.8798856420504753,0.8216188988980483,0.857895475533786
5,0.5491414666175842,0.5397366285324097,0.4609469533132131,0.44561714907678135,0.6612358715050565,0.6551209597461828,0.8491411209106445,0.8910908699035645,0.8193810394375881,0.8690876056984967,0.820823064502422,0.8503763735768496
6,0.49203044176101685,0.44101443886756897,0.4072256136167328,0.3696708749729565,0.6390392623438429,0.6245612730517548,0.8434231877326965,0.8910722732543945,0.814751144913937,0.8641974380988892,0.8184612333928218,0.8469905565384446
7,0.5865305066108704,0.5619146823883057,0.49183045877699544,0.4355318136037537,0.6749008526670632,0.6520424350584969,0.8565610647201538,0.8837395310401917,0.8175042607476516,0.8643843778595333,0.8212674570125492,0.8477000394014077
8,0.4850790202617645,0.412881076335907,0.37890605981468134,0.33386063748759787,0.6284627206028158,0.6099172119769978,0.8348766565322876,0.8835419416427612,0.8075464886933357,0.8618982452884294,0.813440129174811,0.8455342496092051
9,0.5179566144943237,0.5326653122901917,0.40847400416053736,0.4261702200839226,0.6368629783858814,0.6512219908784453,0.8356634974479675,0.8619550466537476,0.8063886951662934,0.8391157251894847,0.8135233421149543,0.8315596261759258
