,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.5820818543434143,0.5128939747810364,0.5003421042730304,0.4373713375155848,0.6757882212968471,0.6557331945270672,0.7527064681053162,0.887270450592041,0.7022964686201092,0.8390974188255884,0.7606349034665514,0.8309306629651662
1,0.5211471915245056,0.5138556957244873,0.4128074632608506,0.404124270323582,0.6417608566329566,0.6441007336902637,0.7266122102737427,0.8784515857696533,0.6786114659184261,0.8350594546133718,0.7502307428839257,0.8297863374975214
2,0.6276823878288269,0.5891993045806885,0.5233898797308687,0.48715785017808866,0.6825575054531032,0.6708011104501288,0.733836829662323,0.8963425755500793,0.6845000869892469,0.8592258916786721,0.754366088006778,0.8417311124330755
3,0.5151553153991699,0.5179067254066467,0.41679025116349766,0.4165414249518896,0.6441156057902042,0.6483615903232203,0.7315549254417419,0.8790562152862549,0.6800596968258061,0.834465164874269,0.7521253582824077,0.8284346288584837
4,0.5413851141929626,0.5963128805160522,0.4433268164709984,0.5064443938523131,0.6513236168947055,0.6796921475312313,0.7633355855941772,0.896163821220398,0.738964560032274,0.8517273348633949,0.7821093144412598,0.8402678630444842
5,0.5259910821914673,0.5143309235572815,0.4393903034598162,0.4199343955519187,0.654293079516161,0.6470478881618085,0.7575618624687195,0.893669843673706,0.722321385475592,0.8623013680436282,0.7758188668361183,0.8475237953599049
6,0.48149624466896057,0.3848722279071808,0.4020379669690047,0.32804971755550993,0.6374281181836208,0.609438826095578,0.7723960280418396,0.8840925097465515,0.7284864755919079,0.8529384225818192,0.7773926054116419,0.840100138806266
7,0.5623003840446472,0.4899819791316986,0.47525110310975477,0.37840890731917476,0.6694427919888956,0.6302820741622049,0.7887195944786072,0.885028600692749,0.7546277699389351,0.8541223122515204,0.7924350584969262,0.8415121620728402
8,0.45037001371383667,0.35886213183403015,0.35195393662080715,0.29148412449114347,0.6188578227245687,0.5943808249058101,0.7608727216720581,0.8787358999252319,0.7210080086792107,0.8450183420360549,0.7725100499342022,0.8358425870844074
9,0.49163538217544556,0.4690510630607605,0.4030578912957491,0.37632055264656944,0.6376809438826097,0.629873091413841,0.7418590188026428,0.8765376806259155,0.6971877547880362,0.8492763311337164,0.7613442575667443,0.8378676713596405
