,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.6358622908592224,0.5593209862709045,0.550168056154278,0.48156752181542783,0.6940833829069998,0.6703425540352964,0.8310728073120117,0.8602915406227112,0.7799461012149783,0.8121694607542959,0.7974825590827972,0.8163213034569369
1,0.570332407951355,0.5923551321029663,0.46303522559203864,0.4752350855560096,0.6601279000594884,0.6706870910172517,0.8213256597518921,0.8623740077018738,0.7612178862364224,0.8051914599150167,0.7879644151208696,0.8096470354947451
2,0.6759275197982788,0.6377630233764648,0.5634144931350342,0.5372091395396705,0.7,0.690466983938132,0.818393349647522,0.874954342842102,0.766298565944773,0.8342563670274008,0.7926369585203614,0.8277447286667988
3,0.5893872976303101,0.5792538523674011,0.4680646159901419,0.4645830871772585,0.6623810232004759,0.6684141384096769,0.8223929405212402,0.8588629961013794,0.7584149656800288,0.812654925834443,0.7883285562345648,0.8157842554035296
4,0.6388840079307556,0.6431723833084106,0.517838301659735,0.524133200683837,0.6818634741225462,0.6878346222486615,0.8524854183197021,0.8738107085227966,0.8134172490206438,0.8217288974531833,0.8202431813675123,0.8237276092273118
5,0.5839738249778748,0.5360462665557861,0.4835605140640157,0.4353920514233118,0.6720280586952211,0.653090918104303,0.845357358455658,0.8715177774429321,0.8021140283547361,0.8331843349974489,0.8129675698087357,0.8295863903760988
6,0.5137038826942444,0.4551406502723694,0.4288740339881379,0.3778362615349983,0.6469487408288717,0.6281404917707714,0.8350561261177063,0.8571908473968506,0.7960421153617363,0.8228855490575903,0.8097119319308493,0.8219594817899397
7,0.6227146983146667,0.5542193055152893,0.5265976271874451,0.42726946415383704,0.6888707118778504,0.6479650009914734,0.8584878444671631,0.8592897653579712,0.8251660210021328,0.8271736073712822,0.828082130045247,0.8256312380196973
8,0.47890549898147583,0.41777798533439636,0.369829866679409,0.3471922036372215,0.6236540749553837,0.6144061074757089,0.8260838985443115,0.8593324422836304,0.7908445474985618,0.8207806637509623,0.8061732734843979,0.8211861325930332
9,0.538142740726471,0.5295862555503845,0.43787916748040934,0.4199771059302364,0.6513607971445567,0.6490432282371603,0.8189687728881836,0.8516396880149841,0.775026962590109,0.8179335554246335,0.7989941052403874,0.8197071848767268
