,model_pearsonHA1E,model_pearsonPC3,model_spearHA1E,model_spearPC3,model_accHA1E,model_accPC3,recon_pear_ha1e,recon_pear_pc3,recon_spear_ha1e,recon_spear_pc3,recon_acc_ha1e,recon_acc_pc3
0,0.7146536707878113,0.6352670788764954,0.624735868135732,0.5839488400307836,0.7153118609406952,0.704780163599182,0.7793956398963928,0.7946629524230957,0.7233657325000177,0.7315121543535867,0.7665972830850132,0.7721496295115926
1,0.6653348207473755,0.6769259572029114,0.5553887434243695,0.5635702851526636,0.6938905930470348,0.7037065439672802,0.7718328833580017,0.8068927526473999,0.6906565729654334,0.7106032564725072,0.7558702161846333,0.7605967651979922
2,0.7606152296066284,0.7300509214401245,0.6445858818256406,0.6409859986181734,0.7251022494887526,0.7254856850715747,0.8126609325408936,0.7969987988471985,0.7305287763430952,0.7187942204502231,0.7732434998539294,0.7643215680025496
3,0.6846863627433777,0.6548213362693787,0.551473380568237,0.5532925396958946,0.6926124744376277,0.6964212678936607,0.7974362969398499,0.794989824295044,0.7193618693146835,0.744463574345343,0.7679393076248905,0.7856080524792182
4,0.7255595326423645,0.6980662941932678,0.5903397037784501,0.6035274991871903,0.7106595092024539,0.7099437627811861,0.8385346531867981,0.8420848846435547,0.767828632849512,0.7821767097554643,0.7921048787613204,0.7990598358696518
5,0.6649472713470459,0.6355385780334473,0.5702196029813301,0.5601317397672495,0.7024539877300613,0.696319018404908,0.826205849647522,0.8269069790840149,0.7694527970119045,0.7673262530689995,0.7922874671340929,0.7901827211643163
6,0.6323983669281006,0.5740960240364075,0.5175503331900958,0.5089029847033163,0.6784253578732107,0.6714212678936605,0.8174750208854675,0.8226333260536194,0.7586890487484279,0.7583506721586286,0.7877227578147823,0.7861458582317478
7,0.6923263669013977,0.638656497001648,0.6165558409704106,0.5846714462822307,0.7182770961145195,0.7046523517382413,0.82923823595047,0.8099396824836731,0.7684460526584249,0.7607674762998968,0.7914201723634238,0.7885958622154943
8,0.6147335767745972,0.5569466352462769,0.4913117913623172,0.4668455600069482,0.6671267893660532,0.6557515337423313,0.8074662089347839,0.807951807975769,0.7509020304494137,0.7542668562166072,0.7825920245398772,0.783104931877938
9,0.6220620274543762,0.6141588091850281,0.5311287833391279,0.5457975868571127,0.6825408997955009,0.6905674846625767,0.8023300766944885,0.7914927005767822,0.7448379924918473,0.7264713514468033,0.7781916447560618,0.7720301171221416
