,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375
0,0.5813474655151367,0.5371019840240479,0.49243930167782546,0.47078164199727796,0.672028058695221,0.6660519532024589,0.8504304885864258,0.8523800373077393,0.8143987597590746,0.8122902186550981,0.8169334631262054,0.8150621323286403
1,0.5374736785888672,0.5381551384925842,0.43907618142524407,0.43761010566529607,0.6529868134047195,0.6546078722982351,0.8193730115890503,0.8463152647018433,0.7866645169806319,0.8072212691015378,0.8035575865736486,0.8148349196906604
2,0.602083683013916,0.5827987790107727,0.49338278232257265,0.49690449947370025,0.6703772556018243,0.6752453896490185,0.8260932564735413,0.8582111597061157,0.792087185815491,0.8254332959455496,0.8064004110107619,0.8221891731112433
3,0.5304941534996033,0.5129695534706116,0.42527886143774507,0.40982435331066763,0.6489564743208408,0.6441032123735871,0.8310958743095398,0.8413334488868713,0.7941370381330256,0.8075517591012022,0.8077452093811404,0.8134542930795161
4,0.5867335200309753,0.6041297316551208,0.48271482340909666,0.4895568608360228,0.6704268292682927,0.674757089034305,0.8536502718925476,0.866952121257782,0.8362333679010632,0.8250584701248698,0.8322697528527394,0.8248521052283694
5,0.5047969222068787,0.49982622265815735,0.4267005896691233,0.4234012314225001,0.6496951219512195,0.6473106285940908,0.8591440916061401,0.877029299736023,0.8384684114709882,0.8481434979983462,0.8344942584680836,0.8400373454954063
6,0.4393915832042694,0.39354580640792847,0.37152501596816345,0.3501769083005818,0.6253098354154274,0.6180770374776918,0.8537488579750061,0.8589845895767212,0.8273661320754916,0.8320728460622068,0.8271465397580807,0.8274687685901249
7,0.5553314089775085,0.5247634053230286,0.48026137535755575,0.4207023334273991,0.6713141978980766,0.6478237160420385,0.8721224665641785,0.8624403476715088,0.8527780113561636,0.8393796758005542,0.8436843148919293,0.8325137153810562
8,0.42809030413627625,0.37758463621139526,0.3474086038796253,0.3152216718199893,0.6164559785841761,0.6019333729922665,0.860526978969574,0.859584629535675,0.8359539432314101,0.8302347427521928,0.8313675121230147,0.8269705532421178
9,0.485361784696579,0.48590004444122314,0.39405804273124884,0.3978609210779448,0.633923259964307,0.6395944874082888,0.8393146395683289,0.8383618593215942,0.8074087692191112,0.8125087619270653,0.8146665945595154,0.8174053142970454
