,F1_score,ClassAccuracy,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,1.0,1.0,0.6739324331283569,0.5490148663520813,0.5629459884806197,0.4495296376089243,0.7013211382113822,0.6568411659726353,0.8353933095932007,0.8184005618095398,0.7836342357271828,0.7544735501936489,0.8019523011194635,0.7895283891863307,0.49128735065460205,0.4151903706567338,0.642982847511402,0.642982847511402
1,1.0,1.0,0.5890041589736938,0.5499113202095032,0.4797653944935648,0.4243320780811205,0.6685306365258775,0.6509319849296054,0.8218317031860352,0.8273017406463623,0.7720101523539378,0.7533588749365431,0.7968218773096821,0.7879982153480072,0.44977280497550964,0.37370838092288994,0.63110499702558,0.63110499702558
2,1.0,1.0,0.6766350269317627,0.6396247148513794,0.5704727268952483,0.5400959297128585,0.7025778306563553,0.6907892127701765,0.8199976682662964,0.8329063653945923,0.7701355155995137,0.7662924860964918,0.7970715483208047,0.793680183753057,0.46752122044563293,0.38020034327477603,0.6262790005948841,0.6262790005948841
3,1.0,1.0,0.5506057739257812,0.5587587356567383,0.4390521862138595,0.44327996916938817,0.6534007535197304,0.6582812809835416,0.8316584825515747,0.80795818567276,0.7729104843547739,0.7296721022485263,0.7994294521659187,0.7769771630643137,0.4201890826225281,0.33817722758129615,0.6173755700971644,0.6173755700971644
4,1.0,1.0,0.6211774945259094,0.6306967735290527,0.5194643933103447,0.5312669253776046,0.6852939718421573,0.6920434265318263,0.8493401408195496,0.8281928300857544,0.8099617718681723,0.7610949292901784,0.8213310980116453,0.7954301341793906,0.5349923968315125,0.41730942442906577,0.6468768590124926,0.6468768590124926
5,1.0,1.0,0.5929259657859802,0.5396909117698669,0.5085042360021023,0.4346780745592625,0.6808050763434463,0.6524985127900059,0.8523082733154297,0.8298994302749634,0.8088092817772836,0.780058931617029,0.8207866890198836,0.8041154405446493,0.4142354726791382,0.36507086144076945,0.6263682331945271,0.6263682331945271
6,1.0,1.0,0.5014352798461914,0.43783771991729736,0.39446766247065573,0.36056421500584973,0.6362656157049376,0.6221891731112432,0.8300610780715942,0.8069413900375366,0.7888403501777327,0.7585828210219392,0.8091693256178683,0.7885369158569634,0.30587396025657654,0.2713862383736281,0.5905686099543923,0.5905686099543923
7,1.0,1.0,0.6311472058296204,0.5646057724952698,0.5261787490600865,0.4282128291265986,0.6890541344437835,0.6488102320047592,0.8536170721054077,0.8174484372138977,0.8216107793033242,0.7703105623983983,0.8278676112703477,0.7987424813272523,0.45318472385406494,0.36913598746777254,0.6299672813801309,0.6299672813801309
8,1.0,1.0,0.4894926846027374,0.3707658648490906,0.37914695201072024,0.28654484313888073,0.6281999801705334,0.5927820741622051,0.8110542297363281,0.821870744228363,0.7663727593205282,0.7758486426493021,0.7955086258179653,0.8001644193271201,0.3015519082546234,0.25471323340371976,0.5817345825897282,0.5817345825897282
9,1.0,1.0,0.5495525002479553,0.510039746761322,0.44444762046916997,0.428243652317094,0.652374578623835,0.6520796153083482,0.818321943283081,0.8039452433586121,0.7710571169519074,0.7584810720939127,0.7973437528166855,0.7928919624562099,0.3816031515598297,0.30740572075347716,0.6040080309339679,0.6040080309339679
