,F1_score,ClassAccuracy,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,1.0,1.0,0.7372606992721558,0.6397724747657776,0.6518590012312553,0.5935837375022089,0.7275306748466258,0.7087423312883436,0.8053504228591919,0.7863041758537292,0.7446772438919501,0.7037784515939324,0.7823944971184236,0.7597903885480571,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,1.0,1.0,0.696053147315979,0.6745734810829163,0.594624662366052,0.5888683351060557,0.711579754601227,0.7131390593047034,0.7946038246154785,0.7710354328155518,0.7166640157519231,0.6826328524894745,0.7674939579847555,0.7537576687116564,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,1.0,1.0,0.7858366370201111,0.7425771355628967,0.6859019228322808,0.6574573880468482,0.7416922290388548,0.7344325153374234,0.7738289833068848,0.7860169410705566,0.712473441771823,0.7042198357084681,0.7646867447480943,0.7603527607361964,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,1.0,1.0,0.6886917948722839,0.6304770112037659,0.5864053619750778,0.544353315767095,0.7102249488752557,0.6953476482617587,0.7893929481506348,0.7738644480705261,0.7094193569214536,0.6787442533079004,0.768153931957613,0.7524625085207907,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,1.0,1.0,0.7318432927131653,0.6863272190093994,0.6185556429787964,0.5836171892349615,0.7188650306748465,0.7034509202453988,0.8078087568283081,0.7847483158111572,0.7413834093462629,0.6871297971878467,0.7886317159323293,0.7546949556918883,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,1.0,1.0,0.6669819951057434,0.6426934599876404,0.6105750997375766,0.5724559622388437,0.7244376278118609,0.7039366053169734,0.8053348064422607,0.7819119095802307,0.7431821478666273,0.7004419636593492,0.7883063766499349,0.7650562372188138,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,1.0,1.0,0.6354940533638,0.5600252151489258,0.540544251856005,0.5095370723057184,0.6869631901840492,0.6748977505112475,0.8112168312072754,0.7698348760604858,0.7494542659280385,0.6919692294082063,0.7912158393753486,0.7575920245398773,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,1.0,1.0,0.7080707550048828,0.6271623373031616,0.6526652868817946,0.5960634556493206,0.7349948875255624,0.7116564417177914,0.8195759654045105,0.7628548741340637,0.7623421413096272,0.7006729782525886,0.8007157464212681,0.7638292433537832,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,1.0,1.0,0.6191194653511047,0.5760067701339722,0.4919115615219016,0.49544634021191475,0.6678936605316974,0.6698619631901841,0.7873739004135132,0.7735867500305176,0.7390280852670561,0.711587284834373,0.7823294292619446,0.7673994546693933,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,1.0,1.0,0.6232903003692627,0.5821784734725952,0.5347797567488538,0.5306224197380944,0.68420245398773,0.6868098159509202,0.7828548550605774,0.7506448030471802,0.7110634599900129,0.6804698349961906,0.7678936605316972,0.7538087934560327,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
