,pearson_ht29_to_pc3,pearson_pc3_to_ht29,pearson_a375_to_pc3,pearson_pc3_to_a375,spear_ht29_to_pc3,spear_pc3_to_ht29,spear_a375_to_pc3,spear_pc3_to_a375,acc_ht29_to_pc3,acc_pc3_to_ht29,acc_a375_to_pc3,acc_pc3_to_a375,recon_pear,recon_spear,recon_acc,Direct_pearson_ht29,Direct_pearson_a375,Direct_spearman_ht29,Direct_spearman_a375,DirectAcc_ht29_to_pc3,DirectAcc_pc3_to_ht29,DirectAcc_a375_to_pc3,DirectAcc_pc3_to_a375
0,0.34535375237464905,0.31631597876548767,0.6738306283950806,0.5326511859893799,0.49809510219328323,0.40583319014731123,0.6132871496289399,0.6696257699295713,0.6647239263803681,0.631799591002045,0.711758691206544,0.7435582822085889,0.8242986798286438,0.7939531598654144,0.8098755137292277,0.4655536115169525,0.4655536115169525,0.41636617688245875,0.41636617688245875,0.6425357873210634,0.6425357873210634,0.6425357873210634,0.6425357873210634
1,0.39618542790412903,0.3073388636112213,0.6415613889694214,0.5523145198822021,0.5295771702184152,0.413191489660913,0.5792071421976367,0.6459966776246642,0.6862745098039216,0.6329844821364128,0.7004691447131,0.7313845783712258,0.8220221996307373,0.7896605211931041,0.8103736754043502,0.42136263847351074,0.42136263847351074,0.4076164014385126,0.4076164014385125,0.6406231204138096,0.6406231204138096,0.6406231204138096,0.6406231204138096
2,0.44744911789894104,0.3534010052680969,0.7286574244499207,0.5862213373184204,0.5800717066166132,0.46116714639899786,0.6287181274265969,0.7422190259355743,0.6950977050670302,0.6456487162008635,0.7169677346057715,0.770677118836628,0.8326019048690796,0.7973672225173397,0.8145796674117406,0.4941678047180176,0.4941678047180176,0.42080153061641845,0.4208015306164184,0.6358782094978416,0.6358782094978416,0.6358782094978416,0.6358782094978416
3,0.32758286595344543,0.2772945761680603,0.603644073009491,0.4776736795902252,0.4876600930656436,0.38113180095655763,0.5514091260676037,0.6025741388520875,0.6721370143149283,0.6290899795501022,0.6923312883435583,0.7199897750511248,0.8182112574577332,0.7970446489103021,0.8109560779629731,0.4388618469238281,0.4388618469238281,0.40317368783791113,0.40317368783791113,0.6379345603271984,0.6379345603271984,0.6379345603271984,0.6379345603271984
4,0.5463994741439819,0.5161436200141907,0.7668739557266235,0.685929000377655,0.6426125989651016,0.523097545308216,0.6861123442993992,0.7316543750042757,0.7325445515629566,0.692776803973123,0.7506208004674262,0.7724218521764533,0.8495878577232361,0.7993776661566238,0.8144467542125099,0.6276248693466187,0.6276248693466187,0.5370786250704619,0.5370786250704619,0.6906952965235174,0.6906952965235174,0.6906952965235174,0.6906952965235174
5,0.3619304895401001,0.3378005027770996,0.6279900074005127,0.5939391255378723,0.46368447790273737,0.39470352860440244,0.5241498501451747,0.6269133428479655,0.6594410361281526,0.6298568507157465,0.6785276073619634,0.721745057941377,0.8223905563354492,0.778732087830512,0.8027910323411344,0.41284602880477905,0.41284602880477905,0.35834116327074306,0.35834116327074317,0.6225630538513973,0.6225630538513973,0.6225630538513973,0.6225630538513973
6,0.41763001680374146,0.3242450952529907,0.6788116097450256,0.5192484855651855,0.5404466020924164,0.4135525298845641,0.5978515467715332,0.6282604424784736,0.6878601970626511,0.6353876185164529,0.7074735080870049,0.7176519799219186,0.8159347772598267,0.783578722401903,0.8040721970303191,0.45338431000709534,0.45338431000709534,0.3978013388039743,0.3978013388039743,0.6385015802193716,0.6385015802193716,0.6385015802193716,0.6385015802193716
7,0.30405235290527344,0.26146748661994934,0.6162605285644531,0.4713882803916931,0.515445906436308,0.4016907924056861,0.5991252973772495,0.6294559900940184,0.6705762059424997,0.6328040418621437,0.7049200048117408,0.720979189221701,0.8103539943695068,0.7723810801304352,0.796449154117866,0.4160148501396179,0.4160148501396179,0.39208035855061274,0.3920803585506127,0.6329844821364128,0.6329844821364128,0.6329844821364128,0.6329844821364128
8,0.4165987968444824,0.3876943588256836,0.6438226699829102,0.6010960340499878,0.524611482939776,0.41036503713621,0.571241245416858,0.640160075454977,0.6879473415132924,0.6421906952965235,0.6988113496932515,0.7282719836400817,0.8409486413002014,0.7906135397131937,0.8069360799984993,0.4453020691871643,0.4453020691871643,0.3931068232395521,0.3931068232395521,0.6361196319018405,0.6361196319018405,0.6361196319018405,0.6361196319018405
9,0.359142005443573,0.3349000811576843,0.6400279998779297,0.5529450178146362,0.47987504759601163,0.40816390855064016,0.5381727605785718,0.6352375959322526,0.6672347193819587,0.6374119518291298,0.6806975687343786,0.7300613496932516,0.8387594223022461,0.7969874538015975,0.8105528841725159,0.4736286997795105,0.4736286997795105,0.4091026391975589,0.4091026391975589,0.6437173369688707,0.6437173369688707,0.6437173369688707,0.6437173369688707
