,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.6744420528411865,0.5702354311943054,0.5694328641693913,0.4882778421430647,0.7036585365853658,0.6719536981955185,0.8270021080970764,0.8205441236495972,0.773863619033854,0.7479787482980342,0.7984442882122833,0.7862234780884395,0.49128735065460205,0.4151903706567338,0.642982847511402,0.642982847511402
1,0.599027156829834,0.5838964581489563,0.49074919520521043,0.4528751949248626,0.6714133452310133,0.6641830259766012,0.826619029045105,0.8203951120376587,0.761357425151531,0.7385384686150925,0.7930317451733275,0.7810488135369158,0.44977280497550964,0.37370838092288994,0.63110499702558,0.63110499702558
2,0.7054309248924255,0.6436845064163208,0.5912116018136092,0.5544092796541733,0.713032916914535,0.6966810430299425,0.8122262358665466,0.8269250988960266,0.7650038588747831,0.7624559261571636,0.7942097957564941,0.7912023266574129,0.46752122044563293,0.38020034327477603,0.6262790005948841,0.6262790005948841
3,0.5967550277709961,0.5867607593536377,0.4699365439741712,0.46902508297032347,0.6656751933372993,0.6687661114416021,0.8214756846427917,0.8046742081642151,0.7617281851811911,0.7378687948113151,0.7939547167090296,0.7812495868861127,0.4201890826225281,0.33817722758129615,0.6173755700971644,0.6173755700971644
4,0.6467385292053223,0.640250027179718,0.534607603585481,0.5407239442277106,0.6925763434463613,0.6932034503271862,0.8399748802185059,0.8251886963844299,0.8012326552819068,0.7485987097333967,0.8157806500459683,0.789252429109657,0.5349923968315125,0.41730942442906577,0.6468768590124926,0.6468768590124926
5,0.5700095295906067,0.541168749332428,0.48935843320420674,0.42946039179392753,0.672199087844537,0.6503123140987508,0.8340885639190674,0.8280419111251831,0.7998603180146349,0.7771215711745647,0.8155562165377753,0.8030272985656687,0.4142354726791382,0.36507086144076945,0.6263682331945271,0.6263682331945271
6,0.5290645956993103,0.47680792212486267,0.4278447914698956,0.39270438888918174,0.648720999405116,0.6324558794368432,0.828883171081543,0.8155441880226135,0.7878784008842856,0.7623411765953979,0.808917851927965,0.7935174168814858,0.30587396025657654,0.2713862383736281,0.5905686099543923,0.5905686099543923
7,0.6481931209564209,0.5761243104934692,0.5615751189483457,0.4565672889042364,0.703090918104303,0.6596272060281578,0.8535296320915222,0.8123769164085388,0.8144436341349615,0.7641478693773868,0.8240531429704542,0.7954078260294798,0.45318472385406494,0.36913598746777254,0.6299672813801309,0.6299672813801309
8,0.5173235535621643,0.40953341126441956,0.39956018020705086,0.3322041641765991,0.6345999405116002,0.6078599048185604,0.8303893208503723,0.8185831308364868,0.7913249073191685,0.7739487705815093,0.8105303480972725,0.7997827020953137,0.3015519082546234,0.25471323340371976,0.5817345825897282,0.5817345825897282
9,0.5740062594413757,0.5464245676994324,0.4653076934852761,0.44451834068900586,0.6629833432480666,0.6579417013682332,0.8219796419143677,0.8085809350013733,0.773293450785724,0.764438942093612,0.8002460656535612,0.7951046004362483,0.3816031515598297,0.30740572075347716,0.6040080309339679,0.6040080309339679
