,F1_score,ClassAccuracy,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,1.0,1.0,0.2620032727718353,0.24537383019924164,0.2113883372848441,0.23078394041460637,0.5688925242910966,0.5831722189173111,0.5322737097740173,0.4371252954006195,0.4512709370359284,0.3376029152454377,0.6654877147441098,0.6234714786172252,0.49128735065460205,0.4151903849170672,0.642982847511402,0.642982847511402
1,1.0,1.0,0.2775590419769287,0.32558518648147583,0.20500298279918852,0.24695252328337675,0.5643020027761253,0.5875347015665279,0.4937787652015686,0.45054224133491516,0.3912813434001259,0.3284913900156282,0.6420844374740864,0.6161775398241787,0.44977280497550964,0.37370839163109537,0.63110499702558,0.63110499702558
2,1.0,1.0,0.3532058298587799,0.29872989654541016,0.2905469220381907,0.25977097310835084,0.5947129684711482,0.5860747570890343,0.4500029683113098,0.4623832702636719,0.3556651045090869,0.3550589248929431,0.6284237376741837,0.6289981162006743,0.46752122044563293,0.3802003488555595,0.6262790005948841,0.6262790005948841
3,1.0,1.0,0.2863503396511078,0.18273720145225525,0.22761405610322907,0.1619082829695932,0.5663196510013881,0.5561570493753718,0.4597347676753998,0.4051728844642639,0.3441240879292069,0.33196929444934203,0.6249698051304238,0.621559587547095,0.4201890826225281,0.3381772386907121,0.6173755700971644,0.6173755700971644
4,1.0,1.0,0.2562069296836853,0.26423096656799316,0.2401296148783656,0.23124104630526343,0.5700451120364862,0.5774216736069799,0.48495009541511536,0.48485416173934937,0.4411055855408128,0.3623001653566464,0.6703919023669173,0.635780620001322,0.5349923968315125,0.4173094370882918,0.6468768590124926,0.6468768590124926
